,영화명,개봉일,감독,"API구분(left=kmdb, right=영진위)"
2310,더 라이트: 악마는 있다,2011-04-21,,left_only
3667,마셰티,2011-04-21,"로버트 로드리게즈,에단 마니퀴스",right_only
5768,상실의 시대,2011-04-21,트란 안 홍,right_only
8321,엽문 3,2011-04-21,구예도,right_only
8322,엽문 3 - 엽문전전,2011-04-21,,left_only
10477,참을 수 없는 금단의 정사,2011-04-21,,left_only
60,2004 서태지 라이브투어 제로,2011-04-23,,left_only
6739,시네마 베리테,2011-04-23,,left_only
5909,서부의 아가씨,2011-04-27,,left_only
9758,적과의 동침,2011-04-27,박건용,right_only
9759,적과의 동침,2011-04-28,,left_only
10245,쥬리의 스와핑 다이어리,2011-04-28,,left_only
11519,토르 : 천둥의 신,2011-04-28,,left_only
11523,토르: 천둥의 신,2011-04-28,케네스 브래너,right_only
10687,최고의 사랑,2011-05-04,,left_only
489,거침없이 사랑하라,2011-05-05,,left_only
12800,화성은 엄마가 필요해,2011-05-05,,left_only
4837,법정 스님의 의자,2011-05-12,,left_only
4838,법정스님의 의자,2011-05-12,임성구,right_only
5150,불륜의 대가 1,2011-05-12,,left_only
7953,에로 닌자 카즈미 2,2011-05-12,,left_only
11418,탕웨이의 투캅스,2011-05-12,,left_only
5746,삼국지 : 명장 관우,2011-05-19,,left_only
5747,삼국지: 명장 관우,2011-05-19,"맥조휘,장문강",right_only
7954,에로 닌자 카즈미 3,2011-05-19,,left_only
9472,인사이드 잡,2011-05-19,,left_only
9473,인사이드잡,2011-05-19,찰스 퍼거슨,right_only
4426,"미안해, 고마워",2011-05-26,"송일곤,오점균,박흥식,임순례",right_only
4427,"미안해,고마워",2011-05-26,,left_only
5151,불륜의 대가 2,2011-05-26,,left_only
7955,에로 닌자 카즈미 4,2011-05-26,,left_only
11156,쿵푸 팬더 2,2011-05-26,,left_only
11160,쿵푸팬더 2,2011-05-26,여인영,right_only
2029,닉슨 인 차이나,2011-05-28,,left_only
3640,마마,2011-06-01,최익환,right_only
3641,마마,2011-06-02,,left_only
7399,악인,2011-06-02,,left_only
7869,엄마 까투리,2011-06-02,,left_only
6534,스콧 필그림,2011-06-04,,left_only
6548,스킬스,2011-06-04,,left_only
23,13인의 자객,2011-06-09,미이케 다카시,right_only
6826,신 소림사 - 쿵푸마스터,2011-06-09,,left_only
7400,악인,2011-06-09,이상일,right_only
5407,비치 슬랩,2011-06-16,릭 자코브슨,right_only
5409,비치슬랩,2011-06-16,,left_only
12901,흑사회 2,2011-06-16,,left_only
4721,배드 티처,2011-06-17,,left_only
9933,정무문 : 100대 1의 전설,2011-06-22,유위강,right_only
9935,정무문: 100대 1의 전설,2011-06-22,,left_only
11345,타우리스의 이피게네이아,2011-06-22,,left_only
9441,인 어 베러 월드,2011-06-23,수잔 비에르,right_only
9496,인어베러월드,2011-06-23,,left_only
1828,네이키드웨폰 - 사소리,2011-06-30,,left_only
4418,미싱-심해미인 (MISSING),2011-06-30,,left_only
5989,성룡의 쿵푸마스터,2011-06-30,,left_only
8318,엽기적인 그녀 2,2011-07-01,,left_only
3342,로닌 팝,2011-07-02,,left_only
588,고 녀석 맛나겠다,2011-07-07,후지모리 마사야,right_only
594,고녀석 맛나겠다,2011-07-07,,left_only
10688,최고의 섹스 그리고 사랑,2011-07-11,,left_only
5488,빨간 모자의 진실 2,2011-07-13,,left_only
5497,빨간모자의 진실 2,2011-07-13,마이크 디사,right_only
12499,해리 포터와 죽음의 성물 - 2부,2011-07-13,,left_only
12502,해리포터와 죽음의 성물2,2011-07-13,데이빗 예이츠,right_only
209,KM 31,2011-07-14,,left_only
2122,다크,2011-07-14,,left_only
3735,마지막 밀애,2011-07-14,,left_only
10883,카 2,2011-07-20,존 라세터,right_only
9173,은밀한 도촬,2011-07-21,,left_only
10884,카 2,2011-07-21,,left_only
6979,써니 감독판,2011-07-28,강형철,right_only
7956,에로 닌자 카즈미 5,2011-07-28,,left_only
6028,세르비안 필름,2011-07-30,,left_only
5694,사쿠라의 비밀애,2011-08-01,,left_only
1198,기생령,2011-08-04,,left_only
4443,미이라 - 진시황의 부활,2011-08-04,,left_only
12397,하이브리드,2011-08-04,,left_only
1199,기생령,2011-08-05,고석진,right_only
5299,블러드 레이크,2011-08-10,,left_only
6209,소림강시 2012,2011-08-10,,left_only
8447,오리백작,2011-08-10,,left_only
11150,쿵푸 닌자,2011-08-10,,left_only
348,간츠 - 퍼펙트 앤서,2011-08-11,,left_only
350,간츠: 퍼펙트 앤서,2011-08-11,사토 신스케,right_only
411,개구쟁이 스머프,2011-08-11,라자 고스넬,right_only
412,개구쟁이 스머프 - 극장판,2011-08-11,,left_only
6105,섹스 콜렉터,2011-08-11,,left_only
10916,카우보이   에이리언,2011-08-11,,left_only
10917,카우보이 & 에이리언,2011-08-11,존 파브로,right_only
2195,닷핵퀀텀 : 숨겨진 몬스터의 비밀,2011-08-17,,left_only
6015,세 얼간이,2011-08-17,,left_only
8856,원 라이프,2011-08-17,,left_only
8877,원라이프,2011-08-17,"마이클 건톤,마샤 홈즈",right_only
554,겨울 냄새,2011-08-18,,left_only
556,겨울냄새,2011-08-18,전화성,right_only
2196,닷핵퀀텀 : 숨겨진 몬스터의 비밀,2011-08-18,타치바나 마사키,right_only
3422,록본기 호스티스 납치사건,2011-08-18,,left_only
5777,새끼 여우 헬렌,2011-08-18,,left_only
6016,세 얼간이,2011-08-18,라즈쿠마르 히라니,right_only
6017,세 얼간이 감독판,2011-08-18,라즈쿠마르 히라니,right_only
6619,스트리트 파이터 - 춘리의 전설,2011-08-18,안드레이 바르코비악,right_only
6620,스트리트 파이터: 춘리의 전설,2011-08-18,,left_only
12837,환타스틱 모던 가야그머,2011-08-18,,left_only
12838,환타스틱 모던가야그머,2011-08-18,최승호,right_only
2475,더 행오버 2,2011-08-25,,left_only
2826,드라이브 앵그리,2011-08-25,,left_only
2827,드라이브 앵그리 3D,2011-08-25,패트릭 루지어,right_only
4072,모델 유코의 불륜,2011-08-25,,left_only
5875,샤넬과 스트라빈스키,2011-08-25,얀 쿠넹,right_only
7796,어이그 저 귓것,2011-08-25,오멸,right_only
7797,"어이그, 저 귓것",2011-08-25,,left_only
11081,코코 샤넬과 이고르 스트라빈스키,2011-08-25,,left_only
12564,행오버 2,2011-08-25,토드 필립스,right_only
5933,서태지 모아이: 더 필름,2011-08-26,,left_only
11696,티파니에서 아침을,2011-08-26,,left_only
6186,소녀 K,2011-08-27,,left_only
11110,콜롬비아나,2011-08-31,올리비에 메가턴,right_only
12078,푸른 소금,2011-08-31,,left_only
12081,푸른소금,2011-08-31,이현승,right_only
2269,댄스 타운,2011-09-01,,left_only
2270,댄스타운,2011-09-01,전규환,right_only
3987,메신저 2,2011-09-01,마르틴 바르네비츠,right_only
5009,부기맨 3,2011-09-01,게리 존스,right_only
6378,술에 대하여,2011-09-01,,left_only
6379,술에 대하여 - 극장판,2011-09-01,"임범,조승원",right_only
6892,신호소자,2011-09-01,,left_only
9260,음란한 첫경험,2011-09-01,,left_only
11111,콜롬비아나,2011-09-01,,left_only
6399,쉐어 더 비전,2011-09-03,,left_only
10948,카프리치오,2011-09-06,,left_only
275,가문의 영광 4 - 가문의 수난,2011-09-07,,left_only
277,가문의 영광4 - 가문의 수난,2011-09-07,정태원,right_only
8838,워리어스 무에타이 리얼옹박,2011-09-07,,left_only
11791,파이널 데스티네이션 5,2011-09-07,,left_only
4188,무간도 2 혼돈의 시대,2011-09-08,,left_only
4189,무간도 3 종극무간,2011-09-08,,left_only
6393,숨쉬는 상어 쥴리의 육지 대모험,2011-09-08,,left_only
7161,아리랑,2011-09-08,,left_only
10247,쥴리의 육지 대모험,2011-09-08,구 안 호,right_only
11792,파이널 데스티네이션5,2011-09-08,스티븐 쿼일,right_only
5884,샤크 나이트,2011-09-15,,left_only
5885,샤크 나이트 3D,2011-09-15,데이비드 R. 엘리스,right_only
7582,야설야화,2011-09-15,,left_only
2592,도가니,2011-09-22,황동혁,right_only
3575,릴라 릴라,2011-09-22,알랑 그스포너,right_only
3576,"릴라, 릴라",2011-09-22,,left_only
4773,백일몽,2011-09-22,,left_only
2660,독도야 반갑다!,2011-09-29,,left_only
2661,"독도야, 반갑다",2011-09-29,강태원,right_only
3423,록본기 호스티스 납치사건2,2011-09-29,,left_only
8925,월하미인2 - 슬픈정사,2011-09-29,,left_only
11026,컨트렉트 킬러,2011-09-29,,left_only
6809,시티워,2011-10-06,,left_only
7369,아폴로 18,2011-10-06,,left_only
7200,아멘,2011-10-07,,left_only
5282,블랙 헤븐,2011-10-10,,left_only
1345,나는 친구가 적다,2011-10-12,,left_only
5754,삼총사,2011-10-12,,left_only
5756,삼총사 3D,2011-10-12,폴 W.S. 앤더슨,right_only
5843,새크리파이스,2011-10-13,,left_only
11645,트롤 사냥꾼,2011-10-17,,left_only
243,U2 3D,2011-10-20,,left_only
1022,극장판 메이저 - 우정의 강속구,2011-10-20,,left_only
1023,극장판 메이저 : 우정의 강속구,2011-10-20,카토 타카오,right_only
4292,뮤직 네버 스탑,2011-10-20,,left_only
6022,세나: F1의 신화,2011-10-20,아시프 카파디아,right_only
6023,세나:F1의신화,2011-10-20,,left_only
10700,최종병기 활 감독확장판,2011-10-20,김한민,right_only
2548,데미지,2011-10-24,,left_only
78,20년 전의 약속,2011-10-25,,left_only
2659,독도 korea,2011-10-25,,left_only
4080,모래의 역습,2011-10-25,,left_only
5601,사랑한다면 이들처럼,2011-10-25,,left_only
904,그녀의 죽이는 상상,2011-10-27,,left_only
3084,라자루스 프로젝트,2011-10-27,,left_only
4293,뮤직 네버 스탑,2011-10-27,짐 콜버그,right_only
10615,청원,2011-11-02,산제이 렐라 반살리,right_only
215,Mr. 아이돌,2011-11-03,,left_only
217,Mr.아이돌,2011-11-03,라희찬,right_only
4554,바디 스나이퍼,2011-11-03,,left_only
6073,세컨즈 어파트,2011-11-03,,left_only
6468,스무살의 정사,2011-11-03,,left_only
6254,소중한 날의 꿈 감독판,2011-11-06,"안재훈,한혜진",right_only
4681,발퀴레,2011-11-08,,left_only
4630,바토리,2011-11-09,,left_only
3738,마지막 섹스 그리고 사랑,2011-11-10,,left_only
6144,섹시엔젤 카에데,2011-11-10,,left_only
6469,스무살의 침대,2011-11-10,,left_only
11733,파라노말 엔티티,2011-11-10,,left_only
11904,퍼틀 그라운드,2011-11-10,,left_only
10746,치명적 사랑愛-문신2,2011-11-16,,left_only
31,18禁 린코 2,2011-11-17,,left_only
1439,나의 선택-잊혀진 가방 그 못다한 이야기,2011-11-17,김상철,right_only
4098,모차르트 락 오페라,2011-11-17,,left_only
4228,무사 야마다,2011-11-17,,left_only
6154,셀211,2011-11-17,,left_only
7350,아테나: 전쟁의 여신,2011-11-17,,left_only
232,REC 알이씨,2011-11-24,소준문,right_only
255,●REC,2011-11-24,,left_only
886,그녀의 비밀애,2011-11-24,,left_only
4949,보라,2011-11-24,이강현,right_only
7133,아더 크리스마스,2011-11-24,,left_only
12581,허스크,2011-11-24,,left_only
7134,아더 크리스마스,2011-11-25,베리 쿡,right_only
4016,멘투비,2011-11-28,,left_only
5086,분라쿠,2011-11-30,,left_only
5235,브레이킹 던 - 1부,2011-11-30,,left_only
5236,브레이킹 던 part1,2011-11-30,빌 콘돈,right_only
6448,스네이크 앤 이어링,2011-12-01,,left_only
8603,완벽한 파트너-감독판,2011-12-01,박헌수,right_only
11730,파라노말 액티비티 : 도쿄 나이트,2011-12-01,,left_only
11738,파라노말액티비티-도쿄나이트,2011-12-01,나가에 도시가즈,right_only
3010,라르크 앙 씨엘 20주년 파이널 콘서트,2011-12-04,,left_only
1495,"남겨진 미래, 남극",2011-12-05,,left_only
643,고질라 - 파이널 워즈,2011-12-07,기타무라 류헤이,right_only
644,고질라-파이널 워즈,2011-12-07,,left_only
5334,블리츠,2011-12-07,엘리어트 레스터,right_only
2435,더 태스크,2011-12-08,,left_only
3420,로프트,2011-12-08,앙투와네트 베우머,right_only
3476,르 아브르,2011-12-08,아키 카우리스마키,right_only
3479,르아브르,2011-12-08,,left_only
4270,물 없는 바다,2011-12-08,김관철,right_only
4276,물없는 바다,2011-12-08,,left_only
5335,블리츠,2011-12-08,,left_only
6446,스나이퍼 머시너리,2011-12-08,,left_only
3421,로프트,2011-12-15,,left_only
4370,미션 임파서블: 고스트 프로토콜,2011-12-15,,left_only
4375,미션임파서블:고스트프로토콜,2011-12-15,브래드 버드,right_only
5547,사랑 그리고 불륜,2011-12-15,,left_only
6543,스크림 오브 더 밴쉬,2011-12-15,,left_only
7554,앨빈과 슈퍼밴드 3,2011-12-15,,left_only
7556,앨빈과 슈퍼밴드3,2011-12-15,마이크 미첼,right_only
8510,오페라의 유령 : 25주년 특별 공연,2011-12-15,,left_only
3710,마이 웨이,2011-12-21,강제규,right_only
3789,말리부 샤크 어택,2011-12-21,,left_only
5308,블러드 아웃,2011-12-21,,left_only
6171,셜록홈즈 : 그림자 게임,2011-12-21,가이 리치,right_only
202,JAM DOCU 강정,2011-12-22,,left_only
206,Jam Docu 강정,2011-12-22,"경순,권효,최진성,김태일,양동규,정윤석,최하동하,홍형숙",right_only
1093,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011-12-22,유야마 쿠니히코,right_only
1094,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,유야마 쿠니히코,right_only
1095,극장판 포켓몬스터 베스트위시 : 빅티니와 백의 영웅 레시라무,2011-12-22,,left_only
1096,극장판 포켓몬스터 베스트위시 : 빅티니와 흑의 영웅 제크로무,2011-12-22,,left_only
2311,더 라인,2011-12-22,,left_only
3719,마이웨이,2011-12-22,,left_only
6172,셜록홈즈 : 그림자 게임,2011-12-22,,left_only
3064,라이징 썬,2011-12-28,,left_only
10886,카 잭,2011-12-28,,left_only
220,O의 정사,2011-12-29,,left_only
8014,에이전트 맨드릴,2011-12-29,,left_only
12140,프렌즈: 몬스터 섬의 비밀,2011-12-29,,left_only
12141,프렌즈: 몬스터섬의비밀,2011-12-29,야마자키 타카시,right_only
2131,다크 아워,2012-01-05,,left_only
2147,다크아워,2012-01-05,크리스 고락,right_only
4492,밀레니엄 제 1부 : 여자를 증오한 남자들,2012-01-05,닐스 아르덴 오플레브,right_only
4493,밀레니엄 제1부 - 여자를 증오한 남자들,2012-01-05,,left_only
10351,징기스칸,2012-01-05,,left_only
4488,밀레니엄 : 여자를 증오한 남자들,2012-01-11,데이빗 핀처,right_only
10668,초한지 - 천하대전,2012-01-11,이인항,right_only
4489,밀레니엄 : 여자를 증오한 남자들,2012-01-12,,left_only
6012,세 번째 사랑,2012-01-12,리처드 J. 루이스,right_only
6032,세번째 사랑,2012-01-12,,left_only
8664,요나 요나 펭귄,2012-01-12,,left_only
8665,요나요나 펭귄,2012-01-12,린 타로,right_only
9719,장화 신은 고양이,2012-01-12,,left_only
9720,장화신은 고양이,2012-01-12,크리스 밀러,right_only
10669,초한지 - 천하대전,2012-01-12,,left_only
10710,추영,2012-01-12,,left_only
2273,댄싱 퀸,2012-01-18,,left_only
2274,댄싱퀸,2012-01-18,이석훈,right_only
5029,부러진 화살,2012-01-18,정지영,right_only
11935,페이스 메이커,2012-01-18,,left_only
11940,페이스메이커,2012-01-18,김달중,right_only
12173,플라스틱 섹스,2012-01-18,,left_only
221,O의 정사 2,2012-01-19,,left_only
1306,꿈속의 성애,2012-01-19,,left_only
2553,데블스 플레이그라운드,2012-01-19,,left_only
5030,부러진 화살,2012-01-19,,left_only
9588,잃어버린 세계를 찾아서 2 : 신비의 섬,2012-01-19,,left_only
9589,잃어버린 세계를 찾아서 2: 신비의 섬,2012-01-19,브래드 페이튼,right_only
8345,영원 : 삼촌의 아내를 사랑하다,2012-01-26,,left_only
8899,원피스 3D : 밀짚모자 체이스,2012-01-26,사토 히로유키,right_only
8900,원피스 3D: 밀짚모자 체이스,2012-01-26,,left_only
9908,점박이 : 한반도의 공룡3D,2012-01-26,,left_only
9910,점박이:한반도의 공룡3D,2012-01-26,한상호,right_only
7409,안나 볼레나,2012-02-01,,left_only
7414,안나볼레나,2012-02-01,데이비드 멕비카,right_only
4794,뱅뱅 클럽,2012-02-02,,left_only
4795,뱅뱅클럽,2012-02-02,스티븐 실버,right_only
4832,범죄와의 전쟁 : 나쁜놈들 전성시대,2012-02-02,,left_only
4833,범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,윤종빈,right_only
11382,타임크라임,2012-02-02,,left_only
12470,할 수 있는 자가 구하라,2012-02-04,,left_only
254,sm 헌터,2012-02-07,카타오카 슈지,right_only
4922,변태 전화방,2012-02-07,사노 카즈히로,right_only
4943,보내주고싶은 여자,2012-02-07,후쿠오카 요시호,right_only
5024,부드러운 살결,2012-02-07,사토 히사야스,right_only
8687,욕망 전차,2012-02-07,제제 다카히사,right_only
12314,하고싶어,2012-02-07,사토 토시키,right_only
5439,빅 미라클,2012-02-09,,left_only
6559,스타워즈 에피소드 1 : 보이지 않는 위험,2012-02-09,,left_only
10932,카즈미-바디미션,2012-02-09,,left_only
