영화명,개봉일,키워드,수상내역,순번,감독,제작사,수입사,배급사,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,API구분
스파이크,2013-12-05,,,1984.0,"다비드 알로,에릭 토스티",,"예지림엔터테인먼트,선필름","예지림엔터테인먼트,선필름",개봉영화,장편,프랑스,159,"145,382,500","24,346","22,310,500","3,364",애니메이션,전체관람가,독립/예술영화,both
어바웃 타임,2013-12-05,",가족,가족애,런던,로맨스,로맨틱코미디,시간여행,연애,운명,과거와현재,SF코미디,타임루프",제 61회 산세바스티안국제영화제 (관객상),142.0,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),개봉영화,장편,영국,568,"24,867,023,000","3,375,735","10,488,833,000","1,368,822",멜로/로맨스,15세이상관람가,일반영화,both
여자가 사랑할때,2013-12-05,"남편살해,중년여자,사랑,가정주부,멜로",,5361.0,까뜨린느 꼬르시니,,주식회사 풍경소리,주식회사 풍경소리,개봉영화,장편,프랑스,6,"1,602,000",172,0,0,드라마,청소년관람불가,독립/예술영화,both
영 앤 뷰티풀,2013-12-05,"매춘,사춘기,성장,성적욕망,이중생활,혼돈,바캉스",,2854.0,프랑수아 오종,,찬란,찬란,개봉영화,장편,프랑스,23,"48,952,000","6,468","39,264,000","4,872",드라마,청소년관람불가,독립/예술영화,both
오르가즘 다이어리,2013-12-05,"성적판타지,자유,성관계,사진,전시회",,5728.0,애슐리 오너,,(주)컴퍼니엘,(주)컴퍼니엘,개봉영화,장편,영국,3,"645,000",110,0,0,멜로/로맨스,청소년관람불가,독립/예술영화,both
오싱,2013-12-05,"실화바탕,가족,쌀밥",,1593.0,토가시 신,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,개봉영화,장편,일본,233,"334,512,500","51,637","126,668,500","19,136",드라마,전체관람가,독립/예술영화,both
이스케이프 플랜,2013-12-05,"감옥,설계사,탈출,대결,함정",,874.0,미카엘 하프스트롬,,판씨네마(주),판씨네마(주),개봉영화,장편,미국,287,"2,105,280,679","292,655","685,515,679","91,130",액션,청소년관람불가,일반영화,both
인시디어스: 두번째 집,2013-12-05,"공포영화,집",,623.0,제임스 완,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),개봉영화,장편,미국,405,"4,001,207,000","577,758","1,051,192,000","143,845",공포(호러),15세이상관람가,일반영화,both
컴퍼니 유 킵,2013-12-05,"도망자,학생운동,특종,FBI,신분위장,기자,추적",,3837.0,로버트 레드포드,,㈜코리아스크린,(주)미디어데이,개봉영화,장편,미국,27,"11,020,000","1,724","5,555,000",860,스릴러,15세이상관람가,독립/예술영화,both
표적이 된 학원,2013-12-05,"마음,중학생,짝사랑,전학,운명,비밀",,5684.0,나카무라 료스케,,(주)콘텐츠게이트,(주)미디어데이,개봉영화,장편,일본,1,"600,000",120,"600,000",120,애니메이션,전체관람가,일반영화,both
집으로 가는 길,2013-12-11,"교도소,누명,마약,실화바탕,실화바탕,실화바탕,주부,프랑스,마약운반,수감",황금촬영상 시상식(2014) : 최우수남우주연상 -|올해의 영화상(2014) : 여우주연상 -,295.0,방은진,"씨제이이앤엠(주),(주)다세포클럽",,씨제이이앤엠(주),개봉영화,장편,한국,740,"13,048,519,745","1,854,625","3,235,828,745","440,958",드라마,15세이상관람가,일반영화,both
공각기동대 어라이즈 보더: 2 고스트 위스퍼스,2013-12-12,"선악,임무,부대,습격,게임",,4298.0,키세 카즈치카,,에이원엔터테인먼트,에이원엔터테인먼트,개봉영화,장편,일본,20,"7,424,500",993,"5,969,000",770,애니메이션,12세이상관람가,일반영화,both
그 강아지 그 고양이,2013-12-12,"개,고양이,남자,여자,연애,남녀차이,아이폰",,3230.0,민병우,"웃음을 주는 영화,조이월드앤다이버시티",,씨제이이앤엠(주),개봉영화,장편,한국,33,"29,642,500","3,956","23,618,500","3,071",멜로/로맨스,12세이상관람가,독립/예술영화,both
사라진 기억,2013-12-12,"기억,무의식,사랑,뇌,코마,실험,욕망",,4702.0,크리스티나 부오지테,,그린나래미디어(주),그린나래미디어(주),개봉영화,장편,기타,5,"2,113,000",502,"1,673,000",412,멜로/로맨스,청소년관람불가,독립/예술영화,both
어웨이크닝,2013-12-12,"전쟁미망인,강령술사,유령,기숙학교",,5031.0,닉 머피,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,개봉영화,장편,영국,1,"1,768,000",274,"1,768,000",274,공포(호러),15세이상관람가,독립/예술영화,both
오피서 다운,2013-12-12,"추적,경찰,타락,사건,선택",,3976.0,브라이언 A 밀러,,(주)미디어로그,(주)미디어데이,개봉영화,장편,미국,6,"7,599,000","1,513","6,434,000","1,280",범죄,청소년관람불가,독립/예술영화,both
운명의 산 낭가 파르밧,2013-12-12,"감동,실화바탕,등산,두려움,산,원정대,도전",도쿄국제영화제(2010) : 토요타지구심사위원대상 - 요셉 빌스마이어,4460.0,요셉 빌스마이어,,미디어소프트,주식회사 마운틴픽쳐스,개봉영화,장편,독일,6,"4,958,000",781,"3,523,000",530,드라마,전체관람가,독립/예술영화,both
풍경,2013-12-12,"인터뷰,꿈,이방인,노동자,풍경",시네마테크KOFA가 주목한 한국영화(2014) : 선정작 - 장률|들꽃영화상(2014) : 최우수다큐멘터리상 -,3661.0,장률,"(주)률필름,(주)꿈길제작소",,㈜인디스토리,개봉영화,장편,한국,14,"14,110,800","2,106","10,167,800","1,436",다큐멘터리,전체관람가,독립/예술영화,both
프라미스드 랜드,2013-12-12,"선택,협상,파견,부사장,기업,시골,시골마을,마을,천연가스,개발,환경운동,에너지",베를린국제영화제(2013) : 은곰상:특별언급 - 구스 반 산트,1994.0,구스 반 산트,,CGV아트하우스,CGV아트하우스,개봉영화,장편,미국,52,"178,217,662","23,883","112,424,500","14,694",드라마,12세이상관람가,독립/예술영화,both
플래티나 데이터,2013-12-12,"DNA,소설원작,천재,수사,과학자,범인,연쇄살인",,3468.0,오오토모 케이시,,(주)도키엔터테인먼트,(주)미디어데이,개봉영화,장편,일본,7,"16,974,500","2,802","15,929,000","2,606",SF,15세이상관람가,일반영화,both
21 앤드 오버,2013-12-18,"면접,생일,생일파티,만취,젊음",,5231.0,존 루카스,,(주)수키픽쳐스,(주)수키픽쳐스,개봉영화,장편,미국,5,"1,000,000",200,"1,000,000",200,코미디,청소년관람불가,일반영화,both
내 아내의 남자친구,2013-12-18,"갈등,권태기,부부,화해,원작,이혼",,4948.0,후안 타라투토,,크리스리픽쳐스인터내셔널(주),크리스리픽쳐스인터내셔널(주),개봉영화,장편,아르헨티나,1,"2,226,000",318,"2,226,000",318,코미디,15세이상관람가,독립/예술영화,both
변호인,2013-12-18,"1980년대,법정,부산,실화바탕,재판,공판,인권변호사,국가보안법","백상예술대상(2014) : 영화 작품상 - 양우석|백상예술대상(2014) : 영화 신인감독상 - 양우석|청룡영화상(2014) : 남우주연상 - 송강호|청룡영화상(2014) : 여우조연상 - 김영애|청룡영화상(2014) : 청정원 인기스타상 - 임시완|청룡영화상(2014) : 최우수 작품상 -|대종상 영화제(2014) : 신인감독상 - 양우석|대종상 영화제(2014) : 여우조연상 - 김영애|대종상 영화제(2014) : 시나리오상 - 양우석, 윤현호|춘사영화제(2014) : 신인감독상 - 양우석|춘사영화제(2014) : 남우주연상 - 송강호|한국영화평론가협회상 (영평상)(2014) : 남우조연상 - 곽도원|한국영화평론가협회상 (영평상)(2014) : 신인감독상 - 양우석|부일영화상(2014) : 부일독자심사단상 -|부일영화상(2014) : 여우 조연상 - 김영애|부일영화상(2014) : 남우 조연상 - 곽도원|부일영화상(2014) : 남우 주연상 - 송강호|올해의 영화상(2014) : 남우주연상 -",13.0,양우석,위더스필름(주),,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,923,"82,856,578,300","11,372,451","22,571,929,000","2,978,688",드라마,15세이상관람가,일반영화,both
봉배도저,2013-12-18,"배달원,복수,액션",,4855.0,딩성,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,중국,5,"2,110,000",390,"1,100,000",220,액션,15세이상관람가,일반영화,both
캐치미,2013-12-18,"뺑소니,완전범죄,첫사랑,도둑,범죄프로파일러",,680.0,이현종,"(주)소넷엔터테인먼트,화이브라더스",,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,한국,517,"3,387,483,000","492,773","956,243,500","131,932",코미디,12세이상관람가,일반영화,both
그래버스,2013-12-19,,,6985.0,존 라이트,,(주)나우콘텐츠,(주)나우콘텐츠,개봉영화,장편,영국,1,"100,000",10,0,0,SF,15세이상관람가,일반영화,both
그렇게 아버지가 된다,2013-12-19,"가족,소송,아들,아버지,양아들,자식,친아들,바뀜,아빠,산부인과",칸국제영화제(2013) : 심사위원상 - 고레에다 히로카즈,1198.0,고레에다 히로카즈,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,개봉영화,장편,일본,41,"934,628,662","122,797","662,840,500","84,187",드라마,전체관람가,독립/예술영화,both
다락방의 토이 스토리,2013-12-19,"다락방,인형,납치,구출,평화",,7021.0,"비비안 쉴링,이지 바르타",,예지림엔터테인먼트,예지림엔터테인먼트,개봉영화,장편,체코,1,"30,000",10,0,0,애니메이션,전체관람가,일반영화,both
다이노소어 어드벤처 3D,2013-12-19,"공룡,리더,성장,대자연,3D애니메이션,알래스카",,608.0,"베리 쿡,닐 나이팅게일",,이십세기폭스코리아(주),이십세기폭스코리아(주),개봉영화,장편,미국,464,"4,860,516,500","599,963","1,098,977,000","128,585",액션,전체관람가,일반영화,both
로렌스 애니웨이,2013-12-19,"교사,몬트리올,비밀,사랑,성정체성,약혼녀,LGBT",칸국제영화제(2012) : 여우주연상(주목할만한 시선) - 수잔 클레망|토론토국제영화제(2012) : 토론토시티상 - 자비에 돌란,2140.0,자비에 돌란,,(주)엣나인필름,(주)엣나인필름,개봉영화,장편,캐나다,27,"149,119,856","18,705","125,833,856","15,173",멜로/로맨스,15세이상관람가,독립/예술영화,both
미녀전쟁,2013-12-19,"친구들,애인,성형수술,허풍",,4561.0,임진승,골든타이드픽처스(주),,골든타이드픽처스(주),개봉영화,장편,한국,4,"2,905,000",631,"1,000,000",200,코미디,청소년관람불가,일반영화,both
비행기,2013-12-19,"비행기,비행기조종사,레이싱,대회",,946.0,클레이 홀,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),개봉영화,장편,미국,408,"1,671,046,500","233,563","444,525,500","58,410",애니메이션,전체관람가,일반영화,both
세이빙 산타,2013-12-19,"납치,마을,모험,발명가,북극,산타클로스,3D애니메이션",,944.0,"레온 주센,아론 실먼",,㈜코리아스크린,(주)영화사 빅,개봉영화,장편,영국,297,"1,520,048,000","235,688","323,811,500","47,288",애니메이션,전체관람가,일반영화,both
"시바, 인생을 던져",2013-12-19,"PD,인도,다큐PD,프로듀서",,3076.0,이성규,"창작집단917,춘천MBC,(주)리키필름",,(주)인디플러그,개봉영화,장편,한국,5,"37,629,400","4,991","26,450,400","3,413",드라마,15세이상관람가,독립/예술영화,both
와일드 빌,2013-12-19,"아빠,가석방,아들,노력,복역,성장",,3906.0,덱스터 플레처,,미디어브로스(주),어뮤즈,개봉영화,장편,영국,8,"12,479,000","1,605","11,636,000","1,470",드라마,청소년관람불가,독립/예술영화,both
포비든 리얼리티,2013-12-19,"우주지배,요원,지구,임무,구원,인류",,6495.0,콘스탄틴 막시모프,,(주)토러스엔터테인먼트,(주)토러스엔터테인먼트,개봉영화,장편,러시아,1,"250,000",50,"250,000",50,SF,청소년관람불가,일반영화,both
화이트 스완,2013-12-19,"결혼,납치,러시아,발레리나,석유재벌,여전사,복수",,4489.0,로버트 크롬비,,포커스 온,포커스 온,개봉영화,장편,미국,5,"2,990,000",740,0,0,액션,15세이상관람가,일반영화,both
백은제국,2013-12-24,"가족,사랑,상처,청나라,삼각관계,격동기",,3001.0,요수화,,스크린조이,스크린조이,개봉영화,장편,중국,5,"4,840,000","5,340","1,600,000",320,액션,15세이상관람가,일반영화,both
상하이 콜링,2013-12-24,"뉴요커,글로벌,로맨스,변호사,상하이",,5216.0,다니엘 시아,,(주)수키픽쳐스,(주)수키픽쳐스,개봉영화,장편,미국,5,"1,000,000",200,"1,000,000",200,멜로/로맨스,12세이상관람가,일반영화,both
썬더와 마법저택,2013-12-24,"사고,저택,음모,고양이,마술사",,500.0,"벤 스타센,제레미 드그루손",,씨제이이앤엠(주),씨제이이앤엠(주),개봉영화,장편,벨기에,422,"6,113,755,500","904,145","1,277,758,000","179,319",애니메이션,전체관람가,일반영화,both
요리사와의 불륜,2013-12-24,"요리,요리사,제자,사랑",,7208.0,타무라 고우노,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,개봉영화,장편,일본,1,"40,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화,both
용의자,2013-12-24,"국정원,귀순,다큐PD,망명,복수,북한,살인누명,액션,탈북자,특수부대,특수요원,프로듀서,국가정보원,자동차액션",,106.0,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,개봉영화,장편,한국,807,"30,037,161,000","4,131,248","7,563,772,000","997,760",액션,15세이상관람가,일반영화,both
꼬마마녀 요요와 네네,2013-12-25,"마법,인간세계,해결,도전,의뢰,전쟁",,2020.0,히라오 타카유키,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",개봉영화,장편,일본,90,"152,193,000","23,057","34,938,000","5,050",애니메이션,전체관람가,일반영화,both
하이힐을 신은 여자는 위험하다,2013-12-25,"상징,심리,여성성,하이힐,구두,구두디자이너",,4904.0,줄리 베나스라,,오드,오드,개봉영화,장편,미국,6,"2,441,000",364,"1,320,000",162,다큐멘터리,15세이상관람가,독립/예술영화,both
건,2013-12-26,"디트로이트,복수,총기난사사건",,3957.0,제시 테레로,,(주)미디어로그,(주)미디어데이,개봉영화,장편,미국,5,"7,697,000","1,539","4,667,000",933,액션,청소년관람불가,독립/예술영화,both
그녀가 부른다,2013-12-26,"어머니,어머니의죽음,인생,타인",,3480.0,박은형,(주)아피아스튜디오,,(주)미디어데이,개봉영화,장편,한국,32,"16,314,000","2,768","8,707,000","1,268",멜로/로맨스,15세이상관람가,독립/예술영화,both
셜리에 관한 모든 것,2013-12-26,"그림,미술,화가,일상",,2891.0,구스타프 도이치,,(주)영화사 진진,(주)영화사 진진,개봉영화,장편,오스트리아,7,"46,107,300","6,128","39,054,300","4,922",드라마,15세이상관람가,독립/예술영화,both
소울 오브 브레드,2013-12-26,"대만,빵집,청혼,제빵사",,4396.0,"고병권,임군양",,"(주)토러스엔터테인먼트,(주)트리니티네트워크",(유)영화사 화수분,개봉영화,장편,대만,5,"5,909,000",862,"5,029,000",716,멜로/로맨스,12세이상관람가,독립/예술영화,both
