TITLE,DIRECTOR,OPEN_DT,OPEN_YEAR,OPEN_MONTH,OPEN_DAY,OPEN_WEEKDAY,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,GENRE_NM,SP_LANG,WATCH_GRADE_NM,ACTOR1,ACTOR2,BUDGET,SERIES,AWARDS,NAVER_CMT_NN,NAVER_PRE_EVAL,NAVER_PRE_EVAL_MUL,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,야스히코 요시카즈,2018-06-13,2018,6,13,2,2,24,84.0,일본,(주)디스테이션,애니메이션,,12세이상관람가,이케다 슈이치,후루야 토오루,,0.0,0,18.0,9.78,176.04,72.0,0.0,2821
퍼스널 이펙츠,데이빗 홀랜더,2012-01-26,2012,1,26,3,1,4,110.0,미국,프리비젼엔터테인먼트,드라마,,15세이상관람가,애쉬튼 커처,미셀 파이퍼,,0.0,0,10.0,9.3,93.0,0.0,0.0,2816
제7의 봉인,잉마르 베리만,2012-05-10,2012,5,10,3,2,19,97.0,스웨덴,㈜영화사 백두대간,드라마,,12세이상관람가,막스 본 시도우,군나르 비에른스트란드,,0.0,1,2.0,6.5,13.0,0.0,0.0,2808
시간의 종말,김대현,2016-11-03,2016,11,3,3,4,44,66.0,한국,(주)영화사 진진,다큐멘터리,,전체관람가,김대현,박선미,,0.0,0,9.0,9.78,88.02,236.0,0.0,2807
플래티나 데이터,오오토모 케이시,2013-12-12,2013,12,12,3,4,50,133.0,일본,(주)미디어데이,SF/스릴러/액션,,15세이상관람가,니노미야 카즈나리,안,,0.0,0,200.0,7.92,1584.0,0.0,0.0,2802
레인보우,신수원,2010-11-18,2010,11,18,3,4,46,91.0,한국,㈜인디스토리,드라마,ko,12세이상관람가,박현영,백소명,,0.0,1,53.0,9.51,504.03,0.0,0.0,2800
REC 알이씨,소준문,2011-11-24,2011,11,24,3,4,47,65.0,한국,(주)영화사 진진,로맨스/멜로,,청소년관람불가,조혜훈,송삼동,,0.0,0,4.0,9.5,38.0,0.0,0.0,2799
미이라 : 피라미드의 비밀,로저 크리스찬,2014-07-31,2014,7,31,3,3,31,87.0,독일/미국,(주)소나무픽쳐스,공포(호러)/액션/어드벤처,,15세이상관람가,존 라이스 데이비스,,,0.0,0,13.0,4.38,56.94,105.0,0.0,2797
설해,김정권,2015-01-08,2015,1,8,3,1,2,108.0,한국,(주)마인스 엔터테인먼트/주식회사 마운틴픽쳐스,드라마/로맨스/멜로,ko,12세이상관람가,박해진,이영아,,0.0,0,158.0,9.12,1440.9599999999994,1975.0,0.0,2796
언 애듀케이션,론 쉐르픽,2010-03-18,2010,3,18,3,1,11,100.0,영국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,,15세이상관람가,캐리 멀리건,피터 사스가드,,0.0,1,6.0,8.83,52.98,0.0,0.0,2794
파리 투 마르세유: 2주간의 여행,라시드 드자이다니,2017-09-07,2017,9,7,3,3,36,93.0,프랑스,(주)디스테이션/(주)브리즈픽처스,드라마,,12세이상관람가,제라르 드빠르디유,사덱,,0.0,0,64.0,9.44,604.16,209.0,0.0,2792
불청객,이응일,2010-09-30,2010,9,30,3,3,39,66.0,한국,(주)이모션픽처스,SF/드라마/판타지,,12세이상관람가,김진식,원강영,,0.0,0,38.0,9.45,359.1,0.0,0.0,2792
바쿠만,오오네 히토시,2016-04-21,2016,4,21,3,2,16,119.0,일본,(주)디스테이션,드라마,ja,12세이상관람가,사토 타케루,카미키 류노스케,,0.0,0,78.0,9.23,719.94,545.0,1.0,2791
월터 교수의 마지막 강의,팀 블레이크 넬슨,2016-03-17,2016,3,17,3,1,11,89.0,미국,주식회사 씨네룩스,드라마,en,청소년관람불가,샘 워터스톤,크리스틴 스튜어트,,0.0,0,6.0,8.5,51.0,220.0,0.0,2791
토리노의 말,벨라 타르,2012-02-23,2012,2,23,3,1,8,146.0,독일/미국/스위스/프랑스/헝가리,(재)전주국제영화제조직위원회,드라마,,15세이상관람가,에리카 보크,야노스 데르즈시,,0.0,1,0.0,0.0,0.0,0.0,0.0,2786
미 앤 유,베르나르도 베르톨루치,2014-02-27,2014,2,27,3,1,9,96.0,이탈리아,오드,드라마,,15세이상관람가,테아 팔코,자코포 올모 안티노리,,0.0,0,19.0,9.21,174.99,0.0,0.0,2780
그녀가 부른다,박은형,2013-12-26,2013,12,26,3,4,52,96.0,한국,(주)미디어데이,드라마/로맨스/멜로,ko,15세이상관람가,윤진서,오민석,,0.0,0,46.0,9.65,443.9,0.0,0.0,2768
나부야 나부야,최정우,2018-09-20,2018,9,20,3,3,38,64.0,한국,㈜인디스토리,다큐멘터리,,전체관람가,이종수,김순규,,0.0,0,1.0,10.0,10.0,40.0,0.0,2765
이티피 페스티벌 08X09 서태지,서태지,2013-05-03,2013,5,3,4,2,18,92.0,한국,(주)서태지컴퍼니,공연,,전체관람가,서태지,,,0.0,0,,,,,0.0,2764
부모님과 이혼하는 방법,제이슨 베이트먼,2016-05-12,2016,5,12,3,2,19,106.0,미국,주식회사 씨네룩스,드라마,en,15세이상관람가,니콜 키드먼,제이슨 베이트먼,,0.0,0,7.0,9.57,66.99000000000001,181.0,1.0,2758
쇼콜라,로쉬디 젬,2017-03-09,2017,3,9,3,1,10,119.0,프랑스,판씨네마(주),드라마,fr,12세이상관람가,오마 사이,제임스 티에레,18500000.0,0.0,1,32.0,9.09,290.88,288.0,0.0,2757
"앵두야, 연애하자",정하린,2013-06-06,2013,6,6,3,2,23,98.0,한국,주식회사 마운틴픽쳐스/홀리가든,드라마/로맨스/멜로/코미디,ko,15세이상관람가,류현경,하시은,,0.0,0,30.0,9.3,279.0,0.0,0.0,2754
언더 더 스킨,조나단 글레이저,2014-07-17,2014,7,17,3,3,29,108.0,영국,씨네그루(주)다우기술,SF/드라마,en,청소년관람불가,스칼렛 요한슨,폴 프래니건,13300000.0,0.0,1,33.0,7.38,243.54,220.0,1.0,2750
콜드 워,렁록만/써니 럭,2013-09-05,2013,9,5,3,3,36,101.0,홍콩,(주)앤드플러스미디어웍스,범죄/액션,,15세이상관람가,곽부성,양가휘,,0.0,0,93.0,6.96,647.28,0.0,0.0,2749
하우 투 비,올리버 어빙,2010-01-28,2010,1,28,3,1,4,85.0,영국,실버스푼,드라마/코미디,,12세이상관람가,로버트 패틴슨,레베카 피전,,0.0,0,37.0,9.43,348.91,0.0,0.0,2746
굿타임,베니 사프디/조쉬 사프디,2018-01-04,2018,1,4,3,1,1,101.0,미국,(주)드림팩트엔터테인먼트,드라마/범죄,,15세이상관람가,로버트 패틴슨,베니 사프디,,0.0,0,23.0,8.74,201.02,185.0,0.0,2743
분장,남연우,2017-09-27,2017,9,27,2,3,39,102.0,한국,무브먼트,드라마,ko,15세이상관람가,안성민,홍정호,,0.0,1,55.0,9.13,502.15,254.0,0.0,2737
밍크코트,신아가/이상철,2012-01-12,2012,1,12,3,1,2,91.0,한국,㈜인디스토리,드라마,ko,15세이상관람가,황정민,김미향,,0.0,1,27.0,8.63,233.01,0.0,0.0,2731
여배우 공작단,전태윤,2014-06-19,2014,6,19,3,2,25,72.0,한국,(주)케이알씨지,드라마/로맨스/멜로/코미디,ko,청소년관람불가,허동원,이자은,,0.0,0,0.0,0.0,0.0,13.0,0.0,2729
괴물들,김백준,2018-03-08,2018,3,8,3,1,10,102.0,한국,(주)리틀빅픽쳐스,드라마,ko,청소년관람불가,이원근,이이경,,0.0,0,25.0,8.68,217.0,264.0,0.0,2725
아이엠 호프맨,나현태,2017-11-16,2017,11,16,3,4,46,76.0,한국,52DAYS FILM,다큐멘터리,,전체관람가,임만호,김용순,,0.0,0,10.0,9.8,98.0,120.0,0.0,2724
이웃집 좀비,류훈/오영두/장윤정/홍서백,2010-02-18,2010,2,18,3,1,7,89.0,한국,㈜인디스토리,공포(호러)/액션/코미디,,15세이상관람가,배용근,하은정,,0.0,1,108.0,8.74,943.92,0.0,0.0,2721
토미카 무비,오카모토 토모로,2014-12-11,2014,12,11,3,4,50,60.0,일본,(주)머스트씨무비릴리징컴퍼니,애니메이션,,전체관람가,,,,0.0,0,1.0,10.0,10.0,61.0,0.0,2719
진저 앤 로사,샐리 포터,2014-05-15,2014,5,15,3,2,20,89.0,영국,그린나래미디어(주),드라마,,15세이상관람가,엘르 패닝,앨리스 앤글레르트,,0.0,0,47.0,6.98,328.06,182.0,0.0,2699
릴라와 마법의 책,마르셀라 링콘 곤잘레스,2018-11-08,2018,11,8,3,4,45,76.0,우루과이/콜롬비아,(주)영화사오원,애니메이션/어드벤처,,전체관람가,,,,0.0,0,2.0,5.5,11.0,11.0,0.0,2698
겁쟁이 페달: 리라이드,나베시마 오사무,2016-01-14,2016,1,14,3,1,2,88.0,일본,(주)미디어캐슬,애니메이션,,전체관람가,,,,0.0,0,4.0,7.75,31.0,146.0,0.0,2697
줄탁동시,김경묵,2012-03-01,2012,3,1,3,1,9,117.0,한국,㈜인디스토리,드라마,ko,청소년관람불가,이바울,염현준,,0.0,1,55.0,8.85,486.75,0.0,0.0,2692
창피해,김수현,2011-12-08,2011,12,8,3,4,49,111.0,한국,주식회사 마운틴픽쳐스,드라마/로맨스/멜로,ko,청소년관람불가,김효진,김꽃비,,0.0,1,35.0,9.66,338.1,0.0,0.0,2690
팬텀: 라스트 커맨더,토드 로빈슨,2013-07-04,2013,7,4,3,3,27,98.0,미국,브릿지웍스 엔터테인먼트(주),스릴러/액션,en,15세이상관람가,에드 해리스,데이비드 듀코브니,10000000.0,0.0,0,58.0,8.98,520.84,0.0,0.0,2684
중화 명탐정,나지량,2013-07-26,2013,7,26,4,3,30,107.0,중국,(주)소나무픽쳐스,스릴러/액션,,15세이상관람가,유청운,사정봉,,0.0,0,23.0,5.5,126.5,0.0,0.0,2673
여배우는 너무해,유정환,2014-02-27,2014,2,27,3,1,9,95.0,한국,(주)인벤트스톤,로맨스/멜로/코미디,ko,청소년관람불가,차예련,조현재,,0.0,0,58.0,7.6,440.8,0.0,0.0,2673
디테일스,제이콥 아론 이스터스,2013-04-11,2013,4,11,3,2,15,101.0,미국,예지림엔터테인먼트,코미디,,청소년관람불가,엘리자베스 뱅크스,토비 맥과이어,,0.0,0,32.0,8.59,274.88,0.0,0.0,2669
샤크어택,스콧 휠러,2014-09-04,2014,9,4,3,3,36,81.0,캐나다,(주)소나무픽쳐스,SF/공포(호러)/액션,,청소년관람불가,케이트 노오타,알렉산더 멘델룩,,0.0,0,2.0,5.5,11.0,22.0,0.0,2664
깨끗하고 연약한,신조 타케히코,2014-10-30,2014,10,30,3,4,44,126.0,일본,(유)영화사 화수분,드라마/로맨스/멜로,,12세이상관람가,나가사와 마사미,오카다 마사키,,0.0,0,56.0,8.0,448.0,225.0,1.0,2661
노조키메,미키 코이치로,2016-08-10,2016,8,10,2,3,32,99.0,일본,브릿지웍스 엔터테인먼트(주),공포(호러),,15세이상관람가,이타노 토모미,,,0.0,0,32.0,7.56,241.92,387.0,1.0,2661
마술피리,,2014-08-02,2014,8,2,5,3,31,150.0,독일,(주)쓰리캣프로덕션,공연,,전체관람가,,,,0.0,0,2.0,10.0,20.0,47.0,0.0,2658
바람의 검심,오오토모 케이시,2013-01-03,2013,1,3,3,1,1,134.0,일본,(주)도키엔터테인먼트/예지림엔터테인먼트,액션,es/ja,청소년관람불가,타케이 에미,킷카와 코지,,1.0,0,530.0,7.82,4144.6,0.0,0.0,2648
사이즈의 문제,샤론 메이몬/에레즈 다드모르,2010-04-15,2010,4,15,3,2,15,93.0,이스라엘,프리비젼엔터테인먼트,드라마/코미디,,12세이상관람가,이지크 코헨,이가와 토고,,0.0,0,97.0,9.64,935.08,0.0,0.0,2647
조류인간,신연식,2015-02-26,2015,2,26,3,1,9,112.0,한국,(주) 루스이소니도스,드라마,ko,15세이상관람가,김정팔,소이,,0.0,1,23.0,8.61,198.03,182.0,0.0,2640
백설공주의 마지막 키스,파블로 베르헤르,2014-05-01,2014,5,1,3,2,18,104.0,벨기에/스페인/프랑스,㈜영화사 백두대간,드라마,,12세이상관람가,마리벨 베르두,안젤라 몰리나,,0.0,0,64.0,8.66,554.24,153.0,0.0,2635
히어 애프터,매그너스 본 혼,2016-05-12,2016,5,12,3,2,19,101.0,스웨덴/폴란드/프랑스,(주)엣나인필름,드라마,,15세이상관람가,율리크 먼더,마츠 브롬그렌,,0.0,0,12.0,8.0,96.0,261.0,0.0,2633
온 더 로드,월터 살레스,2014-03-27,2014,3,27,3,1,13,139.0,미국/영국/프랑스,하준사,드라마/어드벤처,,청소년관람불가,샘 라일리,가렛 헤드룬드,,0.0,0,45.0,8.53,383.85,63.0,0.0,2622
뮤즈 드론즈 월드투어 실황,톰 커크,2018-07-12,2018,7,12,3,3,28,86.0,영국,에스디시코리아 주식회사,공연,,12세이상관람가,,,,0.0,0,1.0,10.0,10.0,3.0,0.0,2613
더 크로니클: 뮤턴트의 반격,제제 다카히사,2015-11-12,2015,11,12,3,4,46,125.0,일본,(주)영화사오원,SF/액션,ja,15세이상관람가,오카다 마사키,소메타니 쇼타,,0.0,0,76.0,7.66,582.16,181.0,1.0,2613
엘로이즈: 그녀들의 사랑,지저스 가라이,2014-02-06,2014,2,6,3,1,6,94.0,스페인,스크린조이,드라마,,청소년관람불가,로라 콘제로,,,0.0,0,23.0,7.35,169.04999999999995,0.0,0.0,2610
바람에 젖은 여자,시오타 아키히코,2017-05-25,2017,5,25,3,2,21,78.0,일본,(주)오렌지옐로우하임/홀리가든,드라마/코미디,,청소년관람불가,나가오카 타스쿠,마미야 유키,,0.0,1,11.0,8.82,97.02,235.0,0.0,2602
내 아내와 결혼해 주세요,미야케 요시시게,2017-05-18,2017,5,18,3,2,20,114.0,일본,(주)스마일이엔티,드라마/로맨스/멜로,ja,전체관람가,오다 유지,요시다 요,,0.0,0,17.0,8.24,140.08,95.0,0.0,2600
오마르,하니 아부 아사드,2015-02-05,2015,2,5,3,1,6,98.0,팔레스타인,(주)판다미디어,드라마/스릴러,,15세이상관람가,아담 바크리,림 루바니,,0.0,1,27.0,8.89,240.03000000000003,137.0,0.0,2597
사토미를 찾아라,NEW PISTOL,2014-10-16,2014,10,16,3,4,42,88.0,한국,브릿지웍스 엔터테인먼트(주),로맨스/멜로/코미디,ko,청소년관람불가,사토미 유리아,윤설희,,0.0,0,19.0,8.89,168.91000000000003,112.0,0.0,2595
미스테리어스 스킨,그렉 아라키,2017-11-23,2017,11,23,3,4,47,105.0,네덜란드/미국,찬란,드라마,en,청소년관람불가,조셉 고든 레빗,브래디 코벳,,0.0,1,251.0,8.86,2223.86,369.0,0.0,2587
파밍 보이즈,강호준/변시연/장세정,2017-07-13,2017,7,13,3,3,28,98.0,한국,(주)영화사 진진,다큐멘터리,ko,전체관람가,권두현,김하석,,0.0,0,45.0,9.47,426.15,1010.0,0.0,2586
이로도리 인생2막,미노리카와 오사무,2013-09-27,2013,9,27,4,3,39,112.0,일본,(주)추억을 파는 극장/다솔기획,드라마,,12세이상관람가,요시유키 카즈코,후지 스미코,,0.0,0,1.0,8.0,8.0,0.0,0.0,2586
브로큰,루퍼스 노리스,2013-07-18,2013,7,18,3,3,29,90.0,영국,판씨네마(주),드라마,,청소년관람불가,킬리언 머피,팀 로스,,0.0,0,22.0,9.71,213.62,0.0,0.0,2582
리틀 제이콥,유형,2012-11-08,2012,11,8,3,4,45,40.0,한국,데이브인터랙티브,애니메이션,,전체관람가,김성길,권욱재,,0.0,0,15.0,8.78,131.7,0.0,0.0,2581
죽은 자의 제국,마키하라 료타로,2016-02-25,2016,2,25,3,1,8,120.0,일본,(주)프레인글로벌,SF/애니메이션,ja,15세이상관람가,,,,1.0,0,130.0,6.57,854.1,663.0,0.0,2581
태극권 2014 : 어전시위,지아오 시아오유,2014-10-02,2014,10,2,3,4,40,93.0,중국,(주)소나무픽쳐스,액션,,15세이상관람가,원표,우마,,0.0,0,6.0,5.83,34.980000000000004,27.0,0.0,2579
단델리온 더스트,존 건,2012-05-10,2012,5,10,3,2,19,100.0,미국,주식회사 마운틴픽쳐스,가족/드라마,,12세이상관람가,미라 소르비노,배리 페퍼,,0.0,0,3.0,10.0,30.0,0.0,1.0,2579
매니악 : 슬픈 살인의 기록,프랭크 칼폰,2013-07-04,2013,7,4,3,3,27,85.0,미국,(주)퍼스트런,공포(호러)/스릴러,,청소년관람불가,일라이저 우드,노라 아르네제더,,0.0,0,118.0,6.09,718.62,0.0,0.0,2578
대공습,페테르 내스,2014-09-25,2014,9,25,3,3,39,100.0,노르웨이,(주)소나무픽쳐스,드라마/액션/전쟁,,15세이상관람가,플로리안 루카스,루퍼트 그린트,,0.0,0,117.0,8.53,998.01,47.0,0.0,2572
플러스 원,데니스 일리아디스,2014-09-25,2014,9,25,3,3,39,94.0,미국,(주)팝엔터테인먼트,스릴러,,청소년관람불가,라이스 웨이크필드,애슐리 힌쇼,,0.0,0,11.0,9.82,108.02,186.0,0.0,2569
슈퍼쇼 4 3D,유호진,2013-08-08,2013,8,8,3,3,32,96.0,한국,(주)마인스 엔터테인먼트,공연,,전체관람가,슈퍼주니어,,,0.0,0,135.0,6.56,885.5999999999997,0.0,0.0,2567
히어 앤 데어,다코 룬구로브,2011-12-15,2011,12,15,3,4,50,85.0,독일/미국,㈜인디스토리,로맨스/멜로,,15세이상관람가,데이빗 손튼,미르자나 카라노빅,,0.0,0,28.0,8.21,229.88,0.0,0.0,2553
사랑은 부엉부엉,람지 베디아,2016-12-29,2016,12,29,3,4,52,82.0,프랑스,찬란,드라마/로맨스/멜로/코미디,fr,12세이상관람가,람지 베디아,엘로디 부셰,,0.0,0,38.0,9.16,348.08,264.0,0.0,2546
택시,자파르 파나히,2015-11-05,2015,11,5,3,4,45,81.0,이란,주식회사 씨네룩스,드라마,fa,전체관람가,자파르 파나히,,,0.0,1,5.0,9.8,49.0,89.0,0.0,2540
미세스 하이드,세르쥬 보종,2018-05-31,2018,5,31,3,2,22,95.0,프랑스,(주)엣나인필름,드라마,fr,15세이상관람가,이자벨 위페르,로맹 뒤리스,,0.0,1,2.0,7.5,15.0,40.0,0.0,2536
파티51,정용택,2014-12-11,2014,12,11,3,4,50,101.0,한국,㈜인디스토리,다큐멘터리,,청소년관람불가,박다함,태준식,,0.0,0,11.0,8.64,95.04,59.0,0.0,2536
웰컴 투 사우스,루카 미니에로,2012-12-13,2012,12,13,3,4,50,106.0,이탈리아,(주)나이너스엔터테인먼트,코미디,,전체관람가,클라우디오 비시오,알레산드로 시아니,,0.0,0,121.0,9.38,1134.98,0.0,0.0,2524
꺼져버려 종양군,한연,2016-05-12,2016,5,12,3,2,19,123.0,중국,(주)영화사 빅,드라마/로맨스/멜로/코미디,,12세이상관람가,백백하,오언조,,0.0,0,15.0,8.6,129.0,183.0,1.0,2519
메가 스파이더,마이크 멘데즈,2014-09-12,2014,9,12,4,3,37,80.0,미국,(주)소나무픽쳐스,SF/코미디,,15세이상관람가,그렉 그룬버그,,,0.0,0,46.0,5.33,245.18,72.0,0.0,2519
살인의 강,김대현,2010-09-30,2010,9,30,3,3,39,99.0,한국,주식회사 마운틴픽쳐스,드라마/미스터리,ko,청소년관람불가,김다현,신성록,,0.0,0,138.0,9.41,1298.58,0.0,0.0,2515
맹글혼,데이빗 고든 그린,2015-11-26,2015,11,26,3,4,48,97.0,미국,(주)영화사 빅,드라마,en,15세이상관람가,알 파치노,홀리 헌터,4000000.0,0.0,0,9.0,9.89,89.01,109.0,0.0,2511
일주일간 친구,무라카미 쇼스케,2017-12-28,2017,12,28,3,4,52,120.0,일본,노바엔터테인먼트 ,드라마/로맨스/멜로,ja,12세이상관람가,야마자키 켄토,카와구치 하루나,,0.0,0,81.0,9.46,766.2600000000001,1530.0,1.0,2508
하나식당,최낙희,2018-11-22,2018,11,22,3,4,47,94.0,한국,(주)영화사오원,드라마,ko,12세이상관람가,최정원,나혜미,,0.0,0,10.0,8.0,80.0,92.0,0.0,2505
양의 나무,요시다 다이하치,2018-10-18,2018,10,18,3,4,42,125.0,일본,(주)영화사오원,스릴러,ja,15세이상관람가,니시키도 료,마츠다 류헤이,,0.0,1,11.0,7.45,81.95,103.0,0.0,2505
뷰티풀 레이디스,오드리 에스트루고,2016-11-10,2016,11,10,3,4,45,98.0,프랑스,(주)디스테이션,드라마/범죄,fr,15세이상관람가,소피 마르소,수잔 클레망,,0.0,0,12.0,9.5,114.0,180.0,0.0,2501
아워즈,에릭 헤이저러,2014-04-16,2014,4,16,2,2,16,96.0,미국,(주)박수엔터테인먼트,드라마/스릴러,,15세이상관람가,폴 워커,제네시스 로드리게스,,0.0,0,101.0,8.03,811.03,98.0,0.0,2492
다슬이,박철순,2011-11-24,2011,11,24,3,4,47,86.0,한국,어뮤즈,가족/드라마,,전체관람가,유해정,김송일,,0.0,1,31.0,8.84,274.04,0.0,0.0,2492
레드 툼,구자환,2015-07-09,2015,7,9,3,3,28,91.0,한국,(주)따미픽쳐스,다큐멘터리,,15세이상관람가,김원규,김주완,,0.0,1,54.0,9.67,522.18,773.0,0.0,2487
톰 오브 핀란드,돔 카루코스키,2018-08-30,2018,8,30,3,3,35,116.0,덴마크/독일/미국/스웨덴/핀란드,아이 엠,드라마,de/en/fi,15세이상관람가,페카 스트랭,제시카 그레보스키,4200000.0,0.0,0,7.0,9.43,66.00999999999999,46.0,0.0,2482
해커스,세드릭 히메네즈,2014-10-01,2014,10,1,2,4,40,79.0,프랑스,(주)소나무픽쳐스,스릴러,fr/ru,15세이상관람가,멜라니 두티,,,0.0,0,4.0,7.75,31.0,15.0,0.0,2479
어떤 여인의 고백,아틱 라히미,2013-10-03,2013,10,3,3,4,40,102.0,아프카니스탄/프랑스,찬란,드라마/전쟁,,청소년관람불가,골시프테 파라하니,,,0.0,0,10.0,9.5,95.0,0.0,0.0,2477
브레이킹,프레드랙 안토니제빅,2014-08-21,2014,8,21,3,3,34,85.0,미국,(주)에이블엔터테인먼트,공포(호러)/스릴러/액션,,청소년관람불가,마일로 벤티밀리아,레베카 다 코스타,,0.0,0,2.0,10.0,20.0,23.0,0.0,2474
계몽영화,박동훈,2010-09-16,2010,9,16,3,3,37,125.0,한국,㈜인디스토리,드라마,ko,15세이상관람가,최찬숙,정승길,,0.0,1,27.0,9.52,257.04,0.0,0.0,2456
투란도트,마르코 아르투로 마렐리,2016-02-07,2016,2,7,6,1,5,123.0,독일,(주)케빈앤컴퍼니,공연,,12세이상관람가,,,,0.0,0,7.0,8.29,58.03,84.0,0.0,2455
22,궈커,2018-08-14,2018,8,14,1,3,33,98.0,중국/한국,메가박스중앙(주)플러스엠,다큐멘터리,zh,전체관람가,박차순,린아이란,,0.0,0,8.0,9.5,76.0,138.0,0.0,2434
겁쟁이 페달: 스페어바이크,나베시마 오사무,2016-11-17,2016,11,17,3,4,46,60.0,일본,(주)미디어캐슬,애니메이션,,전체관람가,,,,0.0,0,7.0,10.0,70.0,276.0,0.0,2415
로크,스티븐 나이트,2014-06-26,2014,6,26,3,2,26,85.0,미국/영국,(주)팝엔터테인먼트,드라마/스릴러,,15세이상관람가,톰 하디,올리비아 콜맨,,0.0,1,61.0,7.36,448.96,171.0,0.0,2412
아메리칸 패스토럴,이완 맥그리거,2017-05-25,2017,5,25,3,2,21,108.0,미국,(주)드림팩트엔터테인먼트,가족/드라마,en,15세이상관람가,이완 맥그리거,제니퍼 코넬리,,0.0,0,13.0,9.46,122.98000000000002,111.0,0.0,2412
막걸스,김기영,2015-05-21,2015,5,21,3,2,21,103.0,한국,(주)드림팩트엔터테인먼트,코미디,ko,15세이상관람가,홍아름,창조,,0.0,1,786.0,9.75,7663.5,3469.0,0.0,2410
호박과 마요네즈,토미나가 마사노리,2018-09-13,2018,9,13,3,3,37,93.0,일본,(주)디스테이션,드라마/로맨스/멜로,,15세이상관람가,우스다 아사미,오다기리 죠,,0.0,0,18.0,7.5,135.0,61.0,1.0,2406
헝그리 하트,사베리오 코스탄조,2016-06-30,2016,6,30,3,2,26,112.0,이탈리아,찬란,드라마/스릴러,en,15세이상관람가,아담 드라이버,알바 로르와처,,0.0,1,16.0,8.62,137.92,279.0,0.0,2398
별나라 몰리 몬스터,마티아스 브런/테드 시저,2018-11-29,2018,11,29,3,4,48,72.0,독일/스웨덴/스위스,(주)영화사 빅,애니메이션/어드벤처,,전체관람가,,,,0.0,0,3.0,10.0,30.0,9.0,0.0,2395
독도의 영웅들,권순도,2016-02-18,2016,2,18,3,1,7,67.0,한국,퓨어웨이픽쳐스,다큐멘터리,,12세이상관람가,김승헌,김찬형,,0.0,0,3.0,10.0,30.0,94.0,0.0,2384
더 홈즈맨,토미 리 존스,2015-10-08,2015,10,8,3,4,41,122.0,미국/프랑스,와이드 릴리즈(주),드라마/서부극(웨스턴),en,청소년관람불가,토미 리 존스,힐러리 스웽크,16000000.0,0.0,0,63.0,7.78,490.14,162.0,0.0,2381
백자의 사람 : 조선의 흙이 되다,타카하시 반메이,2012-07-12,2012,7,12,3,3,28,118.0,일본,(주)미로비젼,드라마,ja/ko,전체관람가,요시자와 히사시,배수빈,,0.0,0,17.0,8.59,146.03,0.0,0.0,2377
마담 보바리,앤 폰테인,2015-04-02,2015,4,2,3,2,14,99.0,프랑스,에이원엔터테인먼트,드라마/로맨스/멜로,,청소년관람불가,젬마 아터튼,파브리스 루치니,,0.0,0,6.0,9.17,55.02,115.0,0.0,2375
디브,나지 아부 노워,2016-09-01,2016,9,1,3,3,35,100.0,아랍에미리트연합국정부/영국/카타르,주식회사 디에스이이디,드라마/스릴러/어드벤처,,15세이상관람가,자시르 에이드 알휴타트,,,0.0,1,10.0,8.0,80.0,50.0,0.0,2371
땅의 여자,권우정,2010-09-09,2010,9,9,3,3,36,95.0,한국,시네마달,다큐멘터리,ko,전체관람가,소희주,변은주,,0.0,1,10.0,9.6,96.0,0.0,0.0,2368
뉴타입 히어로 얏타맨,사사가와 히로시/히시다 마사카즈,2012-06-21,2012,6,21,3,2,25,91.0,일본,예지림엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,15.0,8.53,127.95,0.0,0.0,2368
잔다라: 더 비기닝,M.L. 반데바노프 데바쿤,2013-09-05,2013,9,5,3,3,36,109.0,태국,(주)영화사 빅,드라마/로맨스/멜로,th,청소년관람불가,마리오 마우러,야야잉,,1.0,0,12.0,7.58,90.96,0.0,0.0,2360
행복까지 30일,M. 마니칸단,2016-06-09,2016,6,9,3,2,23,90.0,인도,미디어소프트/예지림엔터테인먼트,드라마,,전체관람가,아이시와리아 라제시,,,0.0,0,23.0,9.83,226.09,527.0,0.0,2359
아기와 나,손태겸,2017-11-23,2017,11,23,3,4,47,113.0,한국,CGV아트하우스,드라마,ko,15세이상관람가,이이경,정연주,,0.0,1,21.0,8.71,182.91000000000003,440.0,0.0,2356
바비,이상우,2012-10-25,2012,10,25,3,4,43,98.0,한국,(주)미로비젼,드라마,ko,청소년관람불가,이천희,김새론,100.0,0.0,0,57.0,9.17,522.6899999999998,0.0,0.0,2355
마이 페어 웨딩,장희선,2015-06-04,2015,6,4,3,2,23,94.0,한국,(주)영화사 진진,다큐멘터리,ko,12세이상관람가,김조광수,김승환,,0.0,0,123.0,3.8,467.4,343.0,0.0,2353
탱고 위드 미,프레더릭 폰테인,2013-08-29,2013,8,29,3,3,35,96.0,룩셈부르크/벨기에/프랑스,(주)에스와이코마드,드라마,,청소년관람불가,프랑소아 다미앙,앤느 폴리세비치,,0.0,1,16.0,8.06,128.96,0.0,0.0,2350
피가로의 결혼,,2015-02-21,2015,2,21,5,1,8,229.0,미국,(주)인스터피씨엠,공연,,전체관람가,,,,0.0,0,8.0,9.62,76.96,49.0,0.0,2350
