TITLE,DIRECTOR,OPEN_DT,OPEN_YEAR,OPEN_MONTH,OPEN_DAY,OPEN_WEEKDAY,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,GENRE_NM,SP_LANG,WATCH_GRADE_NM,ACTOR1,ACTOR2,BUDGET,SERIES,AWARDS,NAVER_CMT_NN,NAVER_PRE_EVAL,NAVER_PRE_EVAL_MUL,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
보헤미안 랩소디,브라이언 싱어,2018-10-31,2018,10,31,2,4,44,134.0,미국,이십세기폭스코리아(주),드라마,en,12세이상관람가,라미 말렉,조셉 마젤로,52000000.0,0.0,1,138.0,9.67,1334.46,1119.0,0.0,9946132
검사외전,이일형,2016-02-03,2016,2,3,2,1,5,126.0,한국,(주)쇼박스,범죄/코미디,ko,15세이상관람가,황정민,강동원,500.0,0.0,0,741.0,9.01,6676.41,46891.0,0.0,9699092
관상,한재림,2013-09-11,2013,9,11,2,3,37,139.0,한국,(주)쇼박스,드라마/사극,ko,15세이상관람가,송강호,이정재,,0.0,1,1586.0,9.51,15082.86,0.0,0.0,9134586
아이언맨 3,쉐인 블랙,2013-04-25,2013,4,25,3,2,17,130.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF/액션/어드벤처,en,12세이상관람가,로버트 다우니 주니어,기네스 팰트로우,200000000.0,1.0,0,3260.0,9.67,31524.2,0.0,0.0,9001309
설국열차,봉준호,2013-08-01,2013,8,1,3,3,31,125.0,체코/한국,씨제이이앤엠(주),SF/액션,en/fr/ja/ko,15세이상관람가,크리스 에반스,송강호,39200000.0,0.0,1,4320.0,8.17,35294.4,0.0,1.0,8914845
캡틴 아메리카: 시빌 워,안소니 루소/조 루소,2016-04-27,2016,4,27,2,2,17,147.0,미국,월트디즈니컴퍼니코리아(주),SF/스릴러/액션,de/en/ro/ru,12세이상관람가,크리스 에반스,로버트 다우니 주니어,240000000.0,1.0,0,1141.0,9.46,10793.86,55504.0,1.0,8677249
수상한 그녀,황동혁,2014-01-22,2014,1,22,2,1,4,124.0,한국,씨제이이앤엠(주),드라마,ko,15세이상관람가,심은경,나문희,,0.0,1,1481.0,9.55,14143.55,0.0,0.0,8656397
해적: 바다로 간 산적,이석훈,2014-08-06,2014,8,6,2,3,32,129.0,한국,롯데쇼핑㈜롯데엔터테인먼트,어드벤처,ko,12세이상관람가,김남길,손예진,,1.0,1,1657.0,8.11,13438.27,4941.0,0.0,8646758
공조,김성훈,2017-01-18,2017,1,18,2,1,3,125.0,한국,씨제이이앤엠(주),액션,ko,15세이상관람가,현빈,유해진,8520000.0,0.0,1,613.0,8.51,5216.63,9879.0,0.0,7817446
트랜스포머 3,마이클 베이,2011-06-29,2011,6,29,2,2,26,152.0,미국,씨제이이앤엠(주),액션/어드벤처,en,12세이상관람가,조쉬 더하멜,존 말코비치,195000000.0,1.0,0,1801.0,9.49,17091.49,0.0,0.0,7784807
히말라야,이석훈,2015-12-16,2015,12,16,2,4,51,127.0,한국,씨제이이앤엠(주),드라마,ko,12세이상관람가,황정민,정우,500.0,0.0,1,546.0,8.19,4471.74,13693.0,0.0,7759473
미션임파서블:고스트프로토콜,브래드 버드,2011-12-15,2011,12,15,3,4,50,132.0,미국,씨제이이앤엠(주),액션,ar/en/fr/ru/sv,15세이상관람가,톰 크루즈,제레미 레너,145000000.0,1.0,0,314.0,9.18,2882.52,0.0,0.0,7575899
밀정,김지운,2016-09-07,2016,9,7,2,3,36,139.0,미국/한국,워너브러더스 코리아(주),액션,en/ja/ko,15세이상관람가,송강호,공유,8620000.0,0.0,1,442.0,8.75,3867.5,13996.0,0.0,7487545
최종병기 활,김한민,2011-08-10,2011,8,10,2,3,32,122.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극/액션,ko,15세이상관람가,박해일,류승룡,8000000.0,0.0,1,461.0,8.64,3983.04,0.0,0.0,7466976
써니,강형철,2011-05-04,2011,5,4,2,2,18,124.0,한국,씨제이이앤엠(주),드라마/코미디,ko,15세이상관람가,유호정,심은경,3550000.0,1.0,1,514.0,9.0,4626.0,0.0,0.0,7328820
스파이더맨: 홈 커밍,존 왓츠,2017-07-05,2017,7,5,2,3,27,133.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,SF/액션/어드벤처,en,12세이상관람가,제이콥 배덜런,톰 홀랜드,175000000.0,1.0,0,458.0,9.12,4176.96,15235.0,0.0,7257973
1987,장준환,2017-12-27,2017,12,27,2,4,52,129.0,한국,씨제이이앤엠(주),드라마,ko,15세이상관람가,김윤석,하정우,12308000.0,0.0,1,1220.0,7.55,9211.0,13877.0,0.0,7231638
베를린,류승완,2013-01-30,2013,1,30,2,1,5,120.0,독일/한국,씨제이이앤엠(주),액션,de/en/ko,15세이상관람가,하정우,한석규,9000000.0,0.0,1,1238.0,8.83,10931.54,0.0,0.0,7166199
마스터,조의석,2016-12-21,2016,12,21,2,4,51,142.0,한국,씨제이이앤엠(주),범죄/액션,ko,15세이상관람가,이병헌,강동원,,0.0,0,1347.0,8.58,11557.26,18671.0,0.0,7150541
터널,김성훈,2016-08-10,2016,8,10,2,3,32,126.0,한국,(주)쇼박스,드라마,ko,12세이상관람가,하정우,배두나,,0.0,1,545.0,8.28,4512.5999999999985,14152.0,1.0,7118592
어벤져스,조스 웨던,2012-04-26,2012,4,26,3,2,17,142.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,SF/액션,en/hi/ru,12세이상관람가,로버트 다우니 주니어,스칼렛 요한슨,220000000.0,1.0,0,1258.0,9.44,11875.52,0.0,0.0,7074867
내부자들,우민호,2015-11-19,2015,11,19,3,4,47,130.0,한국,(주)쇼박스,드라마/범죄,ko,청소년관람불가,이병헌,조승우,,0.0,1,1309.0,7.78,10184.02,12198.0,1.0,7071763
인천상륙작전,이재한,2016-07-27,2016,7,27,2,3,30,110.0,한국,씨제이이앤엠(주),드라마/전쟁,en/ko,12세이상관람가,김정철,이정재,12700000.0,0.0,1,2063.0,7.57,15616.91,35317.0,0.0,7049643
럭키,이계벽,2016-10-13,2016,10,13,3,4,41,112.0,한국,(주)쇼박스,코미디,ko,15세이상관람가,유해진,이준,,0.0,0,2144.0,9.35,20046.4,15767.0,0.0,6965706
은밀하게 위대하게,장철수,2013-06-05,2013,6,5,2,2,23,123.0,한국,(주)쇼박스,드라마/액션/코미디,ko,15세이상관람가,김수현,박기웅,,0.0,1,12880.0,9.59,123519.2,0.0,0.0,6953800
곡성,나홍진,2016-05-12,2016,5,12,3,2,19,156.0,미국/한국,이십세기폭스코리아(주),드라마/미스터리/스릴러,de/es/ja/ko,15세이상관람가,곽도원,황정민,10951000.0,0.0,1,806.0,8.85,7133.0999999999985,15570.0,0.0,6878264
범죄도시,강윤성,2017-10-03,2017,10,3,1,4,40,121.0,한국,(주)키위미디어그룹/메가박스중앙(주)플러스엠,범죄/액션,ko,청소년관람불가,마동석,윤계상,,0.0,1,1208.0,9.28,11210.24,7567.0,0.0,6851297
늑대소년,조성희,2012-10-31,2012,10,31,2,4,44,124.0,한국,씨제이이앤엠(주),드라마/로맨스/멜로/판타지,ko,15세이상관람가,송중기,박보영,,0.0,1,1166.0,9.28,10820.48,0.0,0.0,6654837
군함도,류승완,2017-07-26,2017,7,26,2,3,30,132.0,한국,씨제이이앤엠(주),드라마/액션,ja/ko,15세이상관람가,황정민,김규백,,0.0,1,3366.0,8.55,28779.300000000014,97770.0,0.0,6592151
미션 임파서블: 폴아웃,크리스토퍼 맥쿼리,2018-07-25,2018,7,25,2,3,30,147.0,미국,롯데컬처웍스(주)롯데엔터테인먼트,스릴러/액션,en/fr,15세이상관람가,톰 크루즈,레베카 퍼거슨,178000000.0,1.0,0,177.0,9.35,1654.95,1403.0,0.0,6584915
다크 나이트 라이즈,크리스토퍼 놀란,2012-07-19,2012,7,19,3,3,29,164.0,미국/영국,워너브러더스 코리아(주),범죄/스릴러/액션,en,15세이상관람가,크리스찬 베일,게리 올드만,250000000.0,1.0,0,1801.0,9.57,17235.57,0.0,0.0,6396528
아저씨,이정범,2010-08-04,2010,8,4,2,3,31,119.0,한국,씨제이엔터테인먼트,드라마/액션,ko,청소년관람불가,원빈,김새론,,0.0,1,626.0,9.1,5696.5999999999985,0.0,0.0,6282774
사도,이준익,2015-09-16,2015,9,16,2,3,38,125.0,한국,(주)쇼박스,사극,ko,12세이상관람가,송강호,유아인,,0.0,1,556.0,8.67,4820.52,22459.0,0.0,6246849
미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,2015-07-30,2015,7,30,3,3,31,131.0,미국,롯데쇼핑㈜롯데엔터테인먼트,스릴러/액션/어드벤처,de/en/sv,15세이상관람가,톰 크루즈,제레미 레너,150000000.0,1.0,0,408.0,9.59,3912.72,8626.0,0.0,6126488
킹스맨 : 시크릿 에이전트,매튜 본,2015-02-11,2015,2,11,2,1,7,128.0,미국/영국,이십세기폭스코리아(주),스릴러/액션,en,청소년관람불가,콜린 퍼스,태런 에저튼,81000000.0,1.0,0,168.0,9.32,1565.76,2480.0,1.0,6125154
연평해전,김학순,2015-06-24,2015,6,24,2,2,26,130.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,ko,12세이상관람가,김무열,진구,,0.0,1,5242.0,9.45,49536.9,28626.0,0.0,6043458
인셉션,크리스토퍼 놀란,2010-07-21,2010,7,21,2,3,29,147.0,미국,워너브러더스 코리아(주),드라마/미스터리,en/ja,12세이상관람가,레오나르도 디카프리오,엘렌 페이지,160000000.0,0.0,1,595.0,9.34,5557.3,0.0,0.0,5926948
레미제라블,톰 후퍼,2012-12-19,2012,12,19,2,4,51,158.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,en,12세이상관람가,휴 잭맨,러셀 크로우,61000000.0,0.0,1,627.0,9.6,6019.2,0.0,0.0,5911890
쥬라기 월드: 폴른 킹덤,후안 안토니오 바요나,2018-06-06,2018,6,6,2,2,23,127.0,미국,유니버설픽쳐스인터내셔널 코리아(유),SF/액션/어드벤처,en/ru,12세이상관람가,크리스 프랫,브라이스 달라스 하워드,170000000.0,1.0,0,230.0,9.09,2090.7,3703.0,0.0,5661128
청년경찰,김주환,2017-08-09,2017,8,9,2,3,32,108.0,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,ko,15세이상관람가,박서준,강하늘,,0.0,1,1429.0,8.77,12532.33,16419.0,0.0,5636259
숨바꼭질,허정,2013-08-14,2013,8,14,2,3,33,107.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,ko,15세이상관람가,손현주,문정희,,0.0,1,682.0,9.11,6213.02,0.0,0.0,5602543
덕혜옹주,허진호,2016-08-03,2016,8,3,2,3,31,126.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마/사극,ja/ko,12세이상관람가,손예진,박해일,,0.0,1,1857.0,8.23,15283.11,20348.0,1.0,5593551
더 테러 라이브,김병우,2013-07-31,2013,7,31,2,3,31,97.0,한국,롯데쇼핑㈜롯데엔터테인먼트,기타/범죄,ko,15세이상관람가,하정우,이경영,,0.0,1,2051.0,7.64,15669.64,0.0,0.0,5583596
쥬라기 월드,콜린 트레보로우,2015-06-11,2015,6,11,3,2,24,124.0,미국,유니버설픽쳐스인터내셔널 코리아(유),SF/액션/어드벤처,en,12세이상관람가,크리스 프랫,주디 그리어,150000000.0,1.0,0,894.0,9.26,8278.44,15462.0,0.0,5546792
캡틴 마블,라이언 플렉/애너 보든,2019-03-06,2019,3,6,2,1,10,123.0,미국,월트디즈니컴퍼니코리아 유한책임회사,SF/액션/어드벤처,en,12세이상관람가,브리 라슨,사무엘 L. 잭슨,152000000.0,0.0,0,2160.0,4.88,10540.8,2969.0,0.0,5540958
의형제,장훈,2010-02-04,2010,2,4,3,1,5,116.0,한국,(주)쇼박스,드라마/액션,ko,15세이상관람가,송강호,강동원,,0.0,1,533.0,9.19,4898.27,0.0,0.0,5507106
감시자들,김병서/조의석,2013-07-03,2013,7,3,2,3,27,118.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄/액션,ko,15세이상관람가,설경구,정우성,,0.0,1,1098.0,8.34,9157.32,0.0,0.0,5496547
앤트맨과 와스프,페이튼 리드,2018-07-04,2018,7,4,2,3,27,118.0,미국,월트디즈니컴퍼니코리아 유한책임회사,SF/액션/어드벤처,en,12세이상관람가,폴 러드,에반젤린 릴리,140000000.0,1.0,0,202.0,7.81,1577.62,1781.0,0.0,5447826
닥터 스트레인지,스콧 데릭슨,2016-10-26,2016,10,26,2,4,43,114.0,미국,월트디즈니컴퍼니코리아(주),액션/어드벤처/판타지,en,12세이상관람가,베네딕트 컴버배치,레이첼 맥아담스,166000000.0,0.0,0,820.0,9.29,7617.799999999997,17810.0,0.0,5446379
검은 사제들,장재현,2015-11-05,2015,11,5,3,4,45,108.0,한국,씨제이이앤엠(주),드라마/미스터리,ko,15세이상관람가,김윤석,강동원,,0.0,1,517.0,8.48,4384.16,15918.0,0.0,5440945
안시성,김광식,2018-09-19,2018,9,19,2,3,38,135.0,한국,(주)넥스트엔터테인먼트월드(NEW),사극/액션,ko/zh,12세이상관람가,이태진,조인성,13305000.0,0.0,1,607.0,6.88,4176.16,2468.0,0.0,5440186
블랙 팬서,라이언 쿠글러,2018-02-14,2018,2,14,2,1,7,134.0,미국,월트디즈니컴퍼니코리아 유한책임회사,SF/드라마/액션,en/ko/sw/xh,12세이상관람가,채드윅 보스만,마이클 B. 조던,200000000.0,1.0,1,388.0,8.9,3453.200000000001,7497.0,0.0,5398994
더 킹,한재림,2017-01-18,2017,1,18,2,1,3,134.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마/범죄,ko,15세이상관람가,조인성,정우성,,0.0,1,1086.0,8.54,9274.44,17679.0,0.0,5316325
완득이,이한,2011-10-20,2011,10,20,3,4,42,107.0,한국,씨제이이앤엠(주),드라마,ko,12세이상관람가,김윤석,유아인,4160000.0,0.0,1,725.0,9.5,6887.5,0.0,1.0,5310510
트랜스포머: 사라진 시대,마이클 베이,2014-06-25,2014,6,25,2,2,26,164.0,미국,씨제이이앤엠(주),SF/액션/어드벤처,en,12세이상관람가,마크 월버그,제시카 고메즈,210000000.0,1.0,0,3534.0,6.19,21875.460000000006,8008.0,0.0,5295801
완벽한 타인,이재규,2018-10-31,2018,10,31,2,4,44,115.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마/코미디,ko,15세이상관람가,유해진,조진웅,,0.0,0,125.0,7.59,948.75,608.0,0.0,5294119
월드 워 Z,마크 포스터,2013-06-20,2013,6,20,3,2,25,115.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF/드라마/스릴러/액션/어드벤처,en,15세이상관람가,브래드 피트,미레유 에노스,200000000.0,0.0,0,1001.0,9.29,9299.29,0.0,1.0,5237525
타워,김지훈,2012-12-25,2012,12,25,1,4,52,121.0,한국,씨제이이앤엠(주),드라마,ko,12세이상관람가,설경구,손예진,,0.0,1,1412.0,7.88,11126.56,0.0,0.0,5181014
미녀와 야수,빌 콘돈,2017-03-16,2017,3,16,3,1,11,129.0,미국,월트디즈니컴퍼니코리아 유한책임회사,로맨스/멜로/뮤지컬/판타지,en/fr,전체관람가,엠마 왓슨,댄 스티븐스,160000000.0,0.0,0,199.0,8.79,1749.2099999999994,8894.0,0.0,5137993
독전,이해영,2018-05-22,2018,5,22,1,2,21,123.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄/액션,ko,15세이상관람가,조진웅,류준열,,0.0,1,265.0,8.88,2353.2000000000007,2703.0,0.0,5063620
쿵푸팬더 2,여인영,2011-05-26,2011,5,26,3,2,21,91.0,미국,씨제이이앤엠(주),가족/애니메이션/액션/어드벤처/코미디,en,전체관람가,더스틴 호프만, '),150000000.0,1.0,0,620.0,9.46,5865.200000000003,0.0,0.0,5062722
아쿠아맨,제임스 완,2018-12-19,2018,12,19,2,4,51,143.0,미국/호주,워너브러더스 코리아(주),액션,en,12세이상관람가,제이슨 모모아,앰버 허드,160000000.0,1.0,0,205.0,8.54,1750.6999999999994,833.0,0.0,5038134
공작,윤종빈,2018-08-08,2018,8,8,2,3,32,137.0,한국,씨제이이앤엠(주),드라마,ko,12세이상관람가,황정민,이성민,17000000.0,0.0,1,254.0,7.65,1943.1,2437.0,0.0,4971261
인사이드 아웃,피트 닥터,2015-07-09,2015,7,9,3,3,28,101.0,미국,월트디즈니컴퍼니코리아(주),애니메이션/코미디,en,전체관람가,다이안 레인,에이미 포엘러,175000000.0,0.0,1,164.0,9.55,1566.2,3102.0,0.0,4968687
킹스맨: 골든 서클,매튜 본,2017-09-27,2017,9,27,2,3,39,140.0,미국/영국,이십세기폭스코리아(주),액션/어드벤처/코미디,,청소년관람불가,콜린 퍼스,줄리안 무어,,0.0,0,664.0,8.98,5962.72,24898.0,0.0,4945484
바람과 함께 사라지다,김주호,2012-08-08,2012,8,8,2,3,32,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),사극/코미디,ko,12세이상관람가,차태현,오지호,,0.0,0,128.0,9.54,1221.12,0.0,0.0,4897551
마션,리들리 스콧,2015-10-08,2015,10,8,3,4,41,142.0,미국,이십세기폭스코리아(주),SF/액션/어드벤처,en/zh,12세이상관람가,맷 데이먼,제시카 차스테인,108000000.0,0.0,1,617.0,9.6,5923.2,6812.0,1.0,4875494
토르: 라그나로크,타이카 와이티티,2017-10-25,2017,10,25,2,4,43,130.0,미국,월트디즈니컴퍼니코리아 유한책임회사,SF/액션/어드벤처/판타지,en,12세이상관람가,크리스 헴스워스,톰 히들스턴,180000000.0,1.0,0,515.0,9.41,4846.15,13239.0,0.0,4857152
어메이징 스파이더맨,마크 웹,2012-06-28,2012,6,28,3,2,26,136.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,en,12세이상관람가,앤드류 가필드,엠마 스톤,215000000.0,1.0,0,1063.0,7.85,8344.55,0.0,0.0,4853123
"님아, 그 강을 건너지 마오",진모영,2014-11-27,2014,11,27,3,4,48,85.0,한국,(주)대명문화공장/CGV아트하우스,다큐멘터리,ko,전체관람가,조병만,강계열,,0.0,1,191.0,9.8,1871.8,8651.0,0.0,4801355
조선명탐정 : 각시투구꽃의 비밀,김석윤,2011-01-27,2011,1,27,3,1,4,115.0,한국,(주)쇼박스,액션/코미디,ko,12세이상관람가,김명민,김호연,,1.0,1,466.0,9.09,4235.94,0.0,1.0,4786259
군도: 민란의 시대,윤종빈,2014-07-23,2014,7,23,2,3,30,137.0,한국,(주)쇼박스,사극/액션,ko,15세이상관람가,하정우,강동원,,0.0,1,1738.0,9.28,16128.64,14319.0,0.0,4774895
범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,2012-02-02,2012,2,2,3,1,5,133.0,한국,(주)쇼박스,드라마/범죄,ko,청소년관람불가,최민식,하정우,,0.0,1,227.0,9.31,2113.37,0.0,0.0,4710454
주토피아,리치 무어/바이론 하워드,2016-02-17,2016,2,17,2,1,7,108.0,미국,월트디즈니컴퍼니코리아(주),애니메이션/액션/어드벤처,,전체관람가,지니퍼 굿윈,제이슨 베이트먼,,0.0,1,687.0,9.72,6677.64,2474.0,0.0,4703245
엣지 오브 투모로우,더그 라이만,2014-06-04,2014,6,4,2,2,23,113.0,미국,워너브러더스 코리아(주),SF/액션,en,12세이상관람가,톰 크루즈,에밀리 블런트,178000000.0,1.0,0,365.0,9.23,3368.950000000001,2528.0,1.0,4697142
신세계,박훈정,2013-02-21,2013,2,21,3,1,8,134.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄/액션,ko,청소년관람불가,이정재,최민식,,0.0,1,582.0,8.99,5232.18,0.0,0.0,4682492
신비한 동물사전,데이빗 예이츠,2016-11-16,2016,11,16,2,4,46,132.0,미국/영국,워너브러더스 코리아(주),가족/어드벤처/판타지,en,12세이상관람가,에디 레드메인,콜린 파렐,180000000.0,1.0,1,331.0,9.59,3174.29,12840.0,1.0,4666993
도가니,황동혁,2011-09-22,2011,9,22,3,3,38,125.0,한국,씨제이이앤엠(주),드라마,ko,청소년관람불가,정유미,공유,2200000.0,0.0,0,644.0,9.24,5950.56,0.0,1.0,4662822
내 아내의 모든 것,민규동,2012-05-17,2012,5,17,3,2,20,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),로맨스/멜로/코미디,ko,15세이상관람가,임수정,이선균,,0.0,1,128.0,9.13,1168.64,0.0,0.0,4598583
판도라,박정우,2016-12-07,2016,12,7,2,4,49,135.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마/스릴러,ko,12세이상관람가,김남길,김영애,13938143.0,0.0,1,732.0,8.13,5951.160000000003,8338.0,0.0,4571142
연가시,박정우,2012-07-05,2012,7,5,3,3,27,109.0,한국,씨제이이앤엠(주),SF/공포(호러),ko,15세이상관람가,김명민,강지원,,0.0,1,1075.0,7.8,8385.0,0.0,0.0,4513026
아이언맨 2,존 파브로,2010-04-29,2010,4,29,3,2,17,125.0,미국,씨제이엔터테인먼트,SF/액션/어드벤처,en/fr/ru,12세이상관람가,로버트 다우니 주니어,기네스 팰트로우,200000000.0,1.0,0,722.0,9.23,6664.06,0.0,0.0,4498335
강철비,양우석,2017-12-14,2017,12,14,3,4,50,139.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마/액션,en/ko,15세이상관람가,정우성,곽도원,,0.0,1,849.0,7.49,6359.01,5965.0,0.0,4451336
해리포터와 죽음의 성물2,데이빗 예이츠,2011-07-13,2011,7,13,2,3,28,131.0,미국,워너브러더스 코리아(주),미스터리/판타지,,전체관람가,다니엘 래드클리프,엠마 왓슨,,0.0,1,1746.0,9.6,16761.6,0.0,1.0,4400298
엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,2014-05-22,2014,5,22,3,2,21,134.0,미국,이십세기폭스코리아(주),SF/액션/어드벤처/판타지,en,12세이상관람가,휴 잭맨,제임스 맥어보이,250000000.0,1.0,0,692.0,9.16,6338.72,4066.0,1.0,4313871
아가씨,박찬욱,2016-06-01,2016,6,1,2,2,22,144.0,한국,씨제이이앤엠(주),드라마/스릴러,ja/ko,청소년관람불가,김민희,김태리,8575000.0,0.0,1,438.0,7.93,3473.34,21671.0,1.0,4277071
어메이징 스파이더맨 2,마크 웹,2014-04-23,2014,4,23,2,2,17,142.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션/판타지,en,12세이상관람가,앤드류 가필드,엠마 스톤,200000000.0,1.0,0,693.0,9.02,6250.86,3680.0,0.0,4168350
용의자,원신연,2013-12-24,2013,12,24,1,4,52,137.0,한국,(주)쇼박스,스릴러/액션,ko,15세이상관람가,공유,박희순,,0.0,0,931.0,9.28,8639.68,0.0,0.0,4131248
건축학개론,이용주,2012-03-22,2012,3,22,3,1,12,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마/로맨스/멜로,ko,12세이상관람가,엄태웅,한가인,,0.0,1,567.0,9.01,5108.67,0.0,0.0,4110645
댄싱퀸,이석훈,2012-01-18,2012,1,18,2,1,3,124.0,한국,씨제이이앤엠(주),드라마/코미디,ko,12세이상관람가,황정민,엄정화,,0.0,1,191.0,8.52,1627.32,0.0,0.0,4057546
꾼,장창원,2017-11-22,2017,11,22,2,4,47,116.0,한국,(주)쇼박스,범죄,ko,15세이상관람가,현빈,유지태,,0.0,0,322.0,7.47,2405.34,6730.0,0.0,4018341
혹성탈출: 반격의 서막,맷 리브스,2014-07-10,2014,7,10,3,3,28,130.0,미국,이십세기폭스코리아(주),SF/드라마/스릴러/액션,en,12세이상관람가,앤디 서키스,게리 올드만,170000000.0,1.0,0,354.0,8.88,3143.5200000000004,2984.0,0.0,4002134
타짜-신의 손,강형철,2014-09-03,2014,9,3,2,3,36,147.0,한국,(주)싸이더스/롯데쇼핑㈜롯데엔터테인먼트,드라마,ko,청소년관람불가,최승현,신세경,,1.0,1,3451.0,4.38,15115.38,7157.0,1.0,4001813
쿵푸팬더3,알레산드로 칼로니/여인영,2016-01-28,2016,1,28,3,1,4,94.0,미국,씨제이이앤엠(주),애니메이션/액션/어드벤처,en,전체관람가,잭 블랙,안젤리나 졸리,145000000.0,1.0,0,222.0,9.36,2077.92,12441.0,0.0,3984812
캡틴 아메리카: 윈터 솔져,안소니 루소/조 루소,2014-03-26,2014,3,26,2,1,13,135.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF/액션/어드벤처,en,15세이상관람가,크리스 에반스,스칼렛 요한슨,170000000.0,1.0,0,434.0,9.34,4053.56,1969.0,1.0,3963220
박수건달,조진규,2013-01-09,2013,1,9,2,1,2,128.0,한국,(주)쇼박스,코미디,ko,15세이상관람가,박신양,김정태,,0.0,0,823.0,8.98,7390.54,0.0,0.0,3893216
베놈,루벤 플레셔,2018-10-03,2018,10,3,2,4,40,107.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,SF/스릴러/액션,en/ms/zh,15세이상관람가,톰 하디,미쉘 윌리엄스,116000000.0,1.0,0,269.0,8.61,2316.09,2105.0,0.0,3888096
조선명탐정 : 사라진 놉의 딸,김석윤,2015-02-11,2015,2,11,2,1,7,124.0,한국,(주)쇼박스,사극/어드벤처/코미디,ko,12세이상관람가,김명민,오달수,,1.0,0,310.0,8.45,2619.5,7406.0,0.0,3872015
역린,이재규,2014-04-30,2014,4,30,2,2,18,135.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,ko,15세이상관람가,현빈,정재영,,0.0,1,1281.0,9.05,11593.05,6255.0,1.0,3849433
매드 맥스: 분노의 도로,조지 밀러,2015-05-14,2015,5,14,3,2,20,120.0,미국/호주,워너브러더스 코리아(주),스릴러/액션/어드벤처,en,15세이상관람가,톰 하디,샤를리즈 테론,150000000.0,1.0,1,255.0,8.91,2272.05,2005.0,0.0,3842441
남한산성,황동혁,2017-10-03,2017,10,3,1,4,40,140.0,한국,씨제이이앤엠(주),드라마/사극,ko,15세이상관람가,이병헌,김윤석,,0.0,1,711.0,8.27,5879.9699999999975,8809.0,1.0,3829891
데드풀 2,데이빗 레이치,2018-05-16,2018,5,16,2,2,20,117.0,미국,이십세기폭스코리아(주),SF/액션/어드벤처/코미디,en,청소년관람불가,라이언 레이놀즈,조슈 브롤린,110000000.0,1.0,0,199.0,9.37,1864.63,2012.0,0.0,3784602
암수살인,김태균,2018-10-03,2018,10,3,2,4,40,109.0,한국,(주)쇼박스,드라마/범죄,ko,15세이상관람가,김윤석,주지훈,7120949.0,0.0,1,329.0,5.48,1802.92,1474.0,0.0,3772620
국가부도의 날,최국희,2018-11-28,2018,11,28,2,4,48,114.0,한국,씨제이이앤엠(주),드라마,ko,12세이상관람가,김혜수,유아인,,0.0,0,312.0,7.04,2196.48,1172.0,0.0,3754983
미이라,알렉스 커츠먼,2017-06-06,2017,6,6,1,2,23,110.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션/어드벤처/판타지,ar/en,15세이상관람가,톰 크루즈,소피아 부텔라,125000000.0,0.0,0,353.0,9.03,3187.59,6513.0,0.0,3689325
분노의 질주: 더 익스트림,F. 게리 그레이,2017-04-12,2017,4,12,2,2,15,136.0,미국/일본/캐나다/프랑스,유니버설픽쳐스인터내셔널 코리아(유),범죄/스릴러/액션,en/es,15세이상관람가,빈 디젤,드웨인 존슨,250000000.0,1.0,0,328.0,9.5,3116.0,9867.0,0.0,3653238
너의 이름은.,신카이 마코토,2017-01-04,2017,1,4,2,1,1,106.0,일본,메가박스중앙(주)플러스엠,드라마/로맨스/멜로/애니메이션,ja,12세이상관람가,카미키 류노스케,카미시라이시 모네,,0.0,1,2372.0,9.55,22652.6,22244.0,1.0,3637122
