DIRECTOR_53,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,ACTOR_53,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,1,1,2,135.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12세이상관람가,유해진,0.0,176.0,599.0,0.0,2811757
기타,12,4,50,146.0,미국,워너브러더스 코리아(주),미스터리,전체관람가,기타,,2453.0,0.0,1.0,2809053
기타,1,1,4,107.0,미국,월트디즈니컴퍼니코리아(주),애니메이션,전체관람가,라이언 포터,0.0,591.0,5065.0,0.0,2801949
크리스토퍼 놀란,7,3,29,106.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,0.0,491.0,6381.0,0.0,2792705
기타,8,3,33,106.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,브라이언 콕스,1.0,402.0,0.0,0.0,2773794
류승완,10,4,43,119.0,한국,씨제이엔터테인먼트,범죄,청소년관람불가,황정민,0.0,111.0,0.0,0.0,2766436
기타,9,3,38,131.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,1.0,847.0,35841.0,1.0,2744413
기타,5,2,18,135.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,크리스 프랫,1.0,541.0,7337.0,0.0,2735719
기타,9,3,37,121.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,기타,0.0,545.0,0.0,0.0,2731828
기타,11,4,45,119.0,한국,(주)쇼박스,액션,청소년관람불가,기타,0.0,874.0,0.0,0.0,2721903
기타,8,3,34,115.0,미국,롯데쇼핑㈜롯데엔터테인먼트,범죄,12세이상관람가,기타,,387.0,0.0,0.0,2718227
기타,9,3,39,126.0,미국,이십세기폭스코리아(주),미스터리,12세이상관람가,기타,0.0,150.0,8695.0,1.0,2718158
기타,4,2,13,106.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1.0,240.0,0.0,0.0,2685508
기타,3,1,13,94.0,한국,(주)쇼박스,공포,15세이상관람가,위하준,0.0,778.0,744.0,0.0,2675559
기타,10,4,40,122.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,기타,0.0,2820.0,0.0,1.0,2663170
기타,9,3,36,118.0,한국,(주)쇼박스,범죄,15세이상관람가,기타,0.0,991.0,9811.0,1.0,2656694
기타,11,4,46,115.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,1.0,1157.0,0.0,0.0,2654817
기타,9,3,39,119.0,한국,씨제이이앤엠(주),코미디,15세이상관람가,권상우,1.0,386.0,3319.0,0.0,2625686
기타,7,3,31,90.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1.0,199.0,11636.0,0.0,2625572
기타,6,2,23,122.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,청소년관람불가,기타,0.0,168.0,0.0,0.0,2621436
마이클 베이,6,2,25,150.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,기타,,1223.0,16721.0,0.0,2614601
기타,7,3,30,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,1.0,643.0,13139.0,0.0,2611966
기타,5,2,20,98.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1.0,354.0,0.0,0.0,2603857
기타,3,1,11,131.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,기타,0.0,311.0,2078.0,1.0,2602273
기타,7,3,27,102.0,미국,월트디즈니컴퍼니코리아(주),애니메이션,전체관람가,엘렌 드제너스,1.0,263.0,5951.0,0.0,2601734
기타,3,1,13,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12세이상관람가,기타,1.0,161.0,0.0,0.0,2595625
기타,9,3,39,132.0,한국,씨제이이앤엠(주),범죄,청소년관람불가,기타,0.0,691.0,28898.0,0.0,2594028
기타,5,2,18,115.0,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,기타,0.0,198.0,2752.0,0.0,2571491
기타,12,4,52,116.0,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,김우빈,0.0,978.0,24306.0,0.0,2564340
기타,7,3,28,131.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1.0,917.0,0.0,1.0,2539114
기타,6,2,22,132.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,1.0,191.0,0.0,0.0,2532306
기타,6,2,23,105.0,미국,월트디즈니컴퍼니코리아(주),어드벤처,12세이상관람가,닐 세티,0.0,271.0,4428.0,0.0,2532051
기타,8,3,33,111.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,기타,0.0,115.0,583.0,0.0,2524086
기타,8,3,31,90.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1.0,244.0,7356.0,0.0,2517805
기타,2,1,7,129.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12세이상관람가,기타,0.0,175.0,484.0,0.0,2516128
기타,2,1,6,126.0,한국,씨제이이앤엠(주),범죄,15세이상관람가,기타,0.0,705.0,12267.0,0.0,2512572
기타,12,4,51,120.0,한국,(주)넥스트엔터테인먼트월드(NEW),멜로,15세이상관람가,기타,0.0,769.0,0.0,0.0,2471721
기타,5,2,18,97.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,1.0,118.0,4232.0,0.0,2450023
기타,3,1,10,117.0,한국,필라멘트픽쳐스,미스터리,15세이상관람가,기타,0.0,142.0,0.0,1.0,2435211
기타,8,3,34,110.0,한국,롯데쇼핑㈜롯데엔터테인먼트,스릴러,청소년관람불가,기타,0.0,297.0,0.0,0.0,2434099
김석윤,2,1,6,119.0,한국,(주)쇼박스,사극,12세이상관람가,기타,1.0,247.0,3955.0,0.0,2424330
기타,2,1,7,118.0,한국,오퍼스픽쳐스(유),드라마,15세이상관람가,기타,0.0,270.0,6797.0,0.0,2420729
기타,11,4,46,133.0,미국,워너브러더스 코리아(주),판타지,12세이상관람가,기타,1.0,220.0,6057.0,0.0,2414062
장재현,2,1,8,122.0,한국,씨제이이앤엠(주),미스터리,15세이상관람가,기타,0.0,117.0,724.0,0.0,2397792
기타,9,3,39,123.0,한국,(주)쇼박스,스릴러,15세이상관람가,기타,0.0,230.0,0.0,0.0,2393086
장준환,10,4,41,125.0,한국,(주)쇼박스,액션,청소년관람불가,기타,0.0,679.0,0.0,0.0,2391963
기타,10,4,43,143.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,기타,1.0,238.0,0.0,0.0,2376145
기타,9,3,36,103.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,기타,1.0,426.0,0.0,0.0,2363955
기타,8,3,32,111.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,청소년관람불가,기타,0.0,231.0,0.0,0.0,2362906
기타,6,2,26,128.0,한국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,기타,0.0,857.0,7265.0,0.0,2359174
기타,12,4,52,103.0,한국,씨제이엔터테인먼트,코미디,12세이상관람가,기타,0.0,3794.0,0.0,0.0,2316099
기타,5,2,21,121.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,기타,0.0,502.0,2016.0,0.0,2315882
기타,1,1,2,113.0,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,기타,0.0,370.0,2774.0,0.0,2310054
기타,9,3,39,92.0,프랑스,이십세기폭스코리아(주),액션,청소년관람불가,기타,1.0,290.0,0.0,0.0,2308596
기타,5,2,19,106.0,한국,(주)싸이더스,스릴러,청소년관람불가,기타,0.0,184.0,0.0,0.0,2304487
기타,1,1,3,142.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,1.0,471.0,24029.0,1.0,2299732
기타,8,3,32,113.0,미국,유니버설픽쳐스인터내셔널 코리아(유),뮤지컬,12세이상관람가,기타,,121.0,1122.0,0.0,2285143
기타,12,4,50,161.0,미국,워너브러더스 코리아(주),어드벤처,12세이상관람가,기타,1.0,1014.0,0.0,0.0,2282744
기타,6,2,25,109.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,톰 크루즈,,75.0,0.0,0.0,2282191
기타,9,3,38,111.0,미국,워너브러더스 코리아(주),공포,15세이상관람가,기타,1.0,840.0,0.0,0.0,2262758
기타,7,3,26,93.0,미국,씨제이엔터테인먼트,애니메이션,전체관람가,기타,1.0,239.0,0.0,0.0,2261356
기타,3,1,12,151.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1.0,1127.0,16024.0,1.0,2256913
기타,3,1,13,139.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,0.0,144.0,853.0,1.0,2254430
기타,4,2,15,131.0,미국,유니버설픽쳐스인터내셔널 코리아(유),SF,12세이상관람가,기타,0.0,426.0,0.0,0.0,2241687
기타,12,4,51,128.0,미국,워너브러더스 코리아(주),액션,15세이상관람가,로버트 다우니 주니어,1.0,277.0,0.0,0.0,2239156
김지훈,8,3,31,101.0,한국,씨제이이앤엠(주),SF,15세이상관람가,기타,0.0,1852.0,0.0,0.0,2232179
기타,7,3,30,93.0,한국,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,기타,0.0,716.0,0.0,1.0,2199048
기타,5,2,20,102.0,한국,씨제이이앤엠(주),스릴러,15세이상관람가,기타,0.0,235.0,5113.0,0.0,2192243
기타,1,1,4,135.0,한국,(주)쇼박스,액션,청소년관람불가,기타,0.0,1317.0,21361.0,0.0,2192172
기타,3,1,9,108.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,판타지,전체관람가,기타,1.0,726.0,0.0,1.0,2182365
기타,6,2,24,142.0,미국,워너브러더스 코리아(주),SF,12세이상관람가,기타,1.0,967.0,0.0,0.0,2182227
나홍진,12,4,51,156.0,한국,(주)쇼박스,스릴러,청소년관람불가,김윤석,0.0,460.0,0.0,0.0,2167426
기타,5,2,22,140.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1.0,292.0,3222.0,1.0,2165401
기타,11,4,45,114.0,한국,(주)넥스트엔터테인먼트월드(NEW),SF,15세이상관람가,기타,0.0,1028.0,0.0,0.0,2164805
기타,12,4,51,137.0,한국,기타,전쟁,15세이상관람가,기타,0.0,796.0,0.0,1.0,2142622
기타,5,2,20,103.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,기타,0.0,1024.0,5068.0,0.0,2138146
기타,10,4,41,111.0,한국,씨네그루(주)다우기술,멜로,15세이상관람가,기타,0.0,285.0,8499.0,0.0,2135614
기타,6,2,26,119.0,한국,(주)쇼박스,코미디,15세이상관람가,기타,0.0,1306.0,6176.0,0.0,2108273
기타,7,3,27,124.0,미국,(주)넥스트엔터테인먼트월드(NEW),판타지,12세이상관람가,기타,,1599.0,0.0,1.0,2105050
기타,5,2,20,119.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,기타,0.0,270.0,0.0,0.0,2095375
기타,9,3,38,126.0,한국,메가박스중앙(주)플러스엠,사극,12세이상관람가,기타,0.0,283.0,1758.0,0.0,2087474
기타,2,1,9,106.0,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,기타,0.0,330.0,0.0,0.0,2084457
기타,12,4,48,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,청소년관람불가,기타,0.0,184.0,0.0,0.0,2080574
기타,1,1,2,90.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,1.0,223.0,0.0,1.0,2080154
기타,8,3,35,89.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,0.0,387.0,1559.0,0.0,2078492
기타,3,1,9,137.0,미국,이십세기폭스코리아(주),액션,청소년관람불가,기타,1.0,541.0,4093.0,1.0,2070084
기타,8,3,34,126.0,한국,(주)넥스트엔터테인먼트월드(NEW),판타지,12세이상관람가,기타,0.0,2660.0,17219.0,0.0,2053947
기타,8,3,33,139.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,앤디 서키스,1.0,508.0,6877.0,0.0,2050909
기타,7,3,27,120.0,한국,씨제이이앤엠(주),사극,12세이상관람가,기타,0.0,863.0,20055.0,0.0,2044564
기타,3,1,12,139.0,미국,씨제이이앤엠(주),어드벤처,15세이상관람가,기타,0.0,607.0,1674.0,1.0,2026574
기타,1,1,2,156.0,미국,이십세기폭스코리아(주),어드벤처,15세이상관람가,기타,0.0,944.0,5179.0,1.0,2007180
기타,5,2,21,116.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,기타,,213.0,0.0,0.0,2003533
기타,1,1,4,120.0,한국,(주)넥스트엔터테인먼트월드(NEW),멜로,15세이상관람가,황정민,0.0,458.0,0.0,0.0,1979311
기타,9,3,36,89.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,청소년관람불가,기타,0.0,609.0,12047.0,0.0,1971837
기타,9,3,38,114.0,한국,씨제이이앤엠(주),범죄,15세이상관람가,기타,0.0,170.0,946.0,0.0,1967721
기타,2,1,6,121.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,기타,0.0,255.0,888.0,1.0,1949297
기타,8,3,32,108.0,미국,워너브러더스 코리아(주),공포,15세이상관람가,기타,1.0,163.0,6123.0,0.0,1934192
기타,6,2,23,131.0,미국,워너브러더스 코리아(주),공포,15세이상관람가,기타,1.0,176.0,7907.0,0.0,1926201
기타,7,3,30,95.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,0.0,242.0,0.0,0.0,1923748
기타,1,1,2,122.0,한국,기타,판타지,15세이상관람가,기타,0.0,197.0,2285.0,0.0,1901684
기타,8,3,31,122.0,미국,워너브러더스 코리아(주),액션,15세이상관람가,기타,1.0,1090.0,32475.0,1.0,1898121
기타,1,1,3,118.0,한국,씨제이이앤엠(주),멜로,15세이상관람가,기타,0.0,957.0,19766.0,0.0,1891993
기타,1,1,3,144.0,한국,씨제이엔터테인먼트,드라마,전체관람가,기타,0.0,464.0,0.0,0.0,1888100
기타,2,1,6,118.0,미국,이십세기폭스코리아(주),판타지,12세이상관람가,기타,,468.0,0.0,1.0,1877226
기타,9,3,36,100.0,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,기타,0.0,133.0,0.0,0.0,1873327
기타,3,1,12,112.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,청소년관람불가,기타,0.0,450.0,0.0,0.0,1865195
기타,2,1,7,132.0,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,기타,0.0,585.0,0.0,0.0,1864408
기타,12,4,51,139.0,한국,(주)쇼박스,범죄,청소년관람불가,송강호,0.0,293.0,2185.0,0.0,1864076
기타,1,1,1,111.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,기타,1.0,422.0,8326.0,0.0,1860934
기타,5,2,18,127.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,기타,0.0,441.0,0.0,0.0,1857392
기타,3,1,13,110.0,미국,씨제이이앤엠(주),액션,15세이상관람가,이병헌,1.0,595.0,0.0,0.0,1855917
기타,5,2,21,109.0,한국,CGV아트하우스,다큐멘터리,12세이상관람가,기타,0.0,2190.0,45099.0,0.0,1854867
기타,12,4,50,130.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,기타,0.0,1172.0,0.0,1.0,1854625
기타,8,3,32,144.0,한국,(주)쇼박스,스릴러,청소년관람불가,이병헌,0.0,294.0,0.0,0.0,1848418
기타,1,1,5,133.0,한국,(주)쇼박스,범죄,15세이상관람가,기타,0.0,159.0,1079.0,0.0,1826714
기타,12,4,49,114.0,한국,씨제이이앤엠(주),멜로,청소년관람불가,기타,0.0,477.0,0.0,0.0,1823116
기타,11,4,46,147.0,영국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,1.0,253.0,6919.0,0.0,1820842
기타,5,2,21,130.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,1.0,519.0,0.0,0.0,1790457
기타,11,4,46,119.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,1.0,1077.0,7332.0,1.0,1786386
기타,10,4,43,95.0,한국,씨제이이앤엠(주),스릴러,15세이상관람가,기타,0.0,332.0,0.0,0.0,1766285
기타,10,4,43,148.0,미국,이십세기폭스코리아(주),스릴러,청소년관람불가,기타,0.0,117.0,1592.0,1.0,1764233
기타,12,4,51,139.0,한국,(주)넥스트엔터테인먼트월드(NEW),사극,12세이상관람가,최민식,0.0,553.0,8397.0,0.0,1762742
기타,1,1,4,87.0,미국,이십세기폭스코리아(주),코미디,전체관람가,기타,0.0,331.0,0.0,0.0,1762070
기타,1,1,1,112.0,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,기타,1.0,88.0,917.0,0.0,1754375
기타,2,1,8,114.0,영국,메가박스중앙(주)플러스엠,드라마,15세이상관람가,기타,0.0,442.0,7140.0,1.0,1743774
기타,4,2,15,153.0,한국,씨제이이앤엠(주),드라마,청소년관람불가,황정민,0.0,638.0,0.0,0.0,1737253
기타,10,4,40,113.0,한국,메가박스중앙(주)플러스엠,드라마,12세이상관람가,기타,0.0,553.0,3728.0,0.0,1735640
기타,12,4,51,107.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1.0,257.0,3517.0,0.0,1729426
기타,2,1,9,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),멜로,15세이상관람가,하정우,0.0,172.0,0.0,0.0,1726202
기타,8,3,35,118.0,미국,(주)제이앤씨미디어그룹,액션,15세이상관람가,기타,1.0,162.0,3566.0,0.0,1721757
기타,3,1,12,112.0,프랑스,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,기타,0.0,209.0,0.0,0.0,1719772
기타,1,1,4,117.0,한국,롯데쇼핑㈜롯데엔터테인먼트,전쟁,12세이상관람가,기타,0.0,209.0,0.0,0.0,1717566
기타,6,2,23,114.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,0.0,266.0,3676.0,0.0,1714071
기타,3,1,11,127.0,한국,(주)쇼박스,드라마,15세이상관람가,기타,0.0,681.0,0.0,0.0,1713891
기타,1,1,1,118.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12세이상관람가,기타,,179.0,3970.0,0.0,1708672
기타,2,1,6,122.0,한국,씨제이이앤엠(주),멜로,15세이상관람가,김윤석,0.0,7967.0,12076.0,0.0,1707487
기타,4,2,17,130.0,미국,씨제이이앤엠(주),액션,12세이상관람가,기타,1.0,231.0,0.0,0.0,1694529
기타,3,1,10,118.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,기타,0.0,704.0,2936.0,0.0,1685933
기타,1,1,4,121.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,기타,0.0,1284.0,0.0,0.0,1676040
기타,2,1,8,117.0,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,15세이상관람가,기타,0.0,169.0,3751.0,1.0,1675798
김병우,12,4,52,124.0,한국,씨제이이앤엠(주),액션,15세이상관람가,하정우,0.0,196.0,1598.0,0.0,1671548
기타,12,4,1,91.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,0.0,188.0,4594.0,0.0,1661230
기타,7,3,30,92.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,기타,1.0,171.0,0.0,0.0,1648070
기타,8,3,35,111.0,한국,씨너스엔터테인먼트(주),범죄,청소년관람불가,기타,0.0,113.0,0.0,0.0,1646142
추창민,2,1,7,118.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,기타,0.0,579.0,0.0,1.0,1640351
기타,4,2,17,114.0,한국,씨제이이앤엠(주),코미디,12세이상관람가,기타,0.0,575.0,3320.0,1.0,1634403
기타,6,2,23,93.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,기타,1.0,153.0,0.0,0.0,1626704
기타,2,1,8,108.0,미국,이십세기폭스코리아(주),드라마,청소년관람불가,기타,0.0,218.0,0.0,0.0,1623199
기타,4,2,16,130.0,미국,유니버설픽쳐스인터내셔널 코리아(유),스릴러,15세이상관람가,기타,1.0,126.0,0.0,0.0,1621973
기타,3,1,11,117.0,한국,CGV아트하우스,드라마,12세이상관람가,기타,0.0,544.0,163.0,1.0,1613392
기타,2,1,7,114.0,한국,씨제이이앤엠(주),범죄,15세이상관람가,송강호,0.0,243.0,0.0,1.0,1612554
기타,9,3,36,117.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,기타,0.0,3143.0,15718.0,1.0,1611519
기타,5,2,22,131.0,미국,씨제이이앤엠(주),액션,12세이상관람가,기타,1.0,645.0,0.0,0.0,1605271
기타,10,4,43,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),사극,15세이상관람가,기타,0.0,263.0,1631.0,0.0,1599290
기타,5,2,19,140.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,기타,0.0,99.0,0.0,0.0,1596574
기타,10,4,43,114.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,기타,0.0,522.0,5205.0,0.0,1593694
기타,11,4,47,115.0,한국,(주)쇼박스,범죄,15세이상관람가,기타,0.0,231.0,476.0,0.0,1593386
기타,3,1,10,102.0,미국,워너브러더스 코리아(주),액션,청소년관람불가,기타,1.0,278.0,0.0,0.0,1593116
기타,1,1,1,126.0,미국,기타,어드벤처,전체관람가,기타,0.0,257.0,0.0,1.0,1588373
기타,9,3,37,124.0,한국,씨제이엔터테인먼트,드라마,15세이상관람가,기타,0.0,353.0,0.0,0.0,1571432
기타,3,1,11,106.0,미국,(주)쇼박스,드라마,15세이상관람가,기타,0.0,828.0,3127.0,0.0,1561815
기타,12,4,52,113.0,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,12세이상관람가,기타,0.0,171.0,740.0,0.0,1561643
기타,10,4,42,119.0,한국,씨제이이앤엠(주),미스터리,15세이상관람가,기타,0.0,196.0,0.0,0.0,1552055
기타,12,4,49,102.0,한국,메가박스중앙(주)플러스엠,스릴러,15세이상관람가,기타,0.0,188.0,383.0,0.0,1545442
기타,4,2,15,124.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,톰 크루즈,0.0,445.0,0.0,0.0,1515356
기타,12,4,52,89.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1.0,449.0,4342.0,0.0,1515104
기타,12,4,49,153.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,기타,0.0,320.0,4163.0,0.0,1511145
기타,12,4,51,127.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,기타,0.0,497.0,0.0,0.0,1507084
기타,1,1,5,104.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,기타,1.0,311.0,3911.0,0.0,1506928
