DIRECTOR_53,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,ACTOR_53,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,10,4,43,93.0,영국,기타,다큐멘터리,전체관람가,기타,,0.0,24.0,0.0,3441
기타,1,1,4,111.0,일본,기타,애니메이션,12세이상관람가,기타,,110.0,0.0,0.0,3441
기타,12,4,50,105.0,독일,기타,드라마,15세이상관람가,기타,,11.0,0.0,0.0,3438
기타,2,1,7,113.0,한국,기타,드라마,청소년관람불가,기타,0.0,23.0,0.0,1.0,3434
기타,5,2,21,105.0,한국,기타,드라마,12세이상관람가,기타,0.0,27.0,0.0,0.0,3432
기타,7,3,28,110.0,대만,기타,공포,15세이상관람가,기타,,14.0,92.0,0.0,3426
기타,12,4,50,100.0,한국,기타,코미디,12세이상관람가,기타,0.0,24.0,208.0,0.0,3418
기타,5,2,22,91.0,영국,기타,다큐멘터리,전체관람가,기타,0.0,0.0,8.0,0.0,3411
기타,8,3,34,113.0,프랑스,기타,액션,청소년관람불가,기타,,10.0,0.0,0.0,3410
기타,6,2,26,100.0,미국,기타,공포,15세이상관람가,기타,,29.0,171.0,0.0,3407
기타,3,1,10,115.0,한국,기타,드라마,15세이상관람가,기타,0.0,16.0,0.0,0.0,3402
기타,3,1,10,123.0,기타,기타,코미디,12세이상관람가,기타,,10.0,47.0,0.0,3384
기타,9,3,37,75.0,한국,기타,드라마,12세이상관람가,기타,0.0,2.0,59.0,0.0,3379
기타,10,4,43,98.0,미국,기타,액션,청소년관람불가,기타,,49.0,47.0,0.0,3375
기타,9,3,39,91.0,미국,판씨네마(주),다큐멘터리,전체관람가,기타,,8.0,160.0,0.0,3372
기타,3,1,11,94.0,한국,기타,멜로,15세이상관람가,기타,0.0,30.0,105.0,0.0,3372
기타,4,2,14,88.0,프랑스,기타,멜로,청소년관람불가,기타,,2.0,0.0,0.0,3369
기타,6,2,24,102.0,프랑스,기타,코미디,전체관람가,기타,0.0,39.0,89.0,0.0,3365
기타,11,4,45,82.0,한국,기타,가족,15세이상관람가,기타,0.0,90.0,1407.0,0.0,3365
기타,3,1,13,94.0,캐나다,기타,드라마,청소년관람불가,기타,0.0,17.0,317.0,0.0,3364
기타,6,2,24,101.0,덴마크,기타,드라마,청소년관람불가,기타,,13.0,105.0,0.0,3358
기타,5,2,19,138.0,인도,(주)싸이더스,멜로,12세이상관람가,기타,,365.0,0.0,0.0,3355
기타,8,3,32,123.0,러시아,기타,어드벤처,15세이상관람가,기타,,8.0,36.0,0.0,3354
기타,9,3,36,100.0,한국,기타,코미디,청소년관람불가,기타,0.0,129.0,0.0,0.0,3344
기타,6,2,25,112.0,한국,기타,드라마,15세이상관람가,기타,0.0,15.0,107.0,0.0,3340
기타,10,4,41,99.0,아일랜드,기타,드라마,청소년관람불가,기타,,98.0,571.0,0.0,3338
기타,11,4,46,111.0,영국,기타,드라마,12세이상관람가,기타,,3.0,44.0,0.0,3338
기타,7,3,28,103.0,미국,기타,어드벤처,15세이상관람가,기타,,71.0,103.0,0.0,3335
기타,9,3,38,106.0,독일,기타,코미디,12세이상관람가,기타,,2.0,0.0,0.0,3331
기타,5,2,18,100.0,미국,기타,드라마,12세이상관람가,기타,,6.0,0.0,0.0,3325
기타,7,3,29,108.0,일본,기타,코미디,15세이상관람가,기타,,159.0,0.0,0.0,3319
기타,2,1,8,89.0,한국,기타,드라마,15세이상관람가,기타,0.0,32.0,0.0,0.0,3289
기타,4,2,14,98.0,대만,기타,드라마,전체관람가,기타,,9.0,0.0,0.0,3288
기타,2,1,6,81.0,프랑스,기타,코미디,전체관람가,기타,0.0,216.0,584.0,0.0,3282
기타,4,2,16,115.0,미국,(주)시너지하우스 (시너지),스릴러,15세이상관람가,기타,,55.0,0.0,1.0,3276
기타,7,3,27,98.0,프랑스,기타,드라마,12세이상관람가,기타,,6.0,142.0,0.0,3273
기타,5,2,21,96.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,5.0,53.0,0.0,3260
기타,7,3,29,105.0,일본,기타,가족,전체관람가,기타,,10.0,0.0,0.0,3260
기타,7,3,26,129.0,독일,기타,공연,15세이상관람가,기타,,0.0,2.0,0.0,3259
기타,6,2,25,93.0,한국,기타,드라마,15세이상관람가,기타,0.0,33.0,252.0,0.0,3243
기타,1,1,3,83.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,25.0,139.0,0.0,3228
기타,8,3,34,80.0,프랑스,기타,다큐멘터리,전체관람가,기타,,21.0,148.0,0.0,3200
기타,5,2,22,119.0,한국,롯데쇼핑㈜롯데엔터테인먼트,미스터리,15세이상관람가,기타,0.0,66.0,196.0,1.0,3199
기타,3,1,13,98.0,미국,기타,다큐멘터리,전체관람가,기타,0.0,4.0,69.0,0.0,3199
기타,11,4,45,98.0,한국,기타,드라마,15세이상관람가,기타,0.0,90.0,0.0,0.0,3192
기타,8,3,33,98.0,기타,기타,드라마,12세이상관람가,기타,0.0,11.0,137.0,0.0,3182
기타,4,2,14,96.0,독일,기타,액션,15세이상관람가,기타,,15.0,10.0,0.0,3170
기타,8,3,35,124.0,한국,기타,드라마,15세이상관람가,기타,0.0,177.0,471.0,0.0,3165
기타,2,1,9,138.0,일본,기타,액션,15세이상관람가,기타,1.0,224.0,1675.0,0.0,3160
기타,6,2,24,92.0,미국,기타,다큐멘터리,전체관람가,기타,,8.0,0.0,0.0,3160
기타,4,2,17,92.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,기타,0.0,30.0,54.0,0.0,3158
기타,10,4,40,103.0,중국,기타,판타지,12세이상관람가,기타,,31.0,163.0,0.0,3151
기타,5,2,20,117.0,한국,기타,드라마,전체관람가,기타,,5.0,0.0,0.0,3149
기타,10,4,44,108.0,일본,기타,멜로,전체관람가,기타,0.0,99.0,488.0,0.0,3144
기타,10,4,43,96.0,한국,기타,멜로,청소년관람불가,기타,0.0,7.0,66.0,0.0,3141
기타,9,3,38,110.0,영국,기타,코미디,청소년관람불가,기타,,159.0,83.0,0.0,3135
기타,11,4,44,103.0,미국,기타,멜로,청소년관람불가,기타,,3.0,0.0,0.0,3134
기타,12,4,50,154.0,프랑스,기타,드라마,12세이상관람가,기타,,1.0,6.0,0.0,3118
기타,8,3,34,103.0,프랑스,기타,스릴러,15세이상관람가,기타,0.0,4.0,172.0,0.0,3112
기타,3,1,12,91.0,미국,기타,범죄,청소년관람불가,기타,,204.0,331.0,0.0,3109
기타,2,1,5,108.0,캐나다,기타,드라마,청소년관람불가,기타,,2.0,0.0,0.0,3107
기타,10,4,42,88.0,이탈리아,기타,드라마,전체관람가,기타,,2.0,0.0,0.0,3107
기타,11,4,47,95.0,아이슬란드,기타,드라마,15세이상관람가,기타,,17.0,0.0,0.0,3103
기타,3,1,13,70.0,기타,기타,애니메이션,전체관람가,기타,,3.0,45.0,0.0,3102
기타,10,4,42,84.0,한국,기타,멜로,12세이상관람가,기타,0.0,55.0,564.0,0.0,3099
기타,11,4,48,106.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,멜로,12세이상관람가,기타,0.0,18.0,161.0,0.0,3098
기타,1,1,1,200.0,미국,기타,공연,전체관람가,기타,,0.0,0.0,0.0,3094
기타,1,1,3,127.0,일본,(주)싸이더스,SF,청소년관람불가,기타,0.0,22.0,181.0,0.0,3092
기타,11,4,45,123.0,독일,기타,드라마,15세이상관람가,기타,,14.0,125.0,0.0,3091
기타,9,3,37,115.0,한국,기타,드라마,청소년관람불가,기타,0.0,42.0,476.0,0.0,3089
기타,6,2,23,100.0,한국,기타,드라마,12세이상관람가,기타,0.0,17.0,0.0,0.0,3089
기타,2,1,8,102.0,캐나다,기타,드라마,12세이상관람가,기타,,35.0,0.0,0.0,3073
기타,12,4,48,82.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,30.0,0.0,0.0,3070
기타,1,1,4,95.0,스페인,기타,드라마,청소년관람불가,기타,,3.0,10.0,0.0,3068
기타,4,2,15,97.0,미국,판씨네마(주),드라마,12세이상관람가,기타,,42.0,0.0,0.0,3063
기타,9,3,36,103.0,미국,기타,액션,15세이상관람가,기타,,4.0,9.0,0.0,3057
기타,12,4,48,82.0,일본,기타,드라마,12세이상관람가,기타,,2.0,0.0,0.0,3052
기타,10,4,44,105.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,기타,0.0,67.0,606.0,0.0,3051
기타,11,4,45,123.0,미국,기타,액션,15세이상관람가,기타,,45.0,131.0,1.0,3051
기타,1,1,2,89.0,일본,기타,애니메이션,전체관람가,기타,,1.0,127.0,0.0,3050
기타,6,2,24,100.0,한국,기타,드라마,15세이상관람가,기타,0.0,19.0,262.0,0.0,3048
기타,1,1,5,85.0,캐나다,기타,공포,청소년관람불가,기타,,186.0,391.0,0.0,3047
기타,5,2,22,115.0,호주,기타,액션,15세이상관람가,기타,,115.0,331.0,0.0,3043
기타,6,2,26,101.0,한국,기타,멜로,15세이상관람가,기타,0.0,35.0,487.0,0.0,3043
기타,11,4,48,110.0,독일,기타,다큐멘터리,전체관람가,기타,,11.0,491.0,0.0,3035
기타,1,1,1,153.0,스웨덴,기타,스릴러,청소년관람불가,기타,,20.0,0.0,1.0,3033
기타,8,3,32,107.0,미국,기타,스릴러,청소년관람불가,기타,,25.0,0.0,1.0,3030
기타,12,4,49,101.0,한국,기타,액션,15세이상관람가,기타,0.0,16.0,72.0,0.0,3028
기타,12,4,51,131.0,독일,기타,공연,전체관람가,기타,,2.0,0.0,0.0,3028
기타,8,3,33,74.0,한국,기타,다큐멘터리,전체관람가,기타,,8.0,81.0,0.0,3024
기타,5,2,18,120.0,미국,기타,범죄,청소년관람불가,기타,,154.0,162.0,0.0,3021
기타,5,2,21,92.0,미국,기타,스릴러,15세이상관람가,기타,,4.0,28.0,0.0,3014
기타,12,4,50,81.0,한국,기타,드라마,전체관람가,기타,,0.0,14.0,0.0,3012
기타,9,3,36,110.0,일본,기타,멜로,12세이상관람가,기타,,30.0,0.0,0.0,2989
기타,6,2,26,96.0,일본,씨너스엔터테인먼트(주),애니메이션,15세이상관람가,기타,,131.0,0.0,0.0,2988
기타,12,4,52,94.0,한국,기타,다큐멘터리,전체관람가,기타,,5.0,122.0,0.0,2985
기타,8,3,34,93.0,아일랜드,기타,공포,청소년관람불가,기타,,119.0,318.0,0.0,2982
기타,5,2,21,75.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,27.0,59.0,0.0,2981
기타,9,3,39,80.0,한국,에스케이텔레콤(주),다큐멘터리,전체관람가,기타,,28.0,0.0,0.0,2967
기타,9,3,36,107.0,영국,기타,미스터리,15세이상관람가,기타,0.0,70.0,329.0,0.0,2964
기타,11,4,44,128.0,한국,(주)쇼박스,범죄,청소년관람불가,기타,,,,,2958
기타,1,1,4,86.0,한국,기타,드라마,청소년관람불가,기타,0.0,15.0,133.0,0.0,2951
기타,3,1,9,81.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,5.0,0.0,0.0,2940
기타,5,2,20,100.0,중국,기타,액션,15세이상관람가,기타,,191.0,0.0,0.0,2938
기타,3,1,10,134.0,미국,기타,뮤지컬,12세이상관람가,기타,,23.0,1045.0,0.0,2938
기타,12,4,50,89.0,미국,기타,코미디,전체관람가,기타,,2.0,46.0,0.0,2935
기타,10,4,43,105.0,프랑스,기타,드라마,청소년관람불가,기타,,17.0,0.0,0.0,2934
기타,6,2,26,92.0,한국,씨네그루(주)키다리이엔티,미스터리,15세이상관람가,기타,0.0,12.0,250.0,0.0,2929
기타,12,4,50,115.0,중국,(주)제이앤씨미디어그룹,액션,15세이상관람가,기타,0.0,97.0,233.0,0.0,2927
기타,6,2,22,112.0,한국,기타,드라마,청소년관람불가,기타,0.0,27.0,0.0,0.0,2913
기타,11,4,45,91.0,미국,기타,판타지,15세이상관람가,기타,0.0,19.0,179.0,0.0,2910
기타,8,3,34,80.0,프랑스,기타,다큐멘터리,15세이상관람가,기타,,8.0,90.0,0.0,2901
기타,6,2,26,107.0,한국,기타,드라마,청소년관람불가,기타,0.0,50.0,317.0,0.0,2898
기타,8,3,33,99.0,한국,기타,전쟁,12세이상관람가,기타,0.0,6.0,58.0,0.0,2894
기타,2,1,6,93.0,영국,기타,멜로,15세이상관람가,기타,0.0,2.0,170.0,0.0,2892
기타,6,2,26,100.0,홍콩,기타,드라마,15세이상관람가,기타,,182.0,670.0,0.0,2888
기타,3,1,12,122.0,일본,기타,판타지,전체관람가,기타,,131.0,0.0,1.0,2886
기타,10,4,43,72.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,5.0,88.0,0.0,2882
기타,6,2,26,132.0,일본,기타,드라마,15세이상관람가,기타,,17.0,0.0,0.0,2881
기타,11,4,46,45.0,한국,기타,멜로,청소년관람불가,기타,0.0,5.0,0.0,0.0,2877
기타,2,1,5,116.0,미국,기타,드라마,15세이상관람가,기타,,128.0,0.0,0.0,2867
기타,1,1,3,107.0,한국,기타,멜로,12세이상관람가,기타,0.0,162.0,1261.0,0.0,2865
기타,11,4,47,90.0,미국,기타,드라마,12세이상관람가,기타,0.0,16.0,258.0,0.0,2860
기타,1,1,1,116.0,프랑스,기타,드라마,15세이상관람가,기타,,6.0,0.0,0.0,2858
기타,11,4,46,125.0,한국,(주)인벤트스톤,드라마,청소년관람불가,기타,0.0,35.0,791.0,0.0,2855
기타,2,1,5,216.0,미국,기타,공연,전체관람가,기타,,,,,2854
기타,3,1,11,108.0,캐나다,기타,다큐멘터리,15세이상관람가,기타,,6.0,1.0,0.0,2847
기타,11,4,46,117.0,미국,기타,드라마,청소년관람불가,기타,0.0,56.0,377.0,0.0,2844
기타,6,2,23,92.0,미국,기타,액션,청소년관람불가,기타,0.0,13.0,50.0,0.0,2839
기타,7,3,29,102.0,한국,기타,다큐멘터리,15세이상관람가,기타,,19.0,202.0,0.0,2837
기타,11,4,46,111.0,기타,기타,가족,12세이상관람가,기타,,66.0,123.0,0.0,2830
기타,6,2,24,84.0,일본,기타,애니메이션,12세이상관람가,기타,,18.0,72.0,0.0,2821
기타,1,1,4,110.0,미국,기타,드라마,15세이상관람가,기타,,10.0,0.0,0.0,2816
기타,5,2,19,97.0,스웨덴,기타,드라마,12세이상관람가,기타,,2.0,0.0,0.0,2808
기타,11,4,44,66.0,한국,기타,다큐멘터리,전체관람가,기타,,9.0,236.0,0.0,2807
기타,12,4,50,133.0,일본,기타,SF,15세이상관람가,기타,,200.0,0.0,0.0,2802
기타,11,4,46,91.0,한국,기타,드라마,12세이상관람가,기타,0.0,53.0,0.0,0.0,2800
기타,11,4,47,65.0,한국,기타,멜로,청소년관람불가,기타,,4.0,0.0,0.0,2799
기타,7,3,31,87.0,미국,기타,액션,15세이상관람가,기타,,13.0,105.0,0.0,2797
기타,1,1,2,108.0,한국,기타,멜로,12세이상관람가,기타,0.0,158.0,1975.0,0.0,2796
기타,3,1,11,100.0,영국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,기타,,6.0,0.0,0.0,2794
기타,9,3,36,93.0,프랑스,기타,드라마,12세이상관람가,기타,,64.0,209.0,0.0,2792
기타,9,3,39,66.0,한국,기타,SF,12세이상관람가,기타,,38.0,0.0,0.0,2792
기타,4,2,16,119.0,일본,기타,드라마,12세이상관람가,기타,0.0,78.0,545.0,1.0,2791
기타,3,1,11,89.0,미국,기타,드라마,청소년관람불가,기타,0.0,6.0,220.0,0.0,2791
기타,2,1,8,146.0,기타,기타,드라마,15세이상관람가,기타,,0.0,0.0,0.0,2786
기타,2,1,9,96.0,이탈리아,기타,드라마,15세이상관람가,기타,,19.0,0.0,0.0,2780
기타,12,4,52,96.0,한국,기타,멜로,15세이상관람가,기타,0.0,46.0,0.0,0.0,2768
기타,9,3,38,64.0,한국,기타,다큐멘터리,전체관람가,기타,,1.0,40.0,0.0,2765
기타,5,2,18,92.0,한국,기타,공연,전체관람가,기타,,,,,2764
기타,5,2,19,106.0,미국,기타,드라마,15세이상관람가,기타,0.0,7.0,181.0,1.0,2758
기타,3,1,10,119.0,프랑스,판씨네마(주),드라마,12세이상관람가,기타,0.0,32.0,288.0,0.0,2757
기타,6,2,23,98.0,한국,기타,드라마,15세이상관람가,기타,0.0,30.0,0.0,0.0,2754
기타,7,3,29,108.0,영국,씨네그루(주)다우기술,SF,청소년관람불가,기타,0.0,33.0,220.0,1.0,2750
기타,9,3,36,101.0,홍콩,기타,범죄,15세이상관람가,기타,,93.0,0.0,0.0,2749
기타,1,1,4,85.0,영국,기타,코미디,12세이상관람가,기타,,37.0,0.0,0.0,2746
기타,1,1,1,101.0,미국,기타,범죄,15세이상관람가,기타,,23.0,185.0,0.0,2743
기타,9,3,39,102.0,한국,기타,드라마,15세이상관람가,기타,0.0,55.0,254.0,0.0,2737
기타,1,1,2,91.0,한국,기타,드라마,15세이상관람가,황정민,0.0,27.0,0.0,0.0,2731
기타,6,2,25,72.0,한국,기타,멜로,청소년관람불가,기타,0.0,0.0,13.0,0.0,2729
기타,3,1,10,102.0,한국,기타,드라마,청소년관람불가,기타,0.0,25.0,264.0,0.0,2725
기타,11,4,46,76.0,한국,기타,다큐멘터리,전체관람가,기타,,10.0,120.0,0.0,2724
기타,2,1,7,89.0,한국,기타,공포,15세이상관람가,기타,,108.0,0.0,0.0,2721
기타,12,4,50,60.0,일본,기타,애니메이션,전체관람가,기타,,1.0,61.0,0.0,2719
기타,5,2,20,89.0,영국,기타,드라마,15세이상관람가,기타,,47.0,182.0,0.0,2699
기타,11,4,45,76.0,기타,기타,어드벤처,전체관람가,기타,,2.0,11.0,0.0,2698
기타,1,1,2,88.0,일본,기타,애니메이션,전체관람가,기타,,4.0,146.0,0.0,2697
기타,3,1,9,117.0,한국,기타,드라마,청소년관람불가,기타,0.0,55.0,0.0,0.0,2692
기타,12,4,49,111.0,한국,기타,멜로,청소년관람불가,기타,0.0,35.0,0.0,0.0,2690
기타,7,3,27,98.0,미국,기타,액션,15세이상관람가,기타,0.0,58.0,0.0,0.0,2684
기타,7,3,30,107.0,중국,기타,액션,15세이상관람가,기타,,23.0,0.0,0.0,2673
기타,2,1,9,95.0,한국,(주)인벤트스톤,멜로,청소년관람불가,기타,0.0,58.0,0.0,0.0,2673
기타,4,2,15,101.0,미국,기타,코미디,청소년관람불가,기타,,32.0,0.0,0.0,2669
기타,9,3,36,81.0,캐나다,기타,액션,청소년관람불가,기타,,2.0,22.0,0.0,2664
기타,10,4,44,126.0,일본,기타,멜로,12세이상관람가,기타,,56.0,225.0,1.0,2661
기타,8,3,32,99.0,일본,기타,공포,15세이상관람가,기타,,32.0,387.0,1.0,2661
기타,8,3,31,150.0,독일,기타,공연,전체관람가,기타,,2.0,47.0,0.0,2658
기타,1,1,1,134.0,일본,기타,액션,청소년관람불가,기타,1.0,530.0,0.0,0.0,2648
기타,4,2,15,93.0,기타,기타,드라마,12세이상관람가,기타,,97.0,0.0,0.0,2647
기타,2,1,9,112.0,한국,기타,드라마,15세이상관람가,기타,0.0,23.0,182.0,0.0,2640
기타,5,2,18,104.0,스페인,기타,드라마,12세이상관람가,기타,,64.0,153.0,0.0,2635
기타,5,2,19,101.0,기타,기타,드라마,15세이상관람가,기타,,12.0,261.0,0.0,2633
기타,3,1,13,139.0,미국,기타,어드벤처,청소년관람불가,기타,,45.0,63.0,0.0,2622
기타,7,3,28,86.0,영국,기타,공연,12세이상관람가,기타,,1.0,3.0,0.0,2613
기타,11,4,46,125.0,일본,기타,SF,15세이상관람가,기타,0.0,76.0,181.0,1.0,2613
기타,2,1,6,94.0,스페인,기타,드라마,청소년관람불가,기타,,23.0,0.0,0.0,2610
기타,5,2,21,78.0,일본,기타,코미디,청소년관람불가,기타,,11.0,235.0,0.0,2602
기타,5,2,20,114.0,일본,기타,멜로,전체관람가,기타,0.0,17.0,95.0,0.0,2600
기타,2,1,6,98.0,기타,기타,드라마,15세이상관람가,기타,,27.0,137.0,0.0,2597
기타,10,4,42,88.0,한국,기타,코미디,청소년관람불가,기타,0.0,19.0,112.0,0.0,2595
기타,11,4,47,105.0,미국,기타,드라마,청소년관람불가,기타,0.0,251.0,369.0,0.0,2587
기타,7,3,28,98.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,45.0,1010.0,0.0,2586
기타,9,3,39,112.0,일본,기타,드라마,12세이상관람가,기타,,1.0,0.0,0.0,2586
기타,7,3,29,90.0,영국,판씨네마(주),드라마,청소년관람불가,기타,,22.0,0.0,0.0,2582
기타,11,4,45,40.0,한국,기타,애니메이션,전체관람가,기타,,15.0,0.0,0.0,2581
기타,2,1,8,120.0,일본,기타,애니메이션,15세이상관람가,기타,1.0,130.0,663.0,0.0,2581
기타,10,4,40,93.0,중국,기타,액션,15세이상관람가,기타,,6.0,27.0,0.0,2579
기타,5,2,19,100.0,미국,기타,드라마,12세이상관람가,기타,,3.0,0.0,1.0,2579
기타,7,3,27,85.0,미국,기타,공포,청소년관람불가,기타,,118.0,0.0,0.0,2578
기타,9,3,39,100.0,기타,기타,전쟁,15세이상관람가,기타,,117.0,47.0,0.0,2572
기타,9,3,39,94.0,미국,기타,스릴러,청소년관람불가,기타,,11.0,186.0,0.0,2569
기타,8,3,32,96.0,한국,기타,공연,전체관람가,기타,,135.0,0.0,0.0,2567
기타,12,4,50,85.0,미국,기타,멜로,15세이상관람가,기타,,28.0,0.0,0.0,2553
기타,12,4,52,82.0,프랑스,기타,드라마,12세이상관람가,기타,0.0,38.0,264.0,0.0,2546
기타,11,4,45,81.0,기타,기타,드라마,전체관람가,기타,0.0,5.0,89.0,0.0,2540
기타,5,2,22,95.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,2.0,40.0,0.0,2536
기타,12,4,50,101.0,한국,기타,다큐멘터리,청소년관람불가,기타,,11.0,59.0,0.0,2536
기타,12,4,50,106.0,이탈리아,기타,코미디,전체관람가,기타,,121.0,0.0,0.0,2524
기타,5,2,19,123.0,중국,기타,드라마,12세이상관람가,기타,,15.0,183.0,1.0,2519
기타,9,3,37,80.0,미국,기타,코미디,15세이상관람가,기타,,46.0,72.0,0.0,2519
기타,9,3,39,99.0,한국,기타,미스터리,청소년관람불가,기타,0.0,138.0,0.0,0.0,2515
기타,11,4,48,97.0,미국,기타,드라마,15세이상관람가,기타,0.0,9.0,109.0,0.0,2511
기타,12,4,52,120.0,일본,기타,멜로,12세이상관람가,기타,0.0,81.0,1530.0,1.0,2508
기타,11,4,47,94.0,한국,기타,드라마,12세이상관람가,기타,0.0,10.0,92.0,0.0,2505
기타,10,4,42,125.0,일본,기타,스릴러,15세이상관람가,기타,0.0,11.0,103.0,0.0,2505
기타,11,4,45,98.0,프랑스,기타,드라마,15세이상관람가,기타,0.0,12.0,180.0,0.0,2501
기타,4,2,16,96.0,미국,기타,드라마,15세이상관람가,기타,,101.0,98.0,0.0,2492
기타,11,4,47,86.0,한국,기타,드라마,전체관람가,기타,,31.0,0.0,0.0,2492
기타,7,3,28,91.0,한국,기타,다큐멘터리,15세이상관람가,기타,,54.0,773.0,0.0,2487
기타,8,3,35,116.0,핀란드,기타,드라마,15세이상관람가,기타,0.0,7.0,46.0,0.0,2482
기타,10,4,40,79.0,프랑스,기타,스릴러,15세이상관람가,기타,0.0,4.0,15.0,0.0,2479
기타,10,4,40,102.0,프랑스,기타,드라마,청소년관람불가,기타,,10.0,0.0,0.0,2477
기타,8,3,34,85.0,미국,기타,액션,청소년관람불가,기타,,2.0,23.0,0.0,2474
기타,9,3,37,125.0,한국,기타,드라마,15세이상관람가,기타,0.0,27.0,0.0,0.0,2456
기타,2,1,5,123.0,독일,기타,공연,12세이상관람가,기타,,7.0,84.0,0.0,2455
기타,8,3,33,98.0,한국,메가박스중앙(주)플러스엠,다큐멘터리,전체관람가,기타,0.0,8.0,138.0,0.0,2434
기타,11,4,46,60.0,일본,기타,애니메이션,전체관람가,기타,,7.0,276.0,0.0,2415
기타,6,2,26,85.0,미국,기타,드라마,15세이상관람가,기타,,61.0,171.0,0.0,2412
기타,5,2,21,108.0,미국,기타,가족,15세이상관람가,기타,0.0,13.0,111.0,0.0,2412
기타,5,2,21,103.0,한국,기타,코미디,15세이상관람가,기타,0.0,786.0,3469.0,0.0,2410
기타,9,3,37,93.0,일본,기타,멜로,15세이상관람가,기타,,18.0,61.0,1.0,2406
기타,6,2,26,112.0,이탈리아,기타,드라마,15세이상관람가,기타,0.0,16.0,279.0,0.0,2398
기타,11,4,48,72.0,독일,기타,애니메이션,전체관람가,기타,,3.0,9.0,0.0,2395
기타,2,1,7,67.0,한국,기타,다큐멘터리,12세이상관람가,기타,,3.0,94.0,0.0,2384
기타,10,4,41,122.0,프랑스,기타,드라마,청소년관람불가,기타,0.0,63.0,162.0,0.0,2381
기타,7,3,28,118.0,일본,기타,드라마,전체관람가,기타,0.0,17.0,0.0,0.0,2377
기타,4,2,14,99.0,프랑스,기타,멜로,청소년관람불가,기타,,6.0,115.0,0.0,2375
기타,9,3,35,100.0,기타,기타,어드벤처,15세이상관람가,기타,,10.0,50.0,0.0,2371
기타,9,3,36,95.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,10.0,0.0,0.0,2368
기타,6,2,25,91.0,일본,기타,애니메이션,전체관람가,기타,,15.0,0.0,0.0,2368
기타,9,3,36,109.0,기타,기타,멜로,청소년관람불가,기타,1.0,12.0,0.0,0.0,2360
기타,6,2,23,90.0,인도,기타,드라마,전체관람가,기타,,23.0,527.0,0.0,2359
기타,11,4,47,113.0,한국,CGV아트하우스,드라마,15세이상관람가,기타,0.0,21.0,440.0,0.0,2356
기타,10,4,43,98.0,한국,기타,드라마,청소년관람불가,기타,0.0,57.0,0.0,0.0,2355
기타,6,2,23,94.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,123.0,343.0,0.0,2353
기타,8,3,35,96.0,벨기에,기타,드라마,청소년관람불가,기타,,16.0,0.0,0.0,2350
기타,2,1,8,229.0,미국,기타,공연,전체관람가,기타,,8.0,49.0,0.0,2350
기타,5,2,21,109.0,한국,기타,멜로,12세이상관람가,기타,0.0,55.0,390.0,0.0,2349
기타,1,1,5,77.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,17.0,0.0,0.0,2349
기타,4,2,15,98.0,한국,기타,가족,12세이상관람가,기타,0.0,52.0,123.0,0.0,2338
기타,7,3,29,67.0,일본,기타,애니메이션,12세이상관람가,기타,,68.0,582.0,0.0,2329
기타,10,4,44,89.0,미국,기타,드라마,청소년관람불가,기타,,167.0,246.0,0.0,2325
기타,11,4,46,131.0,일본,기타,멜로,15세이상관람가,기타,,45.0,0.0,0.0,2317
기타,2,1,8,91.0,영국,기타,드라마,전체관람가,기타,,3.0,0.0,0.0,2317
기타,5,2,18,99.0,덴마크,기타,코미디,청소년관람불가,기타,,7.0,67.0,0.0,2316
기타,11,4,47,108.0,한국,기타,드라마,15세이상관람가,기타,0.0,35.0,152.0,0.0,2313
기타,2,1,8,117.0,캐나다,기타,드라마,15세이상관람가,기타,,3.0,0.0,0.0,2313
기타,8,3,34,91.0,한국,기타,멜로,15세이상관람가,기타,0.0,24.0,100.0,0.0,2309
기타,7,3,28,122.0,영국,기타,전쟁,15세이상관람가,기타,,51.0,0.0,1.0,2309
기타,4,2,13,181.0,미국,기타,공연,전체관람가,기타,,1.0,28.0,0.0,2308
기타,1,1,3,89.0,한국,기타,드라마,15세이상관람가,기타,0.0,22.0,625.0,0.0,2305
기타,7,3,27,193.0,프랑스,기타,공연,전체관람가,기타,,4.0,63.0,0.0,2303
기타,5,2,22,69.0,한국,기타,드라마,12세이상관람가,기타,0.0,2.0,16.0,0.0,2297
