순번,영진위 영화명,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
3191,트립 투 잉글랜드,트립투잉글랜드,마이클 윈터바텀,,찬란,찬란,2015-11-26,개봉영화,장편,영국,33,"33,045,800",4192,"24,070,000","2,941",코미디,15세이상관람가,독립/예술영화
3192,슬기로운 해법,슬기로운해법,태준식,(주)시네마달,,(주)시네마달,2014-05-15,개봉영화,장편,한국,18,"28,870,600",4189,"18,205,600","2,550",다큐멘터리,12세이상관람가,독립/예술영화
3193,수부라 게이트,수부라게이트,스테파노 솔리마,,(주)히스토리필름,(주)팝엔터테인먼트,2017-09-07,개봉영화,장편,이탈리아,104,"29,989,100",4173,"9,215,800","1,247",범죄,청소년관람불가,독립/예술영화
3194,아리아,아리아,아시아 아르젠토,,(주)엣나인필름,(주)엣나인필름,2015-04-23,개봉영화,장편,이탈리아,27,"33,338,579",4162,"28,936,579","3,523",드라마,15세이상관람가,독립/예술영화
3195,여친남친,여친남친,양야체,,찬란,찬란,2013-02-07,개봉영화,장편,대만,19,"30,884,200",4146,"21,072,200","2,660",멜로/로맨스,청소년관람불가,독립/예술영화
3196,우리가 사랑한 시간,우리가사랑한시간,드레이크 도리머스,,㈜영화사 백두대간,㈜영화사 백두대간,2015-11-12,개봉영화,장편,미국,15,"28,507,600",4126,"22,521,600","3,202",멜로/로맨스,15세이상관람가,독립/예술영화
3197,부에나 비스타 소셜 클럽 2 아디오스,부에나비스타소셜클럽2아디오스,루시 워커,,(주)퍼스트런,글뫼 주식회사,2017-10-26,개봉영화,장편,미국,75,"31,662,000",4122,"17,648,500","2,252",다큐멘터리,12세이상관람가,독립/예술영화
3198,야누스 욕망의 두 얼굴,야누스욕망의두얼굴,손영호,(주)패스파인더씨앤씨,,(주)미디어데이,2014-08-14,개봉영화,장편,한국,20,"20,193,000",4122,"3,959,000",777,미스터리,청소년관람불가,일반영화
3199,알리바이 닷 컴,알리바이닷컴,필리프 라슈,,,판씨네마(주),2018-11-07,개봉영화,장편,프랑스,178,"34,028,600",4112,"15,568,200","1,822",코미디,15세이상관람가,일반영화
3200,태양의 서커스 월드 어웨이,태양의서커스월드어웨이,앤드류 아담슨,,주식회사 드림크리에이션,주식회사 드림크리에이션,2016-01-06,개봉영화,장편,미국,16,"64,844,000",4110,"47,466,750","2,979",공연,전체관람가,일반영화
3201,"구름의 저편, 약속의 장소",구름의저편약속의장소,신카이 마코토,,(주)에이원엔터테인먼트,(주)삼지애니메이션,2017-02-28,개봉영화,장편,일본,123,"29,747,400",4105,"13,684,000","1,922",애니메이션,12세이상관람가,독립/예술영화
3202,아이 오브 더 스톰,아이오브더스톰,프레드 쉐피시,,내일그리고오늘(주),아이제이미디어(주),2013-06-15,개봉영화,장편,호주,6,"28,069,000",4101,"14,647,500","1,994",드라마,청소년관람불가,독립/예술영화
3203,가족의 나라,가족의나라,양영희,,(주)미로비젼,(주)미로비젼,2013-03-07,개봉영화,장편,일본,16,"29,842,000",4097,"21,375,000","2,789",드라마,12세이상관람가,독립/예술영화
3204,앙드레 마티유,앙드레마티유,뤽 디온느,,미디어소프트,주식회사 마운틴픽쳐스,2011-01-13,개봉영화,장편,캐나다,18,"31,437,000",4095,"19,329,000","2,411",드라마,12세이상관람가,독립/예술영화
3205,린 온 피트,린온피트,앤드류 헤이,,(주)영화사 진진,(주)영화사 진진,2018-09-20,개봉영화,장편,영국,27,"33,515,500",4093,"26,175,700","3,003",어드벤처,15세이상관람가,독립/예술영화
3206,쿠크하트  시계심장을 가진 소년,쿠크하트시계심장을가진소년,"스테판 벨라,마티아스 마르지유",,(유)조이앤컨텐츠그룹,(주)드림팩트엔터테인먼트,2015-08-20,개봉영화,장편,프랑스,37,"26,569,200",4093,"5,539,600",748,애니메이션,전체관람가,일반영화
3207,꿈보다 해몽,꿈보다해몽,이광국,영화사 벽돌,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2015-02-12,개봉영화,장편,한국,36,"30,616,700",4087,"23,706,000","3,057",드라마,15세이상관람가,독립/예술영화
3208,2AM SHOW,2amshow,정성복,에스케이텔레콤(주),,에스케이텔레콤(주),2010-12-09,개봉영화,장편,한국,27,"46,244,060",4085,"34,734,000","3,066",공연,전체관람가,일반영화
3209,시저는 죽어야 한다,시저는죽어야한다,"파올로 타비아니,비토리오 타비아니",,(주)에스와이코마드,(주)에스와이코마드,2013-05-02,개봉영화,장편,이탈리아,15,"29,211,000",4083,"18,256,500","2,271",드라마,12세이상관람가,독립/예술영화
3210,요요마와 실크로드 앙상블,요요마와실크로드앙상블,모건 네빌,,(주)영화사 진진,(주)영화사 진진,2017-01-12,개봉영화,장편,미국,17,"30,856,000",4083,"22,875,900","2,868",다큐멘터리,전체관람가,독립/예술영화
3211,반짝이는 박수 소리,반짝이는박수소리,이길보라,영화사 낭만,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2015-04-23,개봉영화,장편,한국,21,"26,070,600",4074,"17,133,600","2,578",다큐멘터리,전체관람가,독립/예술영화
3212,더블,더블,마이클 브랜트,,"(주)토러스엔터테인먼트,(주)트리니티네트워크",에이원엔터테인먼트,2012-11-29,개봉영화,장편,미국,33,"28,004,500",4068,"9,145,000","1,346",범죄,15세이상관람가,일반영화
3213,폴레트의 수상한 베이커리,폴레트의수상한베이커리,제롬 엔리코,,㈜영화사 백두대간,㈜영화사 백두대간,2015-08-13,개봉영화,장편,프랑스,8,"30,108,000",4062,"19,579,000","2,332",드라마,청소년관람불가,독립/예술영화
3214,컨빅션,컨빅션,토니 골드윈,,(주)영화사아이비젼,(주)시너지하우스 (시너지),2013-01-03,개봉영화,장편,미국,37,"29,338,500",4060,"8,994,500","1,180",드라마,15세이상관람가,일반영화
3215,24주,24주,앤 조라 베라치드,,(주)영화사 진진,(주)영화사 진진,2017-06-15,개봉영화,장편,독일,22,"30,480,500",4040,"23,117,000","2,883",드라마,청소년관람불가,독립/예술영화
3216,네버 렛 미 고,네버렛미고,마크 로마넥,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-04-07,개봉영화,장편,미국,12,"31,865,000",4038,"25,972,000","3,257",드라마,15세이상관람가,독립/예술영화
3217,라스트 에너미,라스트에너미,R. 엘리스 프레이저,,(주)미디어로그,(주)미디어데이,2014-03-06,개봉영화,장편,미국,20,"23,820,000",4032,"10,721,000","1,853",액션,15세이상관람가,일반영화
3218,와이 스톱 나우,와이스톱나우,"필 도링,론 니스워너",,(주)미디어로그,와이드 릴리즈(주),2014-10-29,개봉영화,장편,미국,21,"21,637,500",4030,"5,581,000",807,드라마,15세이상관람가,독립/예술영화
3219,꽃비,꽃비,정종훈,유메이크 필름,,어뮤즈,2010-04-01,개봉영화,장편,한국,7,"32,418,490",4029,"27,432,000","3,322",드라마,청소년관람불가,독립/예술영화
3220,불온한 당신,불온한당신,이영,움,,무브먼트,2017-07-20,개봉영화,장편,한국,14,"30,199,500",4028,"22,865,000","2,932",다큐멘터리,15세이상관람가,독립/예술영화
3221,노크 노크,노크노크,일라이 로스,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2015-10-22,개봉영화,장편,미국,72,"33,317,500",4024,"18,982,000","2,223",스릴러,청소년관람불가,일반영화
3222,애프터 파티,애프터파티,미겔 라라야,,(주)미디어로그,(주)미디어로그,2014-10-29,개봉영화,장편,스페인,21,"21,938,000",4006,"5,515,000",799,공포(호러),청소년관람불가,독립/예술영화
3223,프랑코포니아,프랑코포니아,알렉산더 소쿠로프,,(주)영화사 안다미로,(주)영화사 안다미로,2016-06-16,개봉영화,장편,프랑스,25,"29,260,900",4005,"20,605,600","2,601",드라마,12세이상관람가,독립/예술영화
3224,하이프 네이션  힙합사기꾼,하이프네이션힙합사기꾼,박형우,하이프네이션코리아 유한회사,,(주)인벤트스톤,2014-01-16,개봉영화,장편,한국,10,"20,421,000",3996,"7,947,000","1,523",범죄,청소년관람불가,독립/예술영화
3225,베러 와치 아웃,베러와치아웃,크리스 페코버,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2018-02-08,개봉영화,장편,호주,123,"32,568,300",3995,"14,556,600","1,744",공포(호러),청소년관람불가,독립/예술영화
3226,이터너티,이터너티,트란 안 홍,,(주)컴퍼니엘,(주)라이크 콘텐츠,2017-05-18,개봉영화,장편,프랑스,45,"29,456,200",3992,"20,791,500","2,664",멜로/로맨스,12세이상관람가,독립/예술영화
3227,아버지의 이메일,아버지의이메일,홍재희,이야기 보따리 영화제작소,,㈜인디스토리,2014-04-24,개봉영화,장편,한국,21,"27,261,400",3982,"20,332,200","2,890",다큐멘터리,12세이상관람가,독립/예술영화
3228,세상의 끝에서 커피 한잔,세상의끝에서커피한잔,치앙시우청,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-11-05,개봉영화,장편,일본,13,"29,858,000",3965,"20,081,500","2,404",드라마,12세이상관람가,독립/예술영화
3229,할머니의 먼 집,할머니의먼집,이소현,영화사 연필,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2016-09-29,개봉영화,장편,한국,18,"25,369,900",3957,"18,624,800","2,867",다큐멘터리,전체관람가,독립/예술영화
3230,그 강아지 그 고양이,그강아지그고양이,민병우,"웃음을 주는 영화,조이월드앤다이버시티",,씨제이이앤엠(주),2013-12-12,개봉영화,장편,한국,33,"29,642,500",3956,"23,618,500","3,071",멜로/로맨스,12세이상관람가,독립/예술영화
3231,투 나잇 스탠드,투나잇스탠드,맥스 니콜스,,(주)우성엔터테인먼트,와이드 릴리즈(주),2015-05-07,개봉영화,장편,미국,47,"32,489,500",3954,"18,061,500","2,182",멜로/로맨스,청소년관람불가,독립/예술영화
3232,런던시계탑 밑에서 사랑을 찾을 확률,런던시계탑밑에서사랑을찾을확률,벤 팔머,,판씨네마(주),판씨네마(주),2016-01-28,개봉영화,장편,영국,3,"30,120,000",3948,"30,120,000","3,948",코미디,15세이상관람가,일반영화
3233,거룩한 분노,거룩한분노,페트라 볼프,,시네마 뉴원,시네마 뉴원,2018-06-28,개봉영화,장편,스위스,24,"30,413,400",3926,"20,544,700","2,451",드라마,12세이상관람가,독립/예술영화
3234,극장판 타이거 앤 버니,극장판타이거앤버니,요네타니 요시토모,,씨너스엔터테인먼트(주),"㈜T-JOY,씨너스엔터테인먼트(주)",2013-02-28,개봉영화,장편,일본,25,"25,616,000",3906,"18,004,000","2,761",애니메이션,전체관람가,일반영화
3235,원피스  에피소드 오브 메리 ~ 또 하나의 동료 이야기 ~,원피스에피소드오브메리또하나의동료이야기,토코로 카츠미,,얼리버드,와이드 릴리즈(주),2014-08-28,개봉영화,장편,일본,79,"28,590,200",3902,"7,453,000",950,애니메이션,15세이상관람가,독립/예술영화
3236,"1789, 바스티유의 연인들",1789바스티유의연인들,정성복,(주)패뷸러스,,유니버설픽쳐스인터내셔널 코리아(유),2014-09-18,개봉영화,장편,한국,35,"67,308,500",3892,"41,783,500","2,359",뮤지컬,전체관람가,일반영화
3237,사랑과 어둠의 이야기,사랑과어둠의이야기,나탈리 포트만,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2016-09-01,개봉영화,장편,미국,40,"29,272,700",3891,"16,868,600","2,102",드라마,12세이상관람가,독립/예술영화
3238,참새들의 합창,참새들의합창,마지드 마지디,마지드 마지디,(주)유니코리아문예투자,(주)유니코리아문예투자,2010-05-05,개봉영화,장편,이란,5,"28,147,426",3889,"19,553,500","2,634",드라마,전체관람가,일반영화
3239,생각보다 맑은,생각보다맑은,한지원,Studio Allo,,"애니메이션 배급, 씨앗,㈜인디스토리",2015-01-22,개봉영화,장편,한국,17,"27,393,900",3881,"22,611,900","3,139",애니메이션,12세이상관람가,독립/예술영화
3240,우리 의사 선생님,우리의사선생님,니시카와 미와,"반다이비쥬얼컴패니,덴츠,에이세이 게키요,TV 맨 유니온",(주)영화사 진진,(주)영화사 진진,2010-04-29,개봉영화,장편,일본,3,"28,146,918",3868,"25,137,000","3,388",드라마,12세이상관람가,독립/예술영화
3241,"나의 아들, 나의 어머니",나의아들나의어머니,안재민,"창작집단917,민프로덕션",,(주)인디플러그,2015-12-17,개봉영화,장편,한국,24,"27,382,300",3860,"7,922,500","1,055",다큐멘터리,전체관람가,독립/예술영화
3242,여자의 일생,여자의일생,스테판 브리제,,그린나래미디어(주),그린나래미디어(주),2017-04-06,개봉영화,장편,프랑스,19,"26,746,100",3860,"16,663,500","2,230",멜로/로맨스,15세이상관람가,독립/예술영화
3243,여배우들,여배우들,이재용,주식회사 뭉클픽쳐스,,(주)쇼박스,2009-12-10,개봉영화,장편,한국,271,"27,328,575",3854,"24,293,500","3,326",드라마,12세이상관람가,독립/예술영화
3244,하드데이,하드데이,필립 슈톨츨,,(주)월드시네마,(주)마인스 엔터테인먼트,2014-01-16,개봉영화,장편,미국,50,"27,100,000",3852,"11,166,000","1,549",액션,15세이상관람가,일반영화
3245,레이스,레이스,스티븐 홉킨스,,(주)우성엔터테인먼트,(주)영화사 빅,2016-05-25,개봉영화,장편,캐나다,62,"28,867,900",3849,"16,725,400","2,115",드라마,12세이상관람가,독립/예술영화
3246,언프리티 소셜 스타,언프리티소셜스타,맷 스파이서,,(주)엔케이컨텐츠,(주)디스테이션,2018-02-22,개봉영화,장편,미국,142,"29,438,700",3849,"16,532,500","2,055",코미디,15세이상관람가,독립/예술영화
3247,탠저린,탠저린,션 베이커,,(주)미로스페이스,"(주)미로스페이스,(주)드림팩트엔터테인먼트",2018-01-25,개봉영화,장편,미국,16,"29,992,500",3844,"25,157,500","3,125",코미디,청소년관람불가,독립/예술영화
3248,리미츠 오브 컨트롤,리미츠오브컨트롤,짐 자무시,포커스피쳐스,(주)스폰지이엔티,(주)스폰지이엔티,2010-08-12,개봉영화,장편,미국,7,"28,107,804",3841,"25,692,500","3,446",드라마,15세이상관람가,독립/예술영화
3249,소림사 2014,소림사2014,나영창,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-08-28,개봉영화,장편,중국,21,"10,830,000",3834,"3,090,000","1,459",드라마,청소년관람불가,독립/예술영화
3250,마테호른,마테호른,디데릭 에빙어,,(재)전주국제영화제조직위원회,(재)전주국제영화제조직위원회,2014-01-09,개봉영화,장편,네덜란드,11,"24,809,500",3833,"16,224,500","2,176",드라마,15세이상관람가,독립/예술영화
3251,업사이드 다운,업사이드다운,김동빈,프로젝트 투게더,,(주)시네마달,2016-04-14,개봉영화,장편,한국,22,"26,397,000",3833,"14,536,000","1,985",다큐멘터리,12세이상관람가,독립/예술영화
3252,산다,산다,박정범,"세컨드윈드 필름,(유)산다문화산업전문회사",,(주)리틀빅픽쳐스,2015-05-21,개봉영화,장편,한국,33,"29,754,200",3829,"21,686,200","2,673",드라마,청소년관람불가,독립/예술영화
3253,아프리카의 눈물,아프리카의눈물,"장형원,한학수",(주)MBC,,주식회사 마운틴픽쳐스,2011-03-24,개봉영화,장편,한국,36,"27,500,000",3824,"14,719,000","2,055",다큐멘터리,12세이상관람가,독립/예술영화
3254,사랑해! 진영아,사랑해진영아,이성은,"㈜인디스토리,(주)어뮤즈엔터테인먼트",,"㈜인디스토리,(주)인디플러그",2013-11-07,개봉영화,장편,한국,79,"26,852,000",3823,"15,112,000","2,032",드라마,15세이상관람가,독립/예술영화
3255,그라운드의 이방인,그라운드의이방인,김명준,㈜인디스토리,,㈜인디스토리,2015-03-19,개봉영화,장편,한국,28,"24,944,000",3822,"17,870,500","2,659",다큐멘터리,전체관람가,독립/예술영화
3256,서서 자는 나무,서서자는나무,송인선,미카필름,,주식회사 마운틴픽쳐스,2010-12-09,개봉영화,장편,한국,13,"29,303,433",3820,"19,049,500","2,421",멜로/로맨스,전체관람가,독립/예술영화
3257,식구,식구,임영훈,동우하 팩토리,,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",2018-07-12,개봉영화,장편,한국,52,"30,175,400",3816,"20,260,600","2,444",드라마,15세이상관람가,독립/예술영화
3258,오월愛,오월,김태일,상구네 필름,,시네마달,2011-05-12,개봉영화,장편,한국,17,"26,642,500",3810,"17,458,500","2,325",다큐멘터리,전체관람가,독립/예술영화
3259,제이니 존스,제이니존스,데이빗 M. 로젠탈,,주식회사 풍경소리,프리비젼엔터테인먼트,2012-08-23,개봉영화,장편,미국,20,"25,580,000",3794,"15,078,500","2,193",드라마,15세이상관람가,독립/예술영화
3260,마린,마린,멜라니 로랑,,프리비젼엔터테인먼트,프리비젼엔터테인먼트,2012-12-06,개봉영화,장편,프랑스,13,"28,061,500",3788,"19,567,000","2,491",드라마,청소년관람불가,독립/예술영화
3261,이니시에이션 러브,이니시에이션러브,츠츠미 유키히코,,(주)해머픽쳐스,(주)박수엔터테인먼트,2016-03-17,개봉영화,장편,일본,120,"29,475,000",3781,"11,815,500","1,475",멜로/로맨스,12세이상관람가,일반영화
3262,청춘학당  풍기문란 보쌈 야사,청춘학당풍기문란보쌈야사,도창훈,"(주)영화사히트,(주)블루아이엔터테인먼트",,(주)박수엔터테인먼트,2014-03-27,개봉영화,장편,한국,57,"26,637,900",3772,"9,463,500","1,374",멜로/로맨스,청소년관람불가,일반영화
3263,옹녀뎐,옹녀뎐,경석호,영화사 인연,,(주)소나무픽쳐스,2014-08-21,개봉영화,장편,한국,21,"10,197,000",3765,"3,127,000","1,466",멜로/로맨스,청소년관람불가,일반영화
3264,투와이스 본,투와이스본,세르지오 카스텔리토,,,주식회사 디에스이이디,2014-10-30,개봉영화,장편,이탈리아,32,"28,249,700",3753,"14,228,400","1,827",드라마,청소년관람불가,독립/예술영화
3265,위층여자,위층여자,이찬욱,RGB,,노바엔터테인먼트,2014-10-29,개봉영화,장편,한국,20,"18,962,000",3739,"8,869,000","1,700",멜로/로맨스,청소년관람불가,일반영화
3266,맨헌트,맨헌트,오우삼,,주식회사 풍경소리,주식회사 풍경소리,2018-01-25,개봉영화,장편,중국,55,"28,457,500",3738,"18,718,000","2,513",액션,15세이상관람가,독립/예술영화
3267,조지 해리슨,조지해리슨,마틴 스콜세지,,(주)영화사 조제,(주)영화사 조제,2012-07-19,개봉영화,장편,미국,3,"29,895,600",3737,"26,401,600","3,181",다큐멘터리,12세이상관람가,독립/예술영화
3268,어머니,어머니,태준식,어머니 제작위원회,,㈜인디스토리,2012-04-05,개봉영화,장편,한국,19,"25,321,400",3730,"17,060,400","2,399",다큐멘터리,12세이상관람가,독립/예술영화
3269,1월의 두 얼굴,1월의두얼굴,호세인 아미니,,(주)누리픽쳐스,(주)영화사 진진,2014-09-11,개봉영화,장편,영국,45,"26,747,300",3720,"15,988,500","2,145",스릴러,15세이상관람가,독립/예술영화
3270,철원기행,철원기행,김대환,"(주)타이거시네마,DGC",,주식회사 디에스이이디,2016-04-21,개봉영화,장편,한국,29,"26,063,600",3714,"13,829,000","1,817",드라마,12세이상관람가,독립/예술영화
3271,사랑에 빠진 것처럼,사랑에빠진것처럼,압바스 키아로스타미,,(주)영화사 조제,(주)영화사 조제,2013-10-17,개봉영화,장편,프랑스,17,"28,270,500",3712,"20,961,500","2,621",드라마,15세이상관람가,독립/예술영화
3272,미스터 하이네켄,미스터하이네켄,다니엘 알프레드슨,,(주)시네마리퍼블릭,(주)스톰픽쳐스코리아,2015-09-17,개봉영화,장편,영국,54,"29,494,300",3711,"20,014,100","2,402",액션,15세이상관람가,독립/예술영화
3273,아웃사이더,아웃사이더,브라이언 A 밀러,,(주)미디어데이,(주)미디어데이,2015-06-21,개봉영화,장편,미국,2,"18,555,000",3711,"18,555,000","3,711",액션,15세이상관람가,일반영화
3274,뮤지컬 쉬 러브즈 미,뮤지컬쉬러브즈미,토드 하이메스,,C 무비,C 무비,2017-07-06,개봉영화,장편,미국,45,"27,428,100",3709,"16,578,000","2,176",공연,전체관람가,일반영화
3275,디아틀로프,디아틀로프,레니 할린,,(주)드림웨스트픽쳐스,(주)팝엔터테인먼트,2013-06-13,개봉영화,장편,미국,41,"25,555,500",3707,"10,609,500","1,493",스릴러,15세이상관람가,일반영화
3276,델타 보이즈,델타보이즈,고봉수,,,㈜인디스토리,2017-06-08,개봉영화,장편,한국,28,"26,490,600",3705,"17,195,000","2,204",드라마,15세이상관람가,독립/예술영화
3277,악인,악인,이상일,,(주)도키엔터테인먼트,주식회사 마운틴픽쳐스,2011-06-09,개봉영화,장편,일본,26,"27,535,500",3703,"18,036,500","2,315",드라마,청소년관람불가,독립/예술영화
3278,마셰티,마셰티,"로버트 로드리게즈,에단 마니퀴스",,㈜코리아스크린,(주)화앤담이엔티,2011-04-21,개봉영화,장편,미국,35,"27,981,000",3702,"14,390,500","1,845",액션,청소년관람불가,일반영화
3279,은혼2 규칙은 깨라고 있는 것,은혼2규칙은깨라고있는것,후쿠다 유이치,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2018-12-13,개봉영화,장편,일본,48,"30,828,650",3698,"17,891,200","2,072",코미디,12세이상관람가,일반영화
3280,퍼미션,퍼미션,브라이언 크라노,,(주)에스와이코마드,(주)에스와이코마드,2019-02-27,개봉영화,장편,미국,53,"29,192,210",3685,"18,496,910","2,335",코미디,청소년관람불가,독립/예술영화
3281,프리다의 그해 여름,프리다의그해여름,카를라 시몬,,(주)엔케이컨텐츠,(주)디스테이션,2018-10-25,개봉영화,장편,스페인,37,"28,802,800",3684,"17,392,800","2,103",드라마,전체관람가,독립/예술영화
3282,새벽의 약속,새벽의약속,에릭 바르비에,,(주)일레븐엔터테인먼트,(주)일레븐엔터테인먼트,2018-11-22,개봉영화,장편,프랑스,21,"28,474,850",3682,"19,711,850","2,327",드라마,15세이상관람가,독립/예술영화
3283,데스티네이션 웨딩,데스티네이션웨딩,빅터 레빈,,(주)유로커뮤니케이션,(주)유로커뮤니케이션,2018-12-13,개봉영화,장편,미국,85,"29,269,500",3679,"15,116,000","1,852",코미디,15세이상관람가,독립/예술영화
3284,적도,적도,"렁록만,써니 럭",,판씨네마(주),판씨네마(주),2015-05-28,개봉영화,장편,홍콩,71,"27,026,500",3679,"13,885,500","1,889",액션,15세이상관람가,일반영화
3285,침입자들  로봇의 역습,침입자들로봇의역습,패트릭 라이언 심즈,,(주)미디어로그,(주)미디어데이,2014-05-15,개봉영화,장편,미국,20,"24,888,000",3672,"13,875,000","2,101",액션,12세이상관람가,일반영화
3286,더 덴,더덴,재커리 도노휴,,㈜코리아스크린,와이드 릴리즈(주),2014-11-20,개봉영화,장편,미국,20,"19,989,000",3656,"4,695,000",674,공포(호러),청소년관람불가,일반영화
3287,아버지를 마지막으로 본 것은 언제입니까,아버지를마지막으로본것은언제입니까,아넌드 터커,아르체 스트리트,(주)소나무픽쳐스,프리비젼엔터테인먼트,2010-05-27,개봉영화,장편,아일랜드,12,"26,589,161",3656,"16,374,700","2,176",드라마,12세이상관람가,독립/예술영화
3288,나의 서른에게,나의서른에게,팽수혜,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2017-11-23,개봉영화,장편,홍콩,67,"26,418,400",3646,"16,895,900","2,361",드라마,15세이상관람가,독립/예술영화
3289,러브 앤 아트,러브앤아트,프레드 쉐피시,,(주)시네마리퍼블릭,(주)영화사오원,2017-11-09,개봉영화,장편,미국,36,"27,906,300",3640,"19,669,000","2,514",멜로/로맨스,15세이상관람가,독립/예술영화
3290,해피 해피 와이너리,해피해피와이너리,미시마 유키코,,주식회사 씨네룩스,주식회사 씨네룩스,2015-03-12,개봉영화,장편,일본,23,"26,356,300",3640,"19,253,600","2,522",코미디,전체관람가,독립/예술영화
3291,커피 한잔이 섹스에 미치는 영향,커피한잔이섹스에미치는영향,스테이시 패숀,,㈜영화사 백두대간,㈜영화사 백두대간,2014-06-26,개봉영화,장편,미국,7,"26,166,000",3639,"15,906,000","1,969",드라마,청소년관람불가,독립/예술영화
3292,맥코리아,맥코리아,김형렬,(주)디케이미디어,,주식회사 마운틴픽쳐스,2012-10-18,개봉영화,장편,한국,16,"25,154,000",3631,"17,125,000","2,314",다큐멘터리,15세이상관람가,독립/예술영화
3293,포제션  중독된 사랑,포제션중독된사랑,"조엘 버그발,시몬 샌드퀴스트",,(주)미디어데이,(주)미디어데이,2015-06-21,개봉영화,장편,미국,2,"18,125,000",3625,"18,125,000","3,625",미스터리,15세이상관람가,일반영화
3294,우리에겐 교황이 있다,우리에겐교황이있다,난니 모레티,,(주)퓨어픽쳐스인터내셔널코리아,주식회사 마운틴픽쳐스,2013-05-02,개봉영화,장편,이탈리아,20,"26,114,500",3624,"18,880,500","2,535",드라마,전체관람가,독립/예술영화
3295,애정만세,애정만세,"양익준,부지영",㈜인디스토리,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-06-09,개봉영화,옴니버스,한국,13,"27,029,400",3620,"20,150,900","2,512",멜로/로맨스,15세이상관람가,독립/예술영화
3296,나는 다른 언어로 꿈을 꾼다,나는다른언어로꿈을꾼다,에르네스토 콘트레라스,,에이케이엔터테인먼트(주),아이 엠,2019-03-07,개봉영화,장편,멕시코,21,"26,866,710",3615,"18,751,810","2,353",드라마,15세이상관람가,독립/예술영화
3297,래미의 초특급 시간여행,래미의초특급시간여행,웨이밍 황,,(주)하이라이트픽쳐스,와이드 릴리즈(주),2019-02-27,개봉영화,장편,중국,96,"27,150,800",3610,"8,306,000","1,032",애니메이션,전체관람가,일반영화
3298,파이널리스트,파이널리스트,브렛 반휘네커,,씨네블루밍,(주)트리플픽쳐스,2019-01-24,개봉영화,장편,벨기에,22,"28,031,600",3599,"20,209,800","2,438",다큐멘터리,전체관람가,독립/예술영화
3299,영춘권 무림 절대 고수,영춘권무림절대고수,장동조,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-07-19,개봉영화,장편,중국,5,"12,145,000",3595,"12,145,000","3,595",액션,15세이상관람가,일반영화
3300,아버지를 위한 노래,아버지를위한노래,파올로 소렌티노,,(주)쇼박스,(주)쇼박스,2012-05-03,개봉영화,장편,이탈리아,1,"28,773,000",3594,"27,523,000","3,352",범죄,12세이상관람가,독립/예술영화
3301,대관람차,대관람차,"백재호,이희섭",우주레이블,,무브먼트,2018-08-30,개봉영화,장편,한국,36,"29,812,250",3591,"22,999,950","2,616",드라마,12세이상관람가,독립/예술영화
3302,스킨 트레이드,스킨트레이드,에카차이 우에크롱탐,,(주)수키픽쳐스,(주)로드하우스,2015-08-20,개봉영화,장편,미국,20,"18,621,000",3588,"8,018,000","1,602",액션,청소년관람불가,일반영화
3303,경계의 저편  I'LL BE HERE -과거편-,경계의저편illbehere과거편,이시다테 타이치,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-10-22,개봉영화,장편,일본,32,"25,700,000",3579,"12,524,000","1,728",애니메이션,12세이상관람가,독립/예술영화
3304,포세이돈,포세이돈,마크 L. 레스터,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-09-18,개봉영화,장편,미국,20,"9,524,000",3576,"5,547,000","2,665",SF,15세이상관람가,일반영화
3305,오스카 그랜트의 어떤 하루,오스카그랜트의어떤하루,라이언 쿠글러,,(주)영화사 진진,(주)영화사 진진,2014-01-16,개봉영화,장편,미국,18,"24,970,500",3573,"19,042,000","2,612",드라마,15세이상관람가,독립/예술영화
3306,레드라인,레드라인,코이케 타케시,,(주)아인스M&M,에이원엔터테인먼트,2011-05-12,개봉영화,장편,일본,29,"28,676,000",3572,"22,144,500","2,709",애니메이션,15세이상관람가,일반영화
3307,순천,순천,이홍기,(주)리키필름,,(주)인디플러그,2014-09-04,개봉영화,장편,한국,5,"22,738,200",3562,"8,774,100","1,156",다큐멘터리,전체관람가,독립/예술영화
3308,천하칠검 양가장,천하칠검양가장,우인태,,(주)포커스엔터테인먼트,(주)미디어데이,2013-05-02,개봉영화,장편,중국,5,"24,947,500",3551,"24,947,500","3,551",드라마,15세이상관람가,일반영화
