영화명,개봉전 평점,총댓글수(개봉전),댓글모음,﻿순번,영진위 영화명,제작사_x,수입사_x,배급사_x,개봉일_x,영화유형_x,영화형태_x,국적_x,전국스크린수_x,전국매출액_x,전국관객수_x,서울매출액_x,서울관객수_x,장르_x,등급_x,영화구분_x,감독,순번,제작사_y,수입사_y,배급사_y,개봉일_y,영화유형_y,영화형태_y,국적_y,전국스크린수_y,전국매출액_y,전국관객수_y,서울매출액_y,서울관객수_y,장르_y,등급_y,영화구분_y,원작도서유무,네이버기대지수,_merge
가족시네마,,,,,,,,,,,,,,,,,,,,,신수원이수연김성호홍지영,3673.0,"(주)수필름,포디렉터스",,골든타이드픽처스(주),2012-11-08,개봉영화,옴니버스,한국,12,"14,885,000","2,068","9,991,000","1,316",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
비바프랑스,,,,,,,,,,,,,,,,,,,,,미카엘윤,3682.0,,"(주)엔케이컨텐츠,(주)미디어데이",(주)미디어데이,2013-08-22,개봉영화,장편,프랑스,6,"14,325,000","2,050","14,220,000","2,035",코미디,15세이상관람가,일반영화,0.0,0.0,right_only
초이스,,,,,,,,,,,,,,,,,,,,,로스캐츠,3684.0,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,2018-11-08,개봉영화,장편,미국,62,"17,280,100","2,046","6,915,500",802,멜로/로맨스,12세이상관람가,독립/예술영화,1.0,155.0,right_only
마린스키발레호두까기인형3d,,,,,,,,,,,,,,,,,,,,,발레리게르기예프,3691.0,,(주)인스터피씨엠,(주)인스터피씨엠,2012-12-06,개봉영화,장편,러시아,7,"33,071,000","2,036","26,463,000","1,527",공연,전체관람가,일반영화,0.0,0.0,right_only
세이브어라이프,,,,,,,,,,,,,,,,,,,,,브라이언보,3698.0,뉴 송 픽처스,(주)드림웨스트픽쳐스,주식회사 마운틴픽쳐스,2010-11-11,개봉영화,장편,미국,6,"8,645,263","2,017","7,057,000","1,684",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
메이지가알고있었던일,,,,,,,,,,,,,,,,,,,,,스콧맥게히데이빗시겔,3704.0,,"(주)메인타이틀픽쳐스,영화사 마농(주)",(주)미디어데이,2014-03-27,개봉영화,장편,미국,22,"13,981,500","2,003","9,521,500","1,377",드라마,15세이상관람가,독립/예술영화,0.0,160.0,right_only
파리오페라,,,,,,,,,,,,,,,,,,,,,장스테판브롱,3708.0,,주식회사 더쿱,주식회사 더쿱,2018-05-17,개봉영화,장편,프랑스,20,"16,069,600","2,002","11,975,500","1,477",다큐멘터리,전체관람가,독립/예술영화,0.0,30.0,right_only
바다의뚜껑,,,,,,,,,,,,,,,,,,,,,토요시마케이스케,3709.0,,(주)영화사 안다미로,(주)영화사 안다미로,2016-09-29,개봉영화,장편,일본,20,"15,488,400","2,001","10,636,000","1,286",드라마,전체관람가,독립/예술영화,0.0,244.0,right_only
원나잇온리,,,,,,,,,,,,,,,,,,,,,김조광수,3714.0,(주)레인보우팩토리,,(주)레인보우팩토리,2014-07-03,개봉영화,옴니버스,한국,18,"15,556,300","1,990","10,510,300","1,235",기타,청소년관람불가,독립/예술영화,0.0,938.0,right_only
페르소나,,,,,,,,,,,,,,,,,,,,,잉마르베리만,3717.0,,㈜영화사 백두대간,㈜영화사 백두대간,2013-07-25,개봉영화,장편,스웨덴,1,"16,512,000","1,988","16,512,000","1,988",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
쇼트피스,,,,,,,,,,,,,,,,,,,,,오토모가츠히로,3720.0,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-04-17,개봉영화,장편,일본,6,"13,992,000","1,975","8,007,000","1,125",애니메이션,12세이상관람가,독립/예술영화,0.0,39.0,right_only
시선사이,,,,,,,,,,,,,,,,,,,,,최익환이광국,3728.0,"국가인권위원회,(주) 루스이소니도스",,(주)영화사 진진,2016-06-09,개봉영화,옴니버스,한국,28,"14,749,200","1,961","10,536,500","1,314",드라마,12세이상관람가,독립/예술영화,0.0,358.0,right_only
배드캅,,,,,,,,,,,,,,,,,,,,,제이크메이어스,3729.0,,(주)영화사 안다미로,(주)영화사 안다미로,2017-11-07,개봉영화,장편,미국,2,"9,800,000","1,960","9,800,000","1,960",코미디,15세이상관람가,일반영화,0.0,0.0,right_only
드리프트,,,,,,,,,,,,,,,,,,,,,벤노트모건오닐,3742.0,,씨네그루(주)다우기술,씨네그루(주)다우기술,2013-08-22,개봉영화,장편,호주,3,"13,721,000","1,932","11,982,000","1,660",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
아이애나,,,,,,,,,,,,,,,,,,,,,버나비사우스콤,3758.0,,찬란,찬란,2013-06-06,개봉영화,장편,영국,13,"13,879,000","1,878","9,933,000","1,264",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,0.0,right_only
우리는썰매를탄다,,,,,,,,,,,,,,,,,,,,,김경만김경만,3767.0,태흥영화(주),,(주)콘텐츠 난다긴다,2018-03-07,개봉영화,장편,한국,58,"13,450,900","1,863","4,587,200",537,다큐멘터리,전체관람가,독립/예술영화,0.0,130.0,right_only
행맨,,,,,,,,,,,,,,,,,,,,,조니마틴,3770.0,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-01-23,개봉영화,장편,미국,63,"14,972,890","1,860","7,980,600",965,미스터리,15세이상관람가,일반영화,0.0,62.0,right_only
악질경찰,,,,,,,,,,,,,,,,,,,,,베르너헤어조그,3783.0,,(유)조이앤컨텐츠그룹,팝엔터테인먼트,2011-11-10,개봉영화,장편,미국,25,"13,370,500","1,835","3,797,000",487,스릴러,청소년관람불가,일반영화,0.0,0.0,right_only
레이징피닉스2여자옹박의귀환,,,,,,,,,,,,,,,,,,,,,펫챠이왕캄라오,3789.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-15,개봉영화,장편,태국,1,"3,809,000","1,822","3,809,000","1,822",액션,청소년관람불가,일반영화,0.0,31.0,right_only
징기스칸제국의건설,,,,,,,,,,,,,,,,,,,,,샤그다슈렌,3792.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-08,개봉영화,장편,몽고,1,"3,817,000","1,821","3,817,000","1,821",전쟁,15세이상관람가,독립/예술영화,0.0,0.0,right_only
캔유필잇,,,,,,,,,,,,,,,,,,,,,찰리프리드릭스,3793.0,,피엠피앤컴퍼니,어뮤즈,2012-07-26,개봉영화,장편,미국,4,"14,793,000","1,820","12,763,000","1,560",공연,15세이상관람가,독립/예술영화,0.0,0.0,right_only
파라다이스러브,,,,,,,,,,,,,,,,,,,,,울리히세이들,3812.0,,(주)월드시네마,(주)월드시네마,2013-10-17,개봉영화,장편,독일,5,"12,922,500","1,788","10,569,000","1,391",드라마,청소년관람불가,독립/예술영화,,,right_only
돈맛,,,,,,,,,,,,,,,,,,,,,홍수동백수호,3829.0,(주)블루아이엔터테인먼트,,(주)박수엔터테인먼트,2016-09-29,개봉영화,장편,한국,50,"8,439,000","1,733","4,295,000",789,멜로/로맨스,청소년관람불가,일반영화,0.0,52.0,right_only
시선너머,,,,,,,,,,,,,,,,,,,,,강이관윤성현신동일,3833.0,국가인권위원회,,㈜인디스토리,2011-04-28,개봉영화,옴니버스,한국,8,"12,885,900","1,729","11,154,900","1,467",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
몽키킹손오공의탄생,,,,,,,,,,,,,,,,,,,,,정보서,3835.0,,(주)퓨어픽쳐스인터내셔널코리아,주식회사 마운틴픽쳐스,2014-12-10,개봉영화,장편,중국,21,"13,032,900","1,725","5,762,500",775,판타지,12세이상관람가,일반영화,0.0,776.0,right_only
옹박영웅의탄생,,,,,,,,,,,,,,,,,,,,,다인사이드,3838.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-02-21,개봉영화,장편,말레이시아,1,"3,601,000","1,723","3,601,000","1,723",액션,청소년관람불가,일반영화,0.0,0.0,right_only
트랜스머신만테라,,,,,,,,,,,,,,,,,,,,,알리야르알리커티미자모하메드,3842.0,,스크린조이,스크린조이,2014-07-15,개봉영화,장편,말레이시아,20,"8,370,000","1,711","2,600,000",520,SF,12세이상관람가,일반영화,0.0,90.0,right_only
사대명포2,,,,,,,,,,,,,,,,,,,,,진가상,3846.0,,(주)디앤아이컴퍼니,(주)디앤아이컴퍼니,2014-01-16,개봉영화,장편,홍콩,5,"7,590,000","1,700",0,0,액션,15세이상관람가,일반영화,0.0,0.0,right_only
너와극장에서,,,,,,,,,,,,,,,,,,,,,유지영정가영김태진정가영,3854.0,서울독립영화제,,서울독립영화제,2018-06-28,개봉영화,옴니버스,한국,16,"11,880,600","1,689","9,018,000","1,219",드라마,12세이상관람가,독립/예술영화,0.0,23.0,right_only
10아이템오어레스,,,,,,,,,,,,,,,,,,,,,브래드실버링,3862.0,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2013-06-13,개봉영화,장편,미국,13,"8,207,000","1,676","1,425,000",227,코미디,15세이상관람가,독립/예술영화,0.0,0.0,right_only
에덴로스트인뮤직,,,,,,,,,,,,,,,,,,,,,미아한센로브,3863.0,,찬란,찬란,2015-10-29,개봉영화,장편,프랑스,11,"13,493,300","1,675","11,654,300","1,408",드라마,청소년관람불가,독립/예술영화,0.0,169.0,right_only
친구의아내를탐하다,,,,,,,,,,,,,,,,,,,,,얀흐레베이크,3878.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-05-31,개봉영화,장편,체코,1,"3,501,000","1,653",0,0,코미디,청소년관람불가,독립/예술영화,0.0,28.0,right_only
에스엠타운라이브인도쿄스페셜에디션3d,,,,,,,,,,,,,,,,,,,,,유호진,3881.0,에스비에스 바이아컴 유한회사,,(주)에스비에스콘텐츠허브,2012-10-11,개봉영화,장편,한국,63,"18,130,000","1,652","8,219,500",738,공연,전체관람가,일반영화,0.0,0.0,right_only
아웃포스트블랙선,,,,,,,,,,,,,,,,,,,,,스티브바커,3886.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-20,개봉영화,장편,영국,1,"3,495,000","1,650",0,0,스릴러,15세이상관람가,독립/예술영화,0.0,0.0,right_only
언디스퓨티드1대100의혈투,,,,,,,,,,,,,,,,,,,,,에두아르도로드리게스,3888.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-07,개봉영화,장편,캐나다,1,"3,460,000","1,650","2,292,000","1,101",액션,청소년관람불가,일반영화,0.0,0.0,right_only
간츠오,,,,,,,,,,,,,,,,,,,,,사토케이이치,3898.0,,(주)미디어캐슬,(주)미디어캐슬,2017-05-11,개봉영화,장편,일본,47,"12,687,500","1,625","6,523,000",815,애니메이션,청소년관람불가,일반영화,1.0,544.0,right_only
스트레인저인사이드,,,,,,,,,,,,,,,,,,,,,아담네우츠키불프,3902.0,,(주)미디어로그,(주)미디어데이,2013-09-26,개봉영화,장편,덴마크,5,"8,705,000","1,612","8,705,000","1,612",스릴러,청소년관람불가,독립/예술영화,0.0,0.0,right_only
비밀과외,,,,,,,,,,,,,,,,,,,,,미스터엘,3916.0,(주)케이알씨지,,(주)케이알씨지,2014-02-13,개봉영화,장편,한국,5,"2,485,000","1,590","500,000",100,멜로/로맨스,청소년관람불가,일반영화,0.0,0.0,right_only
가을소나타,,,,,,,,,,,,,,,,,,,,,잉마르베리만,3917.0,,㈜영화사 백두대간,㈜영화사 백두대간,2012-03-22,개봉영화,장편,스웨덴,1,"12,617,000","1,589","12,617,000","1,589",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
히어로,,,,,,,,,,,,,,,,,,,,,김홍익,3918.0,(주)마루인큐브,,주식회사 마운틴픽쳐스,2010-11-18,개봉영화,장편,한국,2,"13,661,494","1,589","13,447,000","1,564",드라마,15세이상관람가,일반영화,0.0,0.0,right_only
넘버스스테이션,,,,,,,,,,,,,,,,,,,,,카스퍼바포드,3943.0,,(주)메인타이틀픽쳐스,(주)미디어데이,2013-06-05,개봉영화,장편,미국,6,"10,894,000","1,551","10,894,000","1,551",스릴러,15세이상관람가,일반영화,0.0,0.0,right_only
잔다라더피날레,,,,,,,,,,,,,,,,,,,,,ml반데바노프데바쿤,3951.0,,(주)퍼스트런,(주)퍼스트런,2014-05-01,개봉영화,장편,태국,20,"11,852,000","1,546","2,738,000",368,드라마,청소년관람불가,일반영화,0.0,49.0,right_only
슬립리스나이트,,,,,,,,,,,,,,,,,,,,,프레데릭쟈댕,3966.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-07-11,개봉영화,장편,프랑스,1,"3,684,000","1,528","3,684,000","1,528",스릴러,청소년관람불가,일반영화,0.0,0.0,right_only
레닌그라드900일간의전투,,,,,,,,,,,,,,,,,,,,,알렉산드르블라브스키,3965.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-01-20,개봉영화,장편,러시아,1,"3,266,000","1,528",0,0,전쟁,15세이상관람가,독립/예술영화,0.0,0.0,right_only
플라워쇼,,,,,,,,,,,,,,,,,,,,,비비안드쿠시,3967.0,,"(주)가보차,(주)영화공간",(주)디스테이션,2016-10-27,개봉영화,장편,아일랜드,15,"10,720,400","1,524","2,739,000",347,드라마,12세이상관람가,독립/예술영화,0.0,997.0,right_only
반딧불언덕에서,,,,,,,,,,,,,,,,,,,,,우다고노스케,3971.0,,얼리버드,골든타이드픽처스(주),2012-11-01,개봉영화,장편,일본,14,"9,519,500","1,516","1,069,000",142,애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
부기우기상위1의섹스,,,,,,,,,,,,,,,,,,,,,던컨워드,3973.0,,(주)소나무픽쳐스,(주)소나무픽쳐스,2013-06-20,개봉영화,장편,영국,1,"6,064,000","1,514","6,064,000","1,514",코미디,청소년관람불가,일반영화,0.0,0.0,right_only
김정일리아,,,,,,,,,,,,,,,,,,,,,nc하이킨,3974.0,,㈜크래커픽쳐스,㈜크래커픽쳐스,2011-06-23,개봉영화,장편,미국,7,"10,618,000","1,513","8,876,000","1,256",다큐멘터리,전체관람가,독립/예술영화,0.0,0.0,right_only
