영화명,개봉전 평점,총댓글수(개봉전),댓글모음,﻿순번,영진위 영화명,제작사_x,수입사_x,배급사_x,개봉일_x,영화유형_x,영화형태_x,국적_x,전국스크린수_x,전국매출액_x,전국관객수_x,서울매출액_x,서울관객수_x,장르_x,등급_x,영화구분_x,감독,순번,제작사_y,수입사_y,배급사_y,개봉일_y,영화유형_y,영화형태_y,국적_y,전국스크린수_y,전국매출액_y,전국관객수_y,서울매출액_y,서울관객수_y,장르_y,등급_y,영화구분_y,원작도서유무,네이버기대지수,_merge
겨울왕국의무민,,,,,,,,,,,,,,,,,,,,,야쿱론스키이라카르페란,1971.0,,(주)영화사 안다미로,(주)팝엔터테인먼트,2018-02-08,개봉영화,장편,핀란드,135,"132,193,500","24,658","67,161,000","13,167",애니메이션,전체관람가,독립/예술영화,0.0,222.0,right_only
환상의그대,,,,,,,,,,,,,,,,,,,,,우디알렌,1974.0,,(주)티캐스트,(주)티캐스트,2011-01-27,개봉영화,장편,미국,11,"198,216,500","24,579","174,148,500","21,385",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,0.0,right_only
키즈모노가타리i철혈편,,,,,,,,,,,,,,,,,,,,,신보아키유키,1976.0,,(주)애니플러스,(주)박수엔터테인먼트,2016-06-30,개봉영화,장편,일본,74,"187,057,500","24,492","79,359,000","10,169",애니메이션,15세이상관람가,일반영화,0.0,1039.0,right_only
스파이크,,,,,,,,,,,,,,,,,,,,,다비드알로에릭토스티,1984.0,,"예지림엔터테인먼트,선필름","예지림엔터테인먼트,선필름",2013-12-05,개봉영화,장편,프랑스,159,"145,382,500","24,346","22,310,500","3,364",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
나이스가이즈,,,,,,,,,,,,,,,,,,,,,쉐인블랙,1987.0,,(주)누보필림,메가박스중앙(주)플러스엠,2016-07-06,개봉영화,장편,미국,249,"187,911,838","24,268","78,323,838","9,864",범죄,청소년관람불가,일반영화,0.0,434.0,right_only
캡틴스터비,,,,,,,,,,,,,,,,,,,,,리처드라니,1992.0,,(주)퍼스트런,(주)디스테이션,2018-11-01,개봉영화,장편,미국,276,"173,778,600","24,019","30,942,700","3,748",애니메이션,전체관람가,독립/예술영화,0.0,50.0,right_only
언노운걸,,,,,,,,,,,,,,,,,,,,,뤽다르덴장피에르다르덴,1995.0,,오드,오드,2017-05-03,개봉영화,장편,벨기에,67,"190,909,700","23,827","146,573,400","17,766",드라마,12세이상관람가,독립/예술영화,0.0,182.0,right_only
사이코패스,,,,,,,,,,,,,,,,,,,,,시오타니나오요시,2001.0,,(주)애니플러스,(주)박수엔터테인먼트,2015-05-28,개봉영화,장편,일본,69,"191,148,000","23,586","91,204,000","10,797",애니메이션,15세이상관람가,독립/예술영화,0.0,1667.0,right_only
디노타샤공룡대탐험,,,,,,,,,,,,,,,,,,,,,데이빗크렌츠에릭넬슨,2003.0,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2014-01-29,개봉영화,장편,미국,138,"165,071,000","23,530","45,164,500","6,202",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
하이스피드프리스타팅데이즈,,,,,,,,,,,,,,,,,,,,,타케모토야스히로,2005.0,,(주)애니플러스,(주)박수엔터테인먼트,2016-03-24,개봉영화,장편,일본,60,"172,018,500","23,496","80,296,000","10,627",애니메이션,전체관람가,일반영화,0.0,1479.0,right_only
미스터캣,,,,,,,,,,,,,,,,,,,,,배리소넨필드,2012.0,,"(주)비트윈에프앤아이,(주)젠픽쳐스",(주)리틀빅픽쳐스,2016-10-19,개봉영화,장편,프랑스,241,"181,383,750","23,350","66,025,750","8,237",코미디,전체관람가,독립/예술영화,0.0,987.0,right_only
리틀뱀파이어,,,,,,,,,,,,,,,,,,,,,리처드클라우스카스텐킬러리치,2022.0,,(주)머스트씨무비릴리징컴퍼니,(주)이수C&E,2018-01-18,개봉영화,장편,독일,213,"164,278,600","23,014","33,037,500","4,370",애니메이션,전체관람가,독립/예술영화,1.0,366.0,right_only
윌리,,,,,,,,,,,,,,,,,,,,,칼멘데스,2031.0,,㈜코리아스크린,㈜코리아스크린,2018-10-25,개봉영화,장편,말레이시아,162,"178,555,800","22,716","38,075,600","4,639",애니메이션,전체관람가,독립/예술영화,0.0,134.0,right_only
지상의별처럼,,,,,,,,,,,,,,,,,,,,,아미르칸아몰굽트,2035.0,,(주)쁘리야,(주)엣나인필름,2012-09-06,개봉영화,장편,인도,20,"146,480,500","22,612","99,318,500","14,368",드라마,전체관람가,독립/예술영화,0.0,0.0,right_only
엘리제궁의요리사,,,,,,,,,,,,,,,,,,,,,크리스티앙뱅상,2044.0,,판씨네마(주),판씨네마(주),2015-03-19,개봉영화,장편,프랑스,112,"168,546,500","22,173","101,654,100","12,833",코미디,12세이상관람가,독립/예술영화,0.0,392.0,right_only
파워배틀와치카와치가면의역습,,,,,,,,,,,,,,,,,,,,,이영준김래경,2045.0,(주)삼지애니메이션,,(주)삼지애니메이션,2017-06-01,개봉영화,장편,한국,246,"153,909,000","22,110","23,060,800","2,968",애니메이션,전체관람가,일반영화,0.0,366.0,right_only
이브생로랑,,,,,,,,,,,,,,,,,,,,,자릴레스페르,2068.0,,(주)블룸즈베리파트너스,(주)블룸즈베리파트너스,2014-06-26,개봉영화,장편,프랑스,53,"166,422,300","21,280","112,235,300","14,017",드라마,청소년관람불가,독립/예술영화,0.0,577.0,right_only
휘트니,,,,,,,,,,,,,,,,,,,,,케빈맥도널드,2072.0,,판씨네마(주),판씨네마(주),2018-08-23,개봉영화,장편,미국,80,"173,620,027","21,094","118,319,827","13,787",드라마,15세이상관람가,독립/예술영화,0.0,80.0,right_only
나쁜나라,,,,,,,,,,,,,,,,,,,,,김진열이수정정일건,2079.0,4.16 세월호 참사 시민기록위원회,,"<나쁜 나라> 배급위원회,(주)시네마달",2015-12-03,개봉영화,장편,한국,19,"139,403,400","20,803","60,590,000","8,452",다큐멘터리,12세이상관람가,독립/예술영화,0.0,11088.0,right_only
워리어,,,,,,,,,,,,,,,,,,,,,개빈오코너,2081.0,,(주)화앤담이엔티,(주)화앤담이엔티,2011-11-02,개봉영화,장편,미국,142,"150,308,500","20,702","56,519,500","7,423",드라마,15세이상관람가,일반영화,0.0,0.0,right_only
프란츠,,,,,,,,,,,,,,,,,,,,,프랑수아오종,2086.0,,찬란,찬란,2017-07-20,개봉영화,장편,프랑스,47,"149,038,100","20,437","103,884,200","13,725",멜로/로맨스,12세이상관람가,독립/예술영화,0.0,345.0,right_only
극장판어드벤처타임비밀의아일랜드,,,,,,,,,,,,,,,,,,,,,엘리자베스이토,2097.0,,터너코리아 유한회사,(주)팝엔터테인먼트,2017-04-13,개봉영화,장편,미국,125,"163,679,600","19,986","42,688,900","4,756",애니메이션,전체관람가,일반영화,0.0,947.0,right_only
빌리진킹세기의대결,,,,,,,,,,,,,,,,,,,,,발레리페리스조나단데이턴,2098.0,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-11-16,개봉영화,장편,미국,135,"158,734,000","19,952","95,144,100","11,760",코미디,15세이상관람가,일반영화,0.0,424.0,right_only
커플테라피대화가필요해,,,,,,,,,,,,,,,,,,,,,피터빌링슬레이,2105.0,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-02-25,개봉영화,장편,미국,66,"150,557,480","19,623","63,972,500","7,997",코미디,15세이상관람가,일반영화,0.0,0.0,right_only
라이프,,,,,,,,,,,,,,,,,,,,,안톤코르빈,2107.0,,(주)프레인글로벌,"(주)영화사오원,(주)프레인글로벌",2015-10-15,개봉영화,장편,캐나다,99,"155,668,185","19,596","100,206,485","12,230",드라마,15세이상관람가,독립/예술영화,0.0,1302.0,right_only
웨딩스캔들,,,,,,,,,,,,,,,,,,,,,신동엽,2108.0,(주)엔브릭스,,(주)마인스 엔터테인먼트,2012-09-06,개봉영화,장편,한국,121,"124,977,000","19,569","16,675,500","2,417",코미디,15세이상관람가,일반영화,0.0,0.0,right_only
스페이스독2,,,,,,,,,,,,,,,,,,,,,이나예블라니코바알렉산더크람초프바딤소츠코프,2113.0,,에이원엔터테인먼트,(주)지어소프트,2014-12-11,개봉영화,장편,러시아,108,"121,383,600","19,445","20,166,800","3,075",애니메이션,전체관람가,일반영화,0.0,68.0,right_only
상실의시대,,,,,,,,,,,,,,,,,,,,,트란안홍,2132.0,,(주)도키엔터테인먼트,예지림엔터테인먼트,2011-04-21,개봉영화,장편,일본,53,"144,737,800","18,872","95,539,300","12,282",드라마,청소년관람불가,독립/예술영화,1.0,0.0,right_only
토마스와친구들극장판3,,,,,,,,,,,,,,,,,,,,,그렉티어넌,2133.0,,(주)코카반,에이원엔터테인먼트,2011-05-05,개봉영화,장편,영국,110,"130,641,500","18,845","50,024,500","7,122",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
무민더무비,,,,,,,,,,,,,,,,,,,,,자비에피카르,2148.0,,주식회사 풍경소리,(주)팝엔터테인먼트,2015-08-13,개봉영화,장편,핀란드,161,"132,866,700","18,254","62,120,300","8,013",애니메이션,전체관람가,독립/예술영화,0.0,894.0,right_only
스페이스치킨마법부적의비밀,,,,,,,,,,,,,,,,,,,,,알렉스오렐에두와르도슐츠,2154.0,,(주)나우콘텐츠,(주)박수엔터테인먼트,2018-10-25,개봉영화,장편,미국,273,"124,899,500","18,169","14,470,000","1,870",애니메이션,전체관람가,일반영화,0.0,66.0,right_only
이디야와얼음왕국의전설,,,,,,,,,,,,,,,,,,,,,낸시플로렌스사바드,2155.0,,(주)미디어데이,(주)미디어데이,2014-02-27,개봉영화,장편,캐나다,136,"119,383,200","18,157","16,968,400","2,492",애니메이션,전체관람가,독립/예술영화,0.0,0.0,right_only
초민망한능력자들,,,,,,,,,,,,,,,,,,,,,그랜트헤스로브,2161.0,,(유)조이앤컨텐츠그룹,팝엔터테인먼트,2011-07-07,개봉영화,장편,미국,64,"135,409,000","18,023","69,446,000","8,844",코미디,12세이상관람가,독립/예술영화,1.0,0.0,right_only
옐로우버드,,,,,,,,,,,,,,,,,,,,,도미니크몽페리크리스티앙드비타,2163.0,,(주)드림웨스트픽쳐스,"(주)영화사오원,(주)브리즈픽처스",2015-02-18,개봉영화,장편,프랑스,127,"139,064,300","18,020","51,695,800","6,245",애니메이션,전체관람가,독립/예술영화,0.0,245.0,right_only
오즈의마법사2,,,,,,,,,,,,,,,,,,,,,알버토마르,2165.0,,㈜코리아스크린,㈜코리아스크린,2017-05-03,개봉영화,장편,멕시코,142,"138,541,700","17,956","35,735,400","4,250",애니메이션,전체관람가,독립/예술영화,0.0,472.0,right_only
로빈슨의언더워터어드벤처,,,,,,,,,,,,,,,,,,,,,막심볼코브,2175.0,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-11-15,개봉영화,장편,러시아,216,"125,199,550","17,674","20,235,100","2,488",애니메이션,전체관람가,일반영화,0.0,266.0,right_only
2008서태지심포니위드톨가카쉬프로열필하모닉,,,,,,,,,,,,,,,,,,,,,서태지,2180.0,(주)서태지컴퍼니,,,2010-01-22,개봉영화,장편,한국,1,"138,299,384","17,563","129,241,000","16,446",공연,전체관람가,독립/예술영화,0.0,0.0,right_only
2008서태지심포니위드톨가카쉬프로열필하모닉,,,,,,,,,,,,,,,,,,,,,서태지,2180.0,(주)서태지컴퍼니,,,2010-01-22,개봉영화,장편,한국,1,"138,299,384","17,563","129,241,000","16,446",공연,전체관람가,독립/예술영화,0.0,0.0,right_only
혼스,,,,,,,,,,,,,,,,,,,,,알렉산더아야,2183.0,,주식회사 더쿱,(주)팝엔터테인먼트,2014-11-27,개봉영화,장편,미국,166,"137,324,715","17,535","54,987,415","6,909",판타지,청소년관람불가,일반영화,1.0,1180.0,right_only
인더하우스,,,,,,,,,,,,,,,,,,,,,프랑수아오종,2184.0,,찬란,찬란,2013-07-04,개봉영화,장편,프랑스,25,"127,454,000","17,529","105,418,500","13,898",스릴러,15세이상관람가,독립/예술영화,0.0,0.0,right_only
홀리모터스,,,,,,,,,,,,,,,,,,,,,레오스카락스,2194.0,,오드,오드,2013-04-04,개봉영화,장편,프랑스,34,"134,355,400","17,348","104,188,900","12,925",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
호비와쿠우의어드벤처고래의노래,,,,,,,,,,,,,,,,,,,,,히라바야시이사무,2205.0,,(주)머스트씨무비,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",2014-06-12,개봉영화,장편,일본,54,"113,444,000","17,018","34,939,000","4,914",애니메이션,전체관람가,독립/예술영화,0.0,91.0,right_only
하늘이보내준딸,,,,,,,,,,,,,,,,,,,,,비자이,2211.0,,(주)포커스엔터테인먼트,(주)싸이더스,2012-04-19,개봉영화,장편,인도,107,"113,583,500","16,875","36,596,500","5,230",가족,전체관람가,일반영화,0.0,0.0,right_only
토니스토리2고철왕국의친구들,,,,,,,,,,,,,,,,,,,,,토마스보덴스타인마커스하먼,2215.0,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,2018-06-13,개봉영화,장편,독일,268,"120,931,600","16,685","16,477,600","2,108",애니메이션,전체관람가,독립/예술영화,0.0,10.0,right_only
빅배드폭스,,,,,,,,,,,,,,,,,,,,,벤자민레너,2231.0,,(주)스마일이엔티,(주)스마일이엔티,2017-11-30,개봉영화,장편,프랑스,219,"120,614,100","16,340","29,164,800","3,802",애니메이션,전체관람가,독립/예술영화,1.0,147.0,right_only
링스,,,,,,,,,,,,,,,,,,,,,하비에르구티에레즈,2234.0,,(주)다자인소프트,(주)다자인소프트,2017-04-06,개봉영화,장편,미국,123,"135,470,800","16,199","31,997,500","3,740",공포(호러),15세이상관람가,일반영화,0.0,443.0,right_only
토마스와친구들극장판2,,,,,,,,,,,,,,,,,,,,,그렉티어넌,2236.0,"히트 엔터테인먼트,니트로겐 스튜디오",(주)코카반,에이원엔터테인먼트,2010-06-10,개봉영화,장편,미국,92,"114,484,452","16,186","39,141,500","5,228",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
호비와매직아일랜드,,,,,,,,,,,,,,,,,,,,,카와마타히로시히로타카시마,2243.0,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2018-06-06,개봉영화,장편,일본,114,"114,264,000","15,942","23,334,000","3,058",애니메이션,전체관람가,일반영화,0.0,16.0,right_only
키즈모노가타리ii열혈편,,,,,,,,,,,,,,,,,,,,,신보아키유키,2248.0,,(주)애니플러스,(주)박수엔터테인먼트,2016-10-20,개봉영화,장편,일본,69,"122,123,000","15,800","52,167,000","6,573",애니메이션,15세이상관람가,일반영화,0.0,389.0,right_only
이다,,,,,,,,,,,,,,,,,,,,,파벨파블리코브스키,2255.0,,시네마 뉴원,시네마 뉴원,2015-02-18,개봉영화,장편,폴란드,34,"118,657,345","15,493","68,830,545","8,690",드라마,15세이상관람가,독립/예술영화,0.0,199.0,right_only
배드지니어스,,,,,,,,,,,,,,,,,,,,,나타우트푼프리야,2259.0,,주식회사 더쿱,(주)팝엔터테인먼트,2017-11-02,개봉영화,장편,태국,200,"120,082,336","15,319","67,369,136","8,285",스릴러,15세이상관람가,독립/예술영화,0.0,1032.0,right_only
아무도머물지않았다,,,,,,,,,,,,,,,,,,,,,아쉬가르파르하디,2263.0,,(주)씨에이씨엔터테인먼트,(주)씨에이씨엔터테인먼트,2013-12-26,개봉영화,장편,프랑스,26,"114,641,500","15,252","82,955,000","10,483",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
슈퍼소닉,,,,,,,,,,,,,,,,,,,,,매트화이트크로스,2273.0,,주식회사 씨네룩스,주식회사 씨네룩스,2016-11-24,개봉영화,장편,영국,38,"126,445,600","15,074","83,961,100","9,837",다큐멘터리,15세이상관람가,독립/예술영화,0.0,862.0,right_only
치코와리타,,,,,,,,,,,,,,,,,,,,,페르난도트루에바하비에르마리스칼토노에란도,2280.0,,찬란,찬란,2012-01-05,개봉영화,장편,스페인,17,"119,535,100","15,001","103,124,600","12,495",애니메이션,15세이상관람가,독립/예술영화,0.0,0.0,right_only
캡틴판타스틱,,,,,,,,,,,,,,,,,,,,,매트로스,2282.0,,주식회사 더쿱,주식회사 더쿱,2016-11-30,개봉영화,장편,미국,86,"114,188,400","14,976","60,702,800","7,649",드라마,15세이상관람가,독립/예술영화,0.0,339.0,right_only
데드폴,,,,,,,,,,,,,,,,,,,,,스테판루조비츠키,2294.0,,(주)유니코리아문예투자,(주)에스비에스콘텐츠허브,2013-01-23,개봉영화,장편,미국,82,"101,887,000","14,744","45,079,000","6,658",범죄,청소년관람불가,일반영화,0.0,0.0,right_only
비거스플래쉬,,,,,,,,,,,,,,,,,,,,,루카구아다그니노,2295.0,,찬란,찬란,2016-08-03,개봉영화,장편,이탈리아,40,"116,255,129","14,711","77,902,529","9,495",멜로/로맨스,청소년관람불가,독립/예술영화,0.0,316.0,right_only
콜로설,,,,,,,,,,,,,,,,,,,,,나초비갈론도,2298.0,,"(주)아이아스플러스,주식회사 풍경소리",(주)드림팩트엔터테인먼트,2017-04-20,개봉영화,장편,캐나다,305,"114,967,100","14,687","47,376,900","5,753",액션,12세이상관람가,독립/예술영화,0.0,1098.0,right_only
유희왕,,,,,,,,,,,,,,,,,,,,,츠지하츠키,2310.0,"포키즈엔터테인먼트,스튜디오 갸룹,TV 토쿄,니콘 광고 시스템 (NAS),토호 컴퍼니",대원씨앤에이홀딩스,에이원엔터테인먼트,2010-01-28,개봉영화,장편,일본,64,"95,399,816","14,329","30,159,000","4,290",애니메이션,전체관람가,일반영화,1.0,0.0,right_only
개구리왕국2,,,,,,,,,,,,,,,,,,,,,펭페이,2315.0,,예지림엔터테인먼트,예지림엔터테인먼트,2017-03-23,개봉영화,장편,중국,171,"99,741,700","14,236","17,001,300","2,131",애니메이션,전체관람가,독립/예술영화,0.0,139.0,right_only
헤이츠,,,,,,,,,,,,,,,,,,,,,마크톤데라이,2331.0,,(주)더블앤조이픽쳐스,(주)나이너스엔터테인먼트,2012-12-06,개봉영화,장편,미국,75,"94,348,000","13,747","35,434,000","4,791",스릴러,15세이상관람가,일반영화,0.0,0.0,right_only
클라라,,,,,,,,,,,,,,,,,,,,,헬마잔더스브람스,2336.0,헬마샌더스브람스 필름,오드,(주)영화사 진진,2010-12-16,개봉영화,장편,독일,4,"99,611,500","13,557","87,765,600","11,616",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
어느예술가의마지막일주일,,,,,,,,,,,,,,,,,,,,,마르잔사트라피뱅상파로노,2354.0,,(주)키노아이디엠씨,프리비젼엔터테인먼트,2013-06-20,개봉영화,장편,프랑스,18,"93,001,000","13,267","54,354,500","7,218",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
올이즈로스트,,,,,,,,,,,,,,,,,,,,,jc챈더,2357.0,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-11-07,개봉영화,장편,미국,33,"97,529,000","13,196","70,416,500","9,340",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
아사코,,,,,,,,,,,,,,,,,,,,,류스케하마구치,2365.0,,(주)올댓시네마 플러스,(주)이수C&E,2019-03-14,개봉영화,장편,일본,167,"113,292,539","13,058","73,128,129","8,116",드라마,12세이상관람가,독립/예술영화,0.0,117.0,right_only
온리유,,,,,,,,,,,,,,,,,,,,,장하오,2368.0,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-10-15,개봉영화,장편,중국,111,"96,822,200","12,990","50,934,700","6,712",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,309.0,right_only
사랑은타이핑중,,,,,,,,,,,,,,,,,,,,,레지스르왕사르,2369.0,,판씨네마(주),판씨네마(주),2013-05-22,개봉영화,장편,프랑스,114,"87,617,561","12,983","48,112,061","7,011",멜로/로맨스,15세이상관람가,독립/예술영화,0.0,0.0,right_only
원스어게인,,,,,,,,,,,,,,,,,,,,,카를로미라벨라데이비스크리스답킨스닉어거스트페르나,2373.0,,(주)영화사 진진,(주)영화사 진진,2012-01-12,개봉영화,장편,미국,28,"99,349,300","12,866","72,633,300","9,046",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
새구두를사야해,,,,,,,,,,,,,,,,,,,,,키타가와에리코,2375.0,,(주)영화사 진진,(주)영화사 진진,2013-04-25,개봉영화,장편,일본,25,"92,332,000","12,845","67,185,500","9,052",멜로/로맨스,12세이상관람가,독립/예술영화,0.0,0.0,right_only
세이빙미스터뱅크스,,,,,,,,,,,,,,,,,,,,,존리행콕,2376.0,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-03,개봉영화,장편,미국,56,"100,274,300","12,831","50,048,800","6,236",코미디,12세이상관람가,일반영화,0.0,116.0,right_only
내슬픈창녀들의추억,,,,,,,,,,,,,,,,,,,,,헨닝칼슨,2378.0,,CGV아트하우스,CGV아트하우스,2012-07-19,개봉영화,장편,멕시코,15,"77,072,500","12,806","59,410,500","10,303",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
서유기리턴즈,,,,,,,,,,,,,,,,,,,,,신동엽,2385.0,(주)서울무비웍스,,(주)영화사 조제,2011-02-17,개봉영화,장편,한국,59,"80,194,000","12,696","13,435,000","2,044",코미디,전체관람가,일반영화,0.0,0.0,right_only
레고클러치파워의모험,,,,,,,,,,,,,,,,,,,,,하워드e베이커,2389.0,트래슐드 애니메이션 스튜디오,(주)유이케이,유니버설픽쳐스인터내셔널 코리아(유),2010-06-10,개봉영화,장편,미국,56,"87,727,863","12,631","32,830,000","4,287",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
코스모폴리스,,,,,,,,,,,,,,,,,,,,,데이빗크로넨버그,2393.0,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,2013-06-27,개봉영화,장편,캐나다,28,"94,707,700","12,545","60,800,200","7,522",드라마,청소년관람불가,독립/예술영화,1.0,0.0,right_only
엔딩노트,,,,,,,,,,,,,,,,,,,,,마미스나다,2396.0,,(주)영화사 진진,(주)영화사 진진,2012-11-29,개봉영화,장편,일본,13,"87,708,500","12,491","67,874,000","9,194",드라마,전체관람가,독립/예술영화,0.0,0.0,right_only
더보이스,,,,,,,,,,,,,,,,,,,,,마르잔사트라피,2397.0,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2018-08-29,개봉영화,장편,미국,64,"71,256,000","12,487","19,242,000","2,295",코미디,청소년관람불가,독립/예술영화,0.0,175.0,right_only
코파카바나,,,,,,,,,,,,,,,,,,,,,마르끄피투시,2399.0,,(주)티캐스트,(주)티캐스트,2011-05-26,개봉영화,장편,프랑스,7,"98,381,000","12,462","89,059,000","11,058",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
동쪽의에덴극장판더킹오브에덴,,,,,,,,,,,,,,,,,,,,,카미야마켄지,2400.0,"아스믹에이스엔터테인먼트,프로덕션 I.G.",애니박스 엔터테인먼트,애니박스 엔터테인먼트,2010-01-28,개봉영화,장편,일본,53,"84,550,985","12,460","35,097,500","4,985",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
토마스와친구들블루마운틴미스터리,,,,,,,,,,,,,,,,,,,,,그렉티어넌,2417.0,,그린나래미디어(주),(주)팝엔터테인먼트,2013-10-17,개봉영화,장편,영국,49,"80,186,500","12,054","34,987,000","4,765",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
사라의열쇠,,,,,,,,,,,,,,,,,,,,,질스파겟브레너,2418.0,,(주)미디어데이,(주)미디어데이,2011-08-11,개봉영화,장편,프랑스,13,"91,385,400","12,049","69,635,400","8,835",드라마,12세이상관람가,독립/예술영화,1.0,0.0,right_only
세션이남자가사랑하는법,,,,,,,,,,,,,,,,,,,,,벤루윈,2426.0,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-01-17,개봉영화,장편,미국,15,"94,415,500","11,974","82,272,500","10,388",드라마,청소년관람불가,독립/예술영화,0.0,0.0,right_only
래빗홀,,,,,,,,,,,,,,,,,,,,,존카메론밋첼,2428.0,,(주)누리픽쳐스,프리비젼엔터테인먼트,2011-12-22,개봉영화,장편,미국,16,"93,087,400","11,939","72,374,400","8,976",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
씨민과나데르의별거,,,,,,,,,,,,,,,,,,,,,아쉬가르파르하디,2432.0,,(주)영화사 진진,(주)영화사 진진,2011-10-13,개봉영화,장편,이란,17,"89,295,500","11,879","77,775,500","9,956",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
시스터,,,,,,,,,,,,,,,,,,,,,우슬라마이어,2436.0,,그린나래미디어(주),그린나래미디어(주),2012-08-09,개봉영화,장편,프랑스,19,"87,788,500","11,808","64,218,500","8,177",드라마,12세이상관람가,독립/예술영화,0.0,0.0,right_only
존레논비긴즈노웨어보이,,,,,,,,,,,,,,,,,,,,,샘테일러우드,2444.0,에코스 필름,(주)케이앤엔터테인먼트,프리비젼엔터테인먼트,2010-12-09,개봉영화,장편,영국,15,"87,373,085","11,728","67,514,800","8,915",드라마,15세이상관람가,독립/예술영화,0.0,0.0,right_only
미니자이언트,,,,,,,,,,,,,,,,,,,,,마크브라운로우,2445.0,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2016-01-28,개봉영화,장편,영국,46,"72,748,500","11,703","19,327,500","2,846",애니메이션,전체관람가,독립/예술영화,0.0,164.0,right_only
아뉴스데이,,,,,,,,,,,,,,,,,,,,,앤폰테인,2470.0,,씨네블루밍,찬란,2017-03-30,개봉영화,장편,프랑스,40,"81,420,100","11,314","52,333,700","6,822",드라마,15세이상관람가,독립/예술영화,0.0,458.0,right_only
키즈모노가타리iii냉혈편,,,,,,,,,,,,,,,,,,,,,신보아키유키,2471.0,,(주)애니플러스,(주)박수엔터테인먼트,2017-05-18,개봉영화,장편,일본,81,"88,623,000","11,302","39,548,000","4,732",애니메이션,15세이상관람가,일반영화,0.0,103.0,right_only
카이트,,,,,,,,,,,,,,,,,,,,,랄프지만,2472.0,,(주)누리픽쳐스,(주)누리픽쳐스,2015-06-11,개봉영화,장편,미국,50,"66,844,000","11,287","36,304,000","6,038",범죄,청소년관람불가,일반영화,0.0,78.0,right_only
공동정범,,,,,,,,,,,,,,,,,,,,,김일란이혁상,2475.0,성소수문화환경을 위한 모임 '연분홍치마',,"(주)엣나인필름,(주)시네마달",2018-01-25,개봉영화,장편,한국,73,"82,372,300","11,198","55,193,100","7,291",다큐멘터리,15세이상관람가,독립/예술영화,0.0,209.0,right_only
몽키킹2서유기여정의시작,,,,,,,,,,,,,,,,,,,,,정보서,2479.0,,씨네라인월드(주),THE 픽쳐스,2016-05-19,개봉영화,장편,중국,54,"49,077,600","11,156","9,673,700","2,102",액션,12세이상관람가,일반영화,0.0,370.0,right_only
와즈다,,,,,,,,,,,,,,,,,,,,,하이파알만수르,2481.0,,크리스리픽쳐스인터내셔널(주),(주)프레인글로벌,2014-06-19,개봉영화,장편,기타,51,"79,998,200","11,135","46,823,000","6,146",드라마,전체관람가,독립/예술영화,0.0,270.0,right_only
익스트림no13,,,,,,,,,,,,,,,,,,,,,겔라바블루아니,2482.0,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-10-03,개봉영화,장편,미국,108,"80,120,516","11,130","25,428,016","3,339",스릴러,청소년관람불가,일반영화,0.0,0.0,right_only
춤추는꿈틀이밴드,,,,,,,,,,,,,,,,,,,,,토마스보르히닐슨,2485.0,디스코 오르메네,(주)케이앤엔터테인먼트,에이원엔터테인먼트,2010-02-04,개봉영화,장편,덴마크,48,"74,013,035","11,061","23,609,000","3,481",애니메이션,전체관람가,일반영화,0.0,0.0,right_only
