영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,제작년도,원작도서유무,네이버기대지수,API구분
화가의비밀클럽,토모마츠 나오유키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-23,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
동창회그녀와하던날,Z.아라이,,(주)영진크리에이티브,(주)영진크리에이티브,2018-07-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,1.0,both
컬러오브라이프,새미 파벨,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-11-03,개봉영화,장편,기타,1,"4,000",1,"4,000",1,드라마,청소년관람불가,일반영화,2012.0,0,3.0,both
더정글,앤드류 트라우키,,제인앤유,제인앤유,2017-01-11,개봉영화,장편,호주,1,"7,000",1,"7,000",1,스릴러,15세이상관람가,일반영화,2013.0,0,78.0,both
데드리스트,"홀든 앤드루스,이반 아센,빅터 마티유",,제인앤유,제인앤유,2018-10-16,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),청소년관람불가,일반영화,2018.0,0,2.0,both
더인베이젼,저스틴 존스,,(주)케이알씨지,(주)케이알씨지,2016-12-21,개봉영화,장편,미국,1,"5,000",1,0,0,스릴러,청소년관람불가,일반영화,2007.0,0,5.0,both
도촬호텔출장마사지,와타나베 카즈야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
흉가괴담,마틴 앤더슨,,(주)케이알씨지,(주)케이알씨지,2016-09-19,개봉영화,장편,미국,1,"3,000",1,0,0,공포(호러),청소년관람불가,일반영화,2012.0,0,19.0,both
20대같은40대미시녀,긴다이치 코고로,,(주)플라이어,(주)플라이어,2017-01-10,개봉영화,장편,일본,1,"8,000",1,0,0,드라마,청소년관람불가,일반영화,2015.0,0,2.0,both
데드스토리,수닐 트리푸라네니,,(주)영화사 안다미로,(주)영화사 안다미로,2018-04-13,개봉영화,장편,미국,1,"1,000",1,0,0,공포(호러),15세이상관람가,일반영화,2017.0,0,2.0,both
가정교사의은밀한개인교습무삭제판,카리노나 마이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
킬존,토드 바투,,제인앤유,제인앤유,2018-11-04,개봉영화,장편,미국,1,"2,000",1,"2,000",1,액션,청소년관람불가,일반영화,2018.0,0,2.0,both
동창생의음란마사지,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
더와처스잭팟,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-04-17,개봉영화,장편,러시아,1,"3,000",1,0,0,범죄,15세이상관람가,일반영화,2015.0,0,3.0,both
가정교사앞집아줌마의수업,고토 다이스케,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-08-30,개봉영화,장편,일본,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화,2008.0,0,,both
더와처스라스트히어로,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-04-28,개봉영화,장편,러시아,1,"3,000",1,0,0,범죄,15세이상관람가,일반영화,2015.0,0,3.0,both
가정교사만져주기,토모마츠 나오유키,,(주)영진크리에이티브,(주)영진크리에이티브,2018-08-27,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2018.0,0,1.0,both
동생의착한아내,최은정,스마일컨텐츠,,스마일컨텐츠,2018-09-14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2018.0,0,1.0,both
1944워히어로,자스민 디즈더,,(주)라이크 콘텐츠,(주)라이크 콘텐츠,2017-05-25,개봉영화,장편,미국,1,"5,000",1,0,0,드라마,15세이상관람가,일반영화,2016.0,0,32.0,both
더호드,자레드 콘,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-04-21,개봉영화,장편,미국,1,"3,000",1,0,0,액션,청소년관람불가,일반영화,2016.0,0,35.0,both
도촬아가씨대기실,코지마 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-16,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
도촬생중계보기,타나카 야스후미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
도촬기록가정교사,카토 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-13,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
400데이즈,매트 오스터만,,(주)퍼스트런,(주)퍼스트런,2015-12-02,개봉영화,장편,미국,1,"5,000",1,0,0,SF,15세이상관람가,일반영화,2015.0,0,598.0,both
1941세바스토폴상륙작전,세르게이 모크리츠키,,(주)소나무픽쳐스,(주)소나무픽쳐스,2015-10-22,개봉영화,장편,러시아,1,"8,000",1,"8,000",1,전쟁,15세이상관람가,독립/예술영화,2015.0,0,221.0,both
동생의여자들,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-05-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2019.0,0,0.0,both
VIP전용여자,카네다 사토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,3.0,both
데몬헌터,조 카바나,,(주)퍼스트런,(주)퍼스트런,2017-07-27,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화,2016.0,0,5.0,both
동생의여자,장두만,(주)케이피에이기획,,(주)케이피에이기획,2018-11-22,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2018.0,0,5.0,both
둠스데이2018,닐 존슨,,(주)케이알씨지,(주)케이알씨지,2018-06-30,개봉영화,장편,영국,1,"1,000",1,"1,000",1,어드벤처,15세이상관람가,일반영화,2015.0,0,12.0,both
콜미킹,R.L. 스콧,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-08-18,개봉영화,장편,미국,1,"5,000",1,"5,000",1,액션,청소년관람불가,일반영화,2015.0,0,21.0,both
뒤는네가처음이야,이마오카 신지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-05-24,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
데블스윙즈,대니얼 콜롬비,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-02-16,개봉영화,장편,미국,1,"3,000",1,0,0,액션,청소년관람불가,일반영화,2014.0,0,8.0,both
뒤로부탁해요소악마의유혹,고토 다이스케,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-23,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,1.0,both
데빌스노트,아톰 에고이안,,(주)누리픽쳐스,(주)누리픽쳐스,2014-12-04,개봉영화,장편,미국,1,"8,000",1,"8,000",1,범죄,15세이상관람가,일반영화,2013.0,0,388.0,both
캡처링대디,나카노 료타,,(주)시네마천국,(유)영화사 화수분,2016-10-26,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,12세이상관람가,독립/예술영화,2013.0,0,21.0,both
더블유엠디대량살상무기,리차드 핼펀,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-03-02,개봉영화,장편,미국,1,"2,000",1,0,0,전쟁,청소년관람불가,일반영화,2013.0,0,26.0,both
50가지욕망의그림자,자레드 콘,,(주)케이알씨지,(주)케이알씨지,2017-11-02,개봉영화,장편,미국,1,"3,000",1,0,0,스릴러,청소년관람불가,일반영화,2015.0,0,9.0,both
데스가즘,제이슨 레이 하우덴,,유니콘미디어(주),오퍼스픽쳐스(유),2015-10-15,개봉영화,장편,뉴질랜드,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화,2015.0,0,22.0,both
크롬스컬레이드투레스트2,로버트 홀,,유니콘미디어(주),유니콘미디어(주),2015-12-03,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화,2011.0,0,16.0,both
도시전설,다이치로 나츠메,,(주)영진크리에이티브,(주)영진크리에이티브,2017-07-03,개봉영화,장편,일본,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화,2015.0,0,0.0,both
두엄마2018,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-10-16,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2018.0,0,0.0,both
가정방문과거유부인,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-24,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
휴먼레이스,폴 허프,,(주)퍼스트런,(주)퍼스트런,2016-10-27,개봉영화,장편,미국,1,"4,000",1,"4,000",1,공포(호러),청소년관람불가,일반영화,2012.0,0,34.0,both
두부부의정사,이상민,(주)영화사가을,,(주)영화사가을,2018-03-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2018.0,0,0.0,both
흉폭,마이클 S. 오헤이다,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-08-14,개봉영화,장편,미국,1,"5,000",1,"5,000",1,공포(호러),청소년관람불가,일반영화,2013.0,0,103.0,both
컨저링오브고스트헌터즈,피어리 레저널드 테오,,(주)케이알씨지,(주)케이알씨지,2018-09-09,개봉영화,장편,미국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화,2016.0,0,6.0,both
킹잃어버린세계,리 스콧,,(주)케이알씨지,(주)케이알씨지,2017-05-17,개봉영화,장편,미국,1,"3,000",1,0,0,액션,15세이상관람가,일반영화,2005.0,0,6.0,both
히비키의도신,오쿠 와타루,,(주)예당씨앤에스,(주)예당씨앤에스,2016-01-14,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2012.0,0,,both
컨저링마녀의인형,로렌스 파울러,,라온아이(주),라온아이(주),2018-08-16,개봉영화,장편,영국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화,2018.0,0,130.0,both
동정바친가정교사,오가와 킨야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-02,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2015.0,0,2.0,both
돌싱의맛있는유혹,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-10,개봉영화,장편,일본,1,"10,000",1,"10,000",1,멜로/로맨스,청소년관람불가,일반영화,2010.0,0,1.0,both
두명의유부녀와육덕폭발,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-01,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
큰놈의불기둥,김영민,골든타이드픽처스(주),,골든타이드픽처스(주),2018-05-17,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화,2018.0,0,2.0,both
타락하는여상사,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-06,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,,both
콘플릭트야쿠자의규율,토모마츠 나오유키,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-31,개봉영화,장편,일본,1,"6,000",1,0,0,액션,청소년관람불가,일반영화,2017.0,0,8.0,both
데모닉죽은자의부활,마이클 크럼,,(유)조이앤시네마,(유)조이앤시네마,2018-08-25,개봉영화,장편,미국,1,"1,000",1,"1,000",1,공포(호러),15세이상관람가,일반영화,2017.0,0,3.0,both
크리쳐빌로우,스튜어트 스파크,,(주)나우콘텐츠,(주)나우콘텐츠,2017-05-11,개봉영화,장편,영국,1,"8,000",1,0,0,공포(호러),청소년관람불가,일반영화,2016.0,0,2.0,both
도촬여대생하숙집,오오쿠노 마코토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
더타겟,존 허즈펠드,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2015-04-09,개봉영화,장편,미국,1,"9,000",1,"9,000",1,드라마,청소년관람불가,일반영화,2014.0,0,29.0,both
킬링인더무비,마이클 워커,,라온아이(주),라온아이(주),2018-07-04,개봉영화,장편,미국,1,"5,000",1,0,0,액션,청소년관람불가,일반영화,2017.0,0,9.0,both
두번벗은형수님,쿠보데라 카즈토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-19,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2012.0,0,,both
타락한부인흥분만점,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-04,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,,both
19금특별한정사,닥터 필,(주)케이알씨지,,(주)케이알씨지,2018-04-24,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,5.0,both
19금섹스비디오,박범수,(주)케이알씨지,,(주)케이알씨지,2017-02-21,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,6.0,both
데몬악령의저주,란드 보슬러,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-16,개봉영화,장편,캐나다,1,"2,000",1,"2,000",1,공포(호러),청소년관람불가,일반영화,2014.0,0,8.0,both
크리스마스의황당한악몽,라이언 넬슨,,라온아이(주),라온아이(주),2018-12-06,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화,2017.0,0,6.0,both
두번째아내,키타자와 유키오,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-20,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
가슴전문마사지샵,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-11,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
현장의여자꼬시기,후지타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-15,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
혼자하는마사지샵,오다 노부마사,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-06-07,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
깨어보니다른남편과,긴다이치 코고로,,(주)플라이어,(주)플라이어,2016-12-07,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
나만의비밀정사78일,코시자카 야스시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-06,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
해주는미인미용사,오우치 아이리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-01,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
결혼할남자있어요,하야시카와 케이테루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
결혼하고싶은예비신부,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-01,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,1.0,both
결혼상담사가맘에들어,후지타 카오루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
결혼기념일에불륜들통,이즈미 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-09-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
결혼4년차의불륜남편후배와,하야마 노부시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-07-20,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,5.0,both
결혼3년차의주부외도,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-18,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
폴리캅,조 헨린,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-26,개봉영화,장편,미국,1,"2,000",1,0,0,드라마,전체관람가,일반영화,2015.0,0,19.0,both
나쁜가정교사유혹레슨,쿠니사와 미노루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-06,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
나쁜남자강간당한아내,마사키 아이죠,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-20,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2013.0,0,4.0,both
나쁜남자마사지사,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-01,개봉영화,장편,일본,1,"8,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2015.0,0,1.0,both
나쁜남자사모님의엉덩이,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-07-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
나쁜섹스신입보험영업,네지메 지로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-02-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
겟더걸,에릭 잉글랜드,,(주)컴퍼니엘,(주)컴퍼니엘,2017-08-28,개봉영화,장편,미국,1,"2,000",1,0,0,코미디,청소년관람불가,일반영화,2017.0,0,28.0,both
나쁜섹스하고싶어요,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-06-20,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
나쁜수업,한동호,주식회사 비엠미디어,,주식회사 비엠미디어,2015-09-15,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화,2015.0,0,329.0,both
나쁜아내편의점섹스,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2018-06-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,1.0,both
게임오브데스,지오지오 세라피니,,(주)소나무픽쳐스,(주)소나무픽쳐스,2011-06-09,개봉영화,장편,미국,0,"7,000",1,"7,000",1,액션,15세이상관람가,일반영화,2010.0,0,0.0,both
게임과정사,오부치 아키라,,(주)모멘텀엔터테인먼트,(주)모멘텀엔터테인먼트,2016-10-27,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,2.0,both
폭풍우죽을때까지하고싶어,마메자와 마메타로,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2018-11-07,개봉영화,장편,일본,1,"1,000",1,0,0,,청소년관람불가,일반영화,2018.0,0,0.0,both
폭주미망인다빌려드립니다,시즈미 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
폭유여관주인님,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,1.0,both
폭유녀의가면정사,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,0.0,both
폭유가정교사,쿠보데라 카즈히토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-13,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,2.0,both
게이샤의정사,오미노 마사시,,조이앤키노,조이앤키노,2015-05-21,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2007.0,0,,both
나어떡해형수님,하세가와 쿠니히로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-09,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2014.0,0,,both
게스트하우스여주인의비밀연애,후즈키 미호,,(주)플라이어,(주)플라이어,2016-07-15,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,1.0,both
폭력의근원,티모시 우드워드 주니어,,(유)조이앤시네마,(유)조이앤시네마,2017-10-06,개봉영화,장편,미국,1,"3,000",1,0,0,범죄,청소년관람불가,일반영화,2017.0,0,3.0,both
해주는미인간호사,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-04,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,,both
경양식집유부녀정사,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-12,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,2.0,both
나를찾아봐,테드 게오게간,,유니콘미디어(주),오퍼스픽쳐스(유),2015-09-24,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화,2015.0,0,29.0,both
과부애타는몸,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2018-12-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2017.0,0,0.0,both
과부탐스러운육체,C.나가후쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-19,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2014.0,0,1.0,both
할로우차일드,제레미 루터,,라온아이(주),라온아이(주),2018-08-02,개봉영화,장편,캐나다,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화,2017.0,0,27.0,both
꽃꽂이수업,타쿠마 친,,(주)플라이어,(주)플라이어,2018-05-30,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화,2017.0,0,0.0,both
할로우차일드숲속의문,빌리 체이스 고포드,,라온아이(주),라온아이(주),2019-01-24,개봉영화,장편,미국,1,"5,000",1,0,0,스릴러,15세이상관람가,일반영화,2019.0,0,5.0,both
과부젖어버린그곳,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2017-10-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2015.0,0,0.0,both
과부의음란한페로몬,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-12-12,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2009.0,0,2.0,both
과부의욕정풀기,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-02,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2014.0,0,,both
꽃꽃이부인의가슴향기,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-11,개봉영화,장편,일본,1,"8,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2015.0,0,,both
과부의속사정,나카노 료,,(주)영진크리에이티브,(주)영진크리에이티브,2016-11-11,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2014.0,0,2.0,both
꽃미남마사지샵,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-01-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,1.0,both
꽃미남연하마사지사,이시가키 로쿠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
과부의성,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-05,개봉영화,장편,일본,1,"5,000",1,"5,000",1,성인물(에로),청소년관람불가,일반영화,2008.0,0,,both
퓨쳐월드,"제임스 프랭코,브루스 티에리 청",,주식회사 풍경소리,주식회사 풍경소리,2018-11-08,개봉영화,장편,이탈리아,1,"2,000",1,"2,000",1,SF,15세이상관람가,일반영화,2018.0,0,40.0,both
과부를탐하는남자들,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-20,개봉영화,장편,일본,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,2016.0,0,0.0,both
폴터가이스트액티비티,앤드류 존스,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2017-03-10,개봉영화,장편,영국,1,"7,000",1,"7,000",1,공포(호러),청소년관람불가,독립/예술영화,2015.0,0,56.0,both
핫팬츠의사촌누나,후지모리 아키나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
핫팬티의어린숙모님,베타 타카오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-12-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
공사중,강명진,(주)마부엔터테인먼트,,고구마콘텐츠허브(주),2015-04-08,개봉영화,장편,한국,1,"9,000",1,"9,000",1,멜로/로맨스,청소년관람불가,일반영화,2014.0,0,247.0,both
고양이소녀,최경진,영화사시작,,골든타이드픽처스(주),2013-11-28,개봉영화,장편,한국,1,"8,000",1,"8,000",1,멜로/로맨스,청소년관람불가,일반영화,2013.0,0,0.0,both
풍속업교육녀,쿠라타 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-09,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
풍속녀도촬성공,후지타 마키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-12,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2017.0,0,0.0,both
끝내주는미망인,카와사키 군지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-02-08,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화,2016.0,0,0.0,both
