movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,keywords,plot,awards,budget,ori_lang,series,crewData,castData,keyWord,_merge
베일을쓴소녀,2014-01-23,5930.0,['그린나래미디어(주)'],기욤 니클루,guillaumenicloux,['드라마'],thenun,['프랑스'],"[('폴린 에티엔', ''), ('이자벨 위페르', ''), ('마르티나 게덱', ''), ('루이스 보르고인', ''), ('이브 카페', '촬영'), ('제롬 비우조어', '시나리오(각본)'), ('기욤 니클루', '시나리오(각본)')]",111.0,청소년관람불가,"18세기,수녀,수녀원,외도,탈출,소설원작,프랑스소설원작","18세기 프랑스. 유복했던 집안이 몰락하면서 가족들의 강요로 수녀원에 들어가게 된 수잔. 낯선 생활에 적응하지 못하는 수잔은 수녀가 되는 것을 거부하지만 자신이 어머니의 외도로 나온 딸이라는 비밀을 알게 된 후 어머니의 죄를 대신해 수녀원에 있게 된다. 하지만 유일한 안식처였던 원장수녀가 갑작스레 세상을 떠나고, 새 원장수녀로부터 갖은 모욕과 핍박을 당하자 그녀는 친부를 찾아 수녀원을 탈출하기로 결심하는데…",,,,,,,,left_only
극장판마법소녀마도카마기카전편시작의이야기,2013-07-20,5916.0,['(주)미디어데이'],신보 아키유키,akiyukishinbo,"['애니메이션', '판타지']",gekijiobanmahoushojomadokamagicazenpenhajimarinomonogatari,['일본'],"[('유키 아오이', ''), ('마츠오카 요시츠구', '나카자와'), ('사이토 치와', '')]",132.0,12세이상관람가,"소녀,마법,마녀,TV시리즈","밝고 착한 15살 소녀 ‘마도카’는 미래의 꿈을 고민하는 평범한 소녀. 어느 날, 차가운 눈빛의 신비한 전학생 ‘호무라’를 만난다. 그녀는 ‘소중한 것들을 지키고 싶다면 변치 말고 그대로 있으라’며 ‘마도카’를 협박하는데. 같은 날, ‘큐베’라는 정체불명의 생명체가 나타나 마녀로부터 사람들을 구하는 마법소녀가 될 것을 권유한다. 다만 소녀의 영혼과 어떤 기적이든 가능한 한 가지 소원을 맞바꾸는 조건으로. 망설이는 ‘마도카’보다 먼저 계약을 한 단짝 ‘사야카’. 그러나 자신의 소원에 오히려 배신당한 ‘사야카’는 자포자기의 심정으로 폭주하고. ‘큐베’는 ‘마도카’가 우주의 법칙까지 바꿀만한 잠재력을 지녔다며 ‘사야카’도 다시 되돌릴 수 있다고 설득하지만 ‘호무라’는 끝까지 그녀의 계약을 막는다. 그리고 드러나는 마법소녀의 충.격.적 진실!",,,,,,,,left_only
해적왕작스톰,2018-07-25,5916.0,['(주)삼지애니메이션'],필립 귀엔,philippeguyenne,['애니메이션'],zakstorm,['한국'],"[('엄상현', '작스톰 목소리'), ('이주창', '칼라브라스 목소리'), ('정선혜', '클로비스 목소리'), ('최석필', '골든본 목소리'), ('최낙윤', '스컬리버/크로거 목소리'), ('김영선', '카람바 목소리'), ('이지현', '씨씨 목소리'), ('이지현', '씨씨 목소리 역')]",81.0,전체관람가,"해적단,목걸이,버뮤다삼각지대","일곱 바다를 접수할 ‘해적왕’이 온다!호시탐탐 아빠의 ‘베루의 눈’ 목걸이를 탐내는 호기심 가득한 소년 ‘작스톰’. 어느 날 아빠의 눈을 피해 베루의 눈을 손에 넣은 ‘작스톰’은 서핑을 즐기던 도중 소용돌이에 휩쓸려 버뮤다 삼각지대에 빠진다. 넓은 바다에서 우연히 마주한 유령 ’클로비스’와 말하는 칼 ‘칼라브라스’로부터 버뮤다의 일곱 바다의 전설을 전해 들은 ‘작스톰’은 집으로 돌아가기 위해 최강의 드림팀을 만든다.  한편, 베루의 눈과 칼라브라스를 손에 넣기 위한 일곱 바다의 악당 ‘스칼리버’와 그의 오른팔 ‘골든본’이 은밀히 움직이기 시작하는데…  과연, ‘작스톰’은 버뮤다 삼각지대를 빠져나와 진정한 해적왕이 될 수 있을까?",,,,,,,,left_only
웰컴투마이하트,2012-02-02,5914.0,['판씨네마(주)'],제이크 스콧,jakescott,['드라마'],welcometotherileys,"['영국', '미국']","[('제임스 갠돌피니', '더그 라일리'), ('크리스틴 스튜어트', '맬로리 '), ('멜리사 레오', '로이스 라일리 ')]",110.0,청소년관람불가,"위로,상처,소통,스트립걸","우리 모두 누군가의 위로가 간절한 순간이 있다.  편안한 집에서 풍족한 생활을 하는 로이스(멜리사 레오)와 더그(제임스 갠돌피니). 하지만 8년 전의 깊은 상처로 인해 로이스는 집 밖으로 나가지 못하고, 더그는 그런 그녀와 소통하지 못한다. 그러던 어느 날, 로이스는 출장을 떠난 더그로부터 당분간 집에 돌아오지 않겠다는 전화를 받고 그를 찾아 나서게 된다.  8년 만에 다시 세상과 마주하며 두렵지만 설렘과 희망을 느끼는 로이스. 하지만 남편이 어린 스트립 걸(크리스틴 스튜어트)을 돌봐주며 지내고 있다는 사실을 알게 되면서 그녀는 큰 혼란에 빠지는데……  뜻밖의 만남이 가져다 준 새로운 삶을 시작할 수 있는 위로와 용기!",,,,,,,,left_only
톰과제리아카데미가다,2014-12-11,5909.0,['(주)팝엔터테인먼트'],조셉 바바라,josephbarbera,['애니메이션'],tomandjerry,['미국'],,80.0,전체관람가,,,,,,,,,,left_only
바이더씨,2016-04-28,5908.0,['유니버설픽쳐스인터내셔널 코리아(유)'],안젤리나 졸리,angelinajolie,"['드라마', '멜로/로맨스']",bythesea,['미국'],"[('브래드 피트', ''), ('안젤리나 졸리', '')]",122.0,청소년관람불가,,"아직도 나를 원해요?결혼 14년차, 위기를 극복하지 못한 부부 ‘롤랜드’와 ‘바네사’는  뜨거웠던 사랑의 순간을 되찾기 위해 낯선 바닷가로 여행을 떠난다  다가갈수록 멀어지는 아내가 원망스러운 남자  거부할수록 애틋해지는 자신이 서글픈 여자  이 여행이 끝나면...  우리 영원히 행복할 수 있을까?",,,,,,,,left_only
서태지밴드콘서트투어콰이어트나이트,2015-11-26,5908.0,['(주)서태지컴퍼니'],서태지,seotaiji,['공연'],seotaijibandconcerttourquietnight,['한국'],"[('서태지', '')]",122.0,전체관람가,"공연실황,가수,서태지",서태지의 9집 앨범 [서태지 9TH 콰이어트나이트] 발매 기념 콘서트 투어 공연 실황(2014-2015) 영화.,,,,,,,,left_only
극장판울려라유포니엄,2016-09-01,5899.0,['(주)박수엔터테인먼트'],이시하라 타츠야,tatsuyaishihara,"['애니메이션', '드라마']",soundeuphoniumthemovie,['일본'],"[('쿠로사와 토모요', ''), ('안자이 치카', '')]",103.0,전체관람가,"관악부,고등학생,여고생","“분해서 죽을 것 같아.”오마에 쿠미코는 중학교 3학년 관악부 콩쿠르에서 본 코사카 레이나의 눈물을 여전히 잊지 못하고 있다. 고등학교에 진학한 쿠미코는 카토 하즈키, 카와시마 사파이어의 권유로 관악부에 들어가지만  제일 중요한 관악부의 연주실력은 빈말로도 잘한다고 말하기 힘든 수준이었다.   그러나 관악부에 타키 노보루라는 새로운 고문 선생님이 오면서 상황은 완전히 달라진다. 타키 선생님의 스파르타 지도에 반발하면서도 조금씩 실력이 좋아지는 모습에 자신감을 가지게 되는 부원들. 쿠미코도 아주 조금씩이지만 레이나와의 거리를 좁혀간다.   선라이즈 페스티벌부터 콩쿠르 멤버 선발 오디션까지 다양한 시련을 뛰어넘은 관악부는 관악콩쿠르 교토부 대회에 출전하는데…   그리고, 다음 곡이 시작됩니다!",,,,,,,,left_only
한낮의유성,2018-04-19,5881.0,['(주)스마일이엔티'],신조 타케히코,takehikoshinjo,['멜로/로맨스'],daytimeshootingstar,['일본'],"[('나가노 메이', ''), ('미우라 쇼헤이', ''), ('시라하마 아란', '')]",118.0,12세이상관람가,"여고생,모태솔로,삼각관계,담임선생님,꽃미남,첫사랑,일본소설원작,소설쓰기",부모님의 해외 전근으로 홀로 도쿄에 올라온 청정 소녀 ‘스즈메’ 아직 연애를 한 번도 해보지 못한 그녀의 앞에 운명적으로 두 남자가 나타난다. 자상한 담임 선생님 ‘시시오’와 학교 최고의 인기남 ‘마무라’ 일생에 단 한 번뿐인 첫사랑을 이뤄줄 사람은 과연 누가 될까?,,,,,,,,left_only
짚의방패,2013-08-29,5870.0,['(주)미디어데이'],미이케 다카시,takashimiike,"['액션', '스릴러']",shieldofstraw,['일본'],"[('후지와라 타츠야', '키요마루 쿠니히데'), ('오사와 타카오', '메카리 카즈키'), ('마츠시마 나나코', '시라이와 아츠코')]",117.0,15세이상관람가,"연쇄살인마,현상금,생중계,제한시간","이 남자를 죽여주십시오.일본 재계의 거물이 손녀딸을 죽인 연쇄살인마에게 현상금 100억 원을 내건다.전 국민의 타겟이 되어버린 연쇄살인마 기요마루(후지와라 타츠야). 경시청 특수 정예요원 메카리(오사와 타카오)와 시라이와(마츠시마 나나코)는 신변의 위협을 느끼고 경찰에 자수한 그를 1,200km 떨어진 도쿄의 경시청으로 이송하라는 임무를 지시 받는다.하지만 비밀리에 진행되던 이송 작전의 경로가 실시간 생중계되고 급기야 업무에 투입된 요원들까지 서로를 의심하게 된다. 고속열차 폐쇄, 항공비행 불가, 제한시간 48시간이라는 사상 최악의 상황까지 맞닥뜨리게 되는 이들은 연쇄살인마를 무사히 지켜낼 수 있을까?전 국민 VS 5인의 경찰, 현상금 100억의 살인마를 지켜라!",,,,,,,,left_only
천주정,2014-03-27,5864.0,['(주)에스와이코마드'],지아 장 커,zhangkejia,"['액션', '드라마']",atouchofsin,['중국'],"[('강무', ''), ('왕보강', ''), ('자오 타오', '')]",129.0,청소년관람불가,"촌장,광부,청부살인업자,돈","돈에 눈이 먼 마을 촌장에게 대항하기로 결심한 광부 '따하이', 폭력이 지배하는 현실에 회의를 느낀 시골 출신의 청부살인업자 '조우산', 유부남 애인과의 이별을 준비하는 사우나 직원 '샤오위', 어린 나이에 가족의 생계를 책임지게 된 청년 '샤오후이'. 이들은 참혹한 현실에 부딪혀 거부할 수 없는 운명과 마주하게 되는데...",칸국제영화제(2013) : 각본상 - 지아 장 커,,,,,,,left_only
마음이외치고싶어해,2017-12-07,5849.0,['(주)스마일이엔티'],쿠마자와 나오토,naotokumazawa,['드라마'],theanthemoftheheart,['일본'],"[('나카지마 켄토', ''), ('요시네 쿄코', ''), ('이시이 안나', ''), ('칸이치로', '')]",118.0,12세이상관람가,,,,,,,,,,left_only
이탈리아횡단밴드,2012-09-20,5848.0,['오드'],로코 파팔레오,roccopapaleo,"['코미디', '뮤지컬']",basilicatacoasttocoast,['이탈리아'],"[('알레산드로 가스만', ''), ('파올로 브리구그리아', ''), ('로코 파팔레오', ''), ('지오바나 메조기오르노', '')]",105.0,15세이상관람가,"캠핑,위성방송,음악축제,저널리스트","음악과 캠핑으로 남유럽을 매료시킨 아름다운 흥행돌풍!오랜 친구와 훌쩍 떠나 멋진 우정을 가지는 방법이 펼쳐진다! 왕년에 동네밴드로 잘 나가던 네 명의 친구 니콜라, 살바토레, 로코, 프란코는 어느 여름 날, 음악에 꽂혀 10년 만에 재결성을 결심한다. 이탈리아 남부의 음악축제에 참가하기로 마음먹은 그들은 차로 두시간이면 갈 수 있는 거리를 10일 동안 도보로 여행하기로 한다. 한편 이들의 여행을 위성 방송으로 편성하려는 미모의 저널리스트 트로페아가 그들의 여행에 합류하면서 당나귀 한 마리, 네 명의 남자들의 여행이 기록되기 시작한다. 게다가 공연 중 만난 매력적인 여인, 마리아까지 합류한 여행길. 흥겨운 멜로디, 캠프파이어로 남자들의 우정은 새삼 돈독해지기 시작하지만 저널리스트는 비판적인 시작으로 이들을 보도하려고 한다.  과연 이들은 여정의 목적지인 음악축제에 참가할 수 있을까?",,,,,,,,left_only
순응자,2016-01-28,5839.0,['㈜영화사 백두대간'],베르나르도 베르톨루치,bernardobertolucci,['드라마'],theconformist,"['이탈리아', '프랑스', '독일']","[('장-루이 트린티냥', ''), ('스테파니아 산드렐리', ''), ('도미니크 샌다', '')]",112.0,청소년관람불가,"아동학대,암살,파시스트,학대,롱테이크","전도유망한 공무원, 아름다운 아내를 둔 남편, 사려 깊은 동료 그리고… 파시스트.그저 평범하게 살기 위해 세상에 순응한 한 남자의 필사적인 선택!로마의 유복한 집안에서 자란 마르첼로는 어린 시절의 트라우마와 정신병원에 입원해 있는 아버지로 인해 불안에 시달린다. 남들처럼 평범하게 살아가는 것이 유일한 목적인 그는 평범한 가정을 이루고자 중산층 집안의 줄리아와 결혼하고, 대중의 강력한 지지를 받는 무솔리니 정권의 비밀경찰에 자원한다. 첫 임무로, 자신의 스승이자 프랑스에서 정치적 망명 중인 반독재 인사 콰드리 교수의 암살을 지시받은 마르첼로는 파리로 신혼여행을 떠나 콰드리 교수와 그의 아내 안나에게 접근한다. 처음엔 경계와 의심을 늦추지 않던 이들 부부는 그를 차차 신뢰하게 되지만, 안나에게 걷잡을 수 없이 끌리게 된 마르첼로는 자신의 본심과 임무 사이에서 혼란을 겪게 되는데…",,,,,,,,left_only
블러드타이즈,2014-03-27,5828.0,['(주)영화사 빅'],기욤 까네,guillaumecanet,"['범죄', '액션', '드라마']",bloodties,"['프랑스', '미국']","[('클라이브 오웬', ''), ('마리옹 꼬띠아르', ''), ('밀라 쿠니스', ''), ('조 샐다나', ''), ('빌리 크루덥', '')]",127.0,청소년관람불가,"의리,정의,대결,출소,형제","의리를 지키려는 형 VS 정의를 지키려는 동생숙명적인 대결이 시작된다!어려서부터 범죄를 저질러온 형 크리스는 12년 감옥 생활을 마치고 출소한다. 돌아온 그를 맞이한 것은 다름 아닌 경찰이 된 동생 프랭크. 서로 너무나도 다른 인생을 살게 된 두 형제는 크리스의 출소로 어색한 동거를 시작한다. 이후 크리스는 새로운 인생을 살기 위해 노력하지만 뜻대로 되지 않고 결국 또 다시 범죄에 가담하게 된다. 크리스의 움직임을 눈치챈 프랭크는 정의감으로 범죄를 막기 위해 사력을 다하지만, 결국 형을 보호하기 위해 경찰 신분을 포기할 결심까지 하게 된다.  한편 형 크리스는 젊은 연인과의 새 출발을 꿈꾸지만 매혹적인 전부인 모니카로 인해 위기에 처하게 되고, 동생 프랭크 또한 옛 연인과 다시 사랑에 빠지게 되면서 또 다른 위험에 노출되게 되는데..",,,,,,,,left_only
열두살샘,2012-04-12,5816.0,['(주)미디어데이'],구스타보 론,gustavoron,['드라마'],waystoliveforever,"['스페인', '영국']","[('벤 채플린', ''), ('알렉스 에텔', ''), ('에밀리아 폭스', '')]",98.0,12세이상관람가,,백혈병에 걸린 두 명의 십대소년들이 병원에서 만나서 죽음을 앞두고 꼭 하고 싶은 일 리스트를 작성하는 이야기. 친구들과 주변 사람들의 도움으로 이 두 명은 거의 모든 일들을 다 이룬다. 아주 재미있고 감동적이기도 한 방법으로...  캐리비안의 해적  등 최근 가장 바쁜 아역스타 중 하나인 로비 케이의 감동어린 연기가 마음을 사로잡는다.,,,,,,,,left_only
비스트,2013-02-07,5814.0,['주식회사 마운틴픽쳐스'],벤 제틀린,benhzeitlin,"['판타지', '드라마']",beastsofthesouthernwild,['미국'],"[('쿠벤자네 왈리스', ''), ('드와이트 헨리', '')]",93.0,12세이상관람가,"흑인,소녀,아버지,멸종,동물,엄마","세계의 끝자락, 남쪽 나라에 사는 흑인소녀 허쉬파피의 이야기. 아버지와 사는 외로 운 소녀의 삶을, 벤 제틀린 감독은 환상적 요소를 끌어들여 모험담으로 바꿔 놓는 다. 멸종동물이자 소의 조상이라 불리는 오록스와 함께 엄마를 찾아 떠나는 묵시록적인 분위기도 이채롭다. (제 17회 부산국제영화제)",LA비평가협회상(2012) : 남우조연상 - 드와이트 헨리|LA비평가협회상(2012) : 신인상 - 벤 제틀린|LA비평가협회상(2012) : 음악상 - 벤 제틀린|선댄스영화제(2012) : 촬영상(드라마) - 벤 리차드슨|선댄스영화제(2012) : 심사위원대상(드라마) - 벤 자이틀린|칸국제영화제(2012) : 황금카메라상 - 벤 제틀린,,,,,,,left_only
더스토닝,2012-06-14,5806.0,['(주)에스와이코마드'],사이러스 노라스테,cyrusnowrasteh,['드라마'],thestoningofsorayam,['미국'],"[('쇼레 아그다쉬루', ''), ('모잔 마르노', ''), ('제임스 카비젤', '')]",114.0,청소년관람불가,"이란,프랑스,저널리스트,정략결혼","세상 밖으로 던져진 참혹한 진실!!모두가 치명적인 음모를 뒤덮으려 할 때 입을 연 단 한 명!! 묻힐 뻔 했던 ‘소라야’의 끔찍하고도 슬픈 이야기가 시작된다.  1986년, 프랑스의 저널리스트 사헤브잠(제임스 카비젤 분)이 차를 고치기 위해 이란의 한 마을에 머물게 된다. 이 때 그에게 접근하는 낯선 마을여자 자흐라(쇼레 아그다쉬루 분). 자흐라는 조카 소라야(모잔 마르노 분)가 겪어야 했던 폭력 남편과의 정략 결혼 생활과 비극적 운명에 관한 이야기를 전하고, ‘사헤브잠’은 점점 이 사건에 발을 들여놓게 된다.  잔혹하고도 슬프게 죽어간 ‘소라야’의 이야기는 그야말로 충격 그 자체인데…",,,,,,,,left_only
간츠,2011-07-28,5798.0,['주식회사 마운틴픽쳐스'],사토 신스케,shinsukesato,"['액션', 'SF']",gantz,['일본'],"[('마츠야마 켄이치', ''), ('니노미야 카즈나리', '')]",130.0,15세이상관람가,"죽음,소꿉친구,게임,싸움","죽은 자들이 모이는 곳  간츠  삶의 마지막 순간, 목숨을 건 게임이 시작된다! 취업 준비생 쿠로노는 소꿉친구 카토와의 재회와 함께 뜻하지 않은 사고에 휘말려 목숨을 잃는다. 그 순간 두 사람은 '간츠'라 불리는 수수께끼의 검은 구가 놓여진 방으로 이동 된다. 무슨 일이 일어났는지 알지 못하는 그들 앞에 '간츠'는 정체를 알 수 없는 성인들과 싸우라는 미션을 내린다. 자신들이 왜 싸워야만 하는지 이유도 모른 채 목숨을 건 게임에 말려든 이들, 그리고 서서히 밝혀지는 잔혹한 게임의 비밀! ‘간츠’로부터 '100점'을 받아야만 이 지옥같은 세계에서 벗어날 수 있는데…",,,,,,,,left_only
나의마지막수트,2018-09-06,5790.0,['(주)에스와이코마드'],파블로 솔라즈,pablosolarz,['드라마'],thelastsuit,"['아르헨티나', '스페인']","[('미구엘 엔젤 소라', '아브라함'), ('안젤라 몰리나', '곤잘레스')]",92.0,12세이상관람가,"친구 도움,감옥탈출,종전,약속,특별한여정","까칠하다가도 손녀딸 앞에서는 옴짝달싹 못 하는 고집불통 츤데레 할아버지, 아브라함. 평생을 재단사로 열심히 살아왔지만, 가족들은 그를 까다로운 존재로 여기며 외면하기 바쁘다. 어느 날, 아브라함은 기억에서 잊혔던 낡은 정장을 발견하고 오래전 약속을 지키기 위해 무작정 길을 떠난다. 하지만 그의 눈앞에 순탄치 않은 여정이 기다리고 있다. 세상에 하나뿐인 정장과 함께 아브라함의 목숨을 건 좌충우돌 배달 여행이 시작된다.","제 33회 산타바바라 국제영화제 누에바 비전상 (파블로 솔라즈),  44회 시애틀국제영화제 골든 스페이스 니들 어워드: 남우주연상 (파블로 솔라즈) 수상  제 22회 부산국제영화제 월드 시네마 (파블로 솔라즈) 출품",,,,,,,left_only
비포하늘을나는강아지의모험,2014-03-13,5781.0,['(주)영화사 빅'],이도 엔젤,idoangel,"['애니메이션', '어드벤처']",vipoadventuresoftheflyingdog,['이스라엘'],,67.0,전체관람가,,"하늘을 나는 강아지 '비포'의 모험이 시작된다!항상 하늘을 날고 싶어하던 강아지 비포는 어느 날 기다란 귀를 펄럭이다가 자신도 하늘을 날 수 있다는 것을 깨닫는다.비포에게는 세상의 지식을 환하게 꿰뚫고 있는 황새 헨리와 자기자랑이 좀 심하지만 귀여운 고양이 인형 베티라는 떼어놓을 수 없는 친구들이 있다. 비포는 하늘을 날고 싶어했던 꿈을 이루자 헨리와 베티, 두 친구와 함께 세계 여행을 떠난다. 오스트리아의 잘츠부르크와 비엔나, 독일의 함부르크와 뮌헨, 그리고 이탈리아의 베니스와 로마까지… 각각의 개성 넘치는 모험과 문화 유적지, 그리고 아슬아슬한 위기들이 비포와 친구들을 기다리고 있다. 비엔나에 도착한 비포와 친구들은 궂은 날씨 탓에 하늘 위 구름 속을 날아 다니다 센부른 궁전을 발견하게 된다. 우연히 도둑이 엘리자베스 여왕의 왕관을 훔쳐가는 것을 보게 된 비포와 친구들은 수레를 끌던 말 파샤와 함께 왕관을 되찾기 위한 모험을 시작하는데…하늘을 나는 강아지, '비포'와 친구들이 떠나는 모험과 환상이 가득한 여행! 우리 함께 신나는 세계 여행을 떠나볼까?",,,,,,,,left_only
렛더선샤인인,2018-04-26,5756.0,['주식회사 씨네룩스'],클레르 드니,clairedenis,"['코미디', '드라마', '멜로/로맨스']",brightsunshinein,['프랑스'],"[('줄리엣 비노쉬', ''), ('자비에 보브와', '')]",95.0,15세이상관람가,"화가,남성편력,사랑의상처,성장,자아성찰","‘이자벨’은 오늘도 ‘누군가’를 만난다. 그것은 운명인가 싶다가도 절대 아닌 것이 되어버린다. 당신도 오늘 누군가를 만났나요? 이 운명의 주인공은 당신이에요! 지금 당신이, 당신을 가장 소중하게 여겼으면 해요.",2018 예테보리국제영화제 명예의 드래곤상  2018 세자르영화제 여우주연상,,,,,,,left_only
위키드블러드,2014-07-17,5742.0,['와이드 릴리즈(주)'],마크 영,markyoung,"['액션', '드라마']",wickedblood,['미국'],"[('아비게일 브레스린', ''), ('숀 빈', ''), ('제임스 퓨어포이', '')]",91.0,청소년관람불가,"가족,체스,음모","남은 가족을 지키기 위한 한 소녀의 목숨을 건 체스게임!부모를 잃은 10대 소녀 해나, 남은 가족을 지키기 위한 기발한 음모를 꾸민다! 해나는 부모님을 잃고 언니 '앰버'와 함께 살고 있다. 마약사업을 하는 큰외삼촌 '프랭크', 마약을 만들며 해나와 앰버를 도와주는 '도니' 삼촌과 생활하고 있지만 해나와 앰버는 프랭크에게서 벗어나고자 한다. 해나는 체스 전략을 발판 삼아 프랭크를 파멸시킬 음모를 꾸미는데….과연 해나는 프랭크를 파멸시키고 자신의 가족을 지킬 수 있을까?",,,,,,,,left_only
인사이드잡,2011-05-19,5741.0,['한국소니픽쳐스릴리징브에나비스타영화㈜'],찰스 퍼거슨,charlesferguson,"['다큐멘터리', '범죄']",insidejob,['미국'],"[('맷 데이먼', '')]",108.0,12세이상관람가,"2008년,금융위기,경기침체,사례,금융회사,월스트리트,경제위기,투자은행","2008년 세계적 금융위기와 경기 침체에 대한 사례를 분석하고 책임에 대한 문제를 다룬 다큐멘터리 영화 미국 리먼 브라더스의 파산 신청과 최대 보험사 AIG의 몰락은 미국 경제를 뒤흔들었다. 월 스트리트 쇼크로 글로벌 주식 시장은 그 즉시 휘청거렸다. 전 세계는 수십 조 달러의 빚더미에 올라앉았고 경제 침체는 계속되었다. 집 값과 자산은 대폭락했고, 3천만 명이 해고됐으며, 5천만 서민들은 극빈자가 되었다. 세계 경제를 파탄으로 내몰았지만… 여전히 돈과 권력을 손에 쥐고 있을 주범들은 과연 어디 있는가.","전미비평가협회상(2011) : 다큐멘터리상 -|뉴욕비평가협회상(2010) : 다큐멘터리상 -|아카데미 시상식(2011) : 장편다큐멘터리상 - 찰스 퍼거슨, 오드리 말스",,,,,,,left_only
바흐이전의침묵,2010-10-21,5736.0,['(재)전주국제영화제조직위원회'],페레 포르타벨라,pereportabella,['뮤지컬'],thesilencebeforebach,['스페인'],"[('페오도르 아킨', ''), ('크리스티안 아타나시우', '')]",100.0,15세이상관람가,"바흐,피아노조율사,하모니카,푸줏간","요한 세바스찬 바흐의 음악에 대한 이야기들을 다양한 시선으로 담아낸 작품. 피아노 조율사, 바흐의 음악을 하모니카로 연주하는 트럭운전사, 성토마스 교회에서 연주하는 바흐, 바흐분장을 한 라이프치히의 투어 가이드, 아들에게 ‘평균율클라비어곡집’ 연주를 가르치는 바흐, 푸줏간에서 고기를 싸준 종이에서 바흐의 ‘마태수난곡’의 악보를 발견한 멘델스존, 지하철에서 ‘무반주 첼로 모음곡’을 연주하는 여러 명의 첼리스트 등의 인물들을 연결 시켜 바흐의 음악을 통해 이미지와 음악에 대한 깊이 있는 고찰을 보여준다. 페레 포르타베야는 스페인 고전 영화의 제작자로도 널리 알려져 있는 스페인 영화 역사의 산 증인이다. 사회, 정치적인 영화를 주로 제작해왔던 감독은 1929년생으로 이 작품은 그의 최신작이다.  이미지와 음악의 심오한 예술적 관계에 대한 고찰에 관한 페레의 최근 장편으로 작년 전주 영화제에서 상영되었다. 이미지와 음악이라는 각각의 독립적인 개념을 설명하기 위해 그는 바흐의 아름다운 선율을 이용했다. 그는 음악이 단지 이미지를 위해 존재하는 부차적 개념이 아니고, 음악 자체가 미적인 주체라는 점을 보여준다.",,,,,,,,left_only
땡큐마스터킴,2010-09-02,5728.0,['(주)인디플러그'],엠마 프란츠,emmafranz,['다큐멘터리'],intangibleassetnumber82,"['일본', '호주']","[('사이먼 바커', ''), ('김석출', ''), ('배일동', ''), ('김동원', '')]",90.0,전체관람가,"재즈,무형문화재,판소리,호주","호주에서 둘째가라면 서러운 유명 재즈 드러머, 사이먼 바커. 사이먼은 우연히 한국이라는 어느 낯선 나라, 무형문화재 82호(Intangible Asset No.82)의 연주를 듣게 되고, 끝을 가늠할 수 없는에너지를 바탕으로 복잡한 기교를 구사하는 이 위대한 즉흥 연주에 사이먼은 충격과 부러움을 넘어서 시샘의 감정에까지 휩싸이게 된다. 사이먼은 이 비밀에 싸인 ‘마스터’가 70세 노령의 ‘김석출’이라는 것을 알아내지만, 그의 연주가 공인된 문화재임에도 불구하고 더 이상의 정보를 얻지 못해 절망한다. 그로부터 7년, 사이먼은 그 사이 한국을 17번이나 방문했고, ‘마스터 킴’은 이미 80세로 접어들고 있었다. 점점 더 강력한 운명적 끌림에 사로잡힌 사이먼은 마지막 기회라 생각하며 한국 방문길에 나서고, 이 여행에서 자신을 통째로 흔들어 놓는 매력적이고 이국적인 마스터들을 만나게 되는데.. 과연 이들이 마스터 킴과 사이먼의 운명적 만남을 성사시킬 다리가 될 수 있을지. 사이먼은 결국 이 여행에 끝에서 운명의 상대, ‘마스터 킴’을 만나게 될까?",,,,,,,,left_only
파우스트,2012-12-06,5706.0,['㈜영화사 백두대간'],알렉산더 소쿠로프,aleksandrsokurov,['드라마'],faust,['러시아'],"[('요하네스 자일러', '파우스트'), ('게오르그 프리드리히', '바그너'), ('한나 쉬굴라', ''), ('앙뜨완느 모노 주니어', ''), ('이솔다 디차우크', '마가레테 '), ('안톤 아다신스키', '뮐러')]",140.0,청소년관람불가,"학문,박사,인간,생활고,전당포,악마,거래","‘법학, 의학, 철학… 그리고 신학까지도… 나는 열정을 다해 공부했다. 하지만 지금 얻은 것 하나 없는 바보가 되었다!’ 진리추구를 지상 최대의 목표로 삼은 박사 파우스트. 인간의 근원을 파악하겠다며 인체 해부도 마다 않지만, 그가 얻은 것은 극심한 생활고뿐이다. 어느 날 돈을 마련하고자 전당포를 비롯한 마을 이곳 저곳을 어슬렁거리던 중, 파우스트는 신비한 처녀 마가레테와 맞닥뜨리고, 그녀의 아름다움에 완전히 매료되고 만다.  “어떡하면 마가레테를 가질 수 있지?”  “여기 서명만 하면 그녀는 당신 것이오!”  강렬한 욕망에 사로잡힌 파우스트에게 유혹의 순간이 찾아온다. 대금업자 뮐러가 그에게 처녀와 하룻밤을 보내게 해줄 테니 영혼을 달라고 제안한 것이다. 파우스트는 한 치의 망설임 없이 제안을 수락하는데… 당신이라면 이 치명적인 유혹 앞에서 어떤 선택을 할 것인가?",베니스국제영화제(2011) : 황금사자상 - 알렉산더 소쿠로브,,,,,,,left_only
