movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,keywords,plot,awards,budget,ori_lang,series,crewData,castData,keyWord,_merge
청년마르크스,2018-05-17,5667.0,['와이드 릴리즈(주)'],라울 펙,raoulpeck,['드라마'],lejeunekarlmarx,"['프랑스', '독일', '벨기에']","[('오거스트 딜', ''), ('올리비에 구르메', ''), ('빅키 크리엡스', '')]",117.0,15세이상관람가,,"모두가 아는 이름 마르크스, 그리고 이름 뒤에 가려진 그의 젊은 날… 1844년, 아내 예니와 함께 프랑스 망명길에 오른 26세의 카를 마르크스.  파리에서 공장주의 아들이면서도 노동자 계급에 대해 연구하는 프리드리히 엥겔스를 만나게 되고,  엥겔스는 마르크스가 새로운 세계의 비전을 구상하는 것에 영향을 미친다.  수많은 폭동과 정치적 격변 속에서 경찰의 검열과 급습에 맞서  당시 체계적이지 않았던 노동운동을 주도하게 되는 두 청년!    새로운 세상을 꿈꾸던 청년 마르크스를 세기의 사상가로 이끈 사랑과 우정    르네상스 이후 가장 완전한 이론적, 정치적 변화를 이끈 오만하지만  열정적이며 뛰어난 통찰력을 지닌 역사적 인물, 카를 마르크스와 프리드리히 엥겔스!  두 친구의 젊은 날의 이야기가 시작된다.",,,,,,,,left_only
헨리스크라임,2013-01-31,5663.0,['(주)팝파트너스'],말콤 벤빌,malcolmvenville,"['범죄', '드라마', '멜로/로맨스', '스릴러']",henryscrime,['미국'],"[('키아누 리브스', '헨리 톤'), ('베라 파미가', '줄리 이바노바'), ('제임스 칸', '맥스 샐츠먼'), ('주디 그리어', '데비 톤')]",108.0,15세이상관람가,"은행털이,누명,출소,폴란드 여배우,연극","신개념 은행털이! 선감옥 후범죄?! 고속도로 톨게이트에서 야간 매표원으로 일하는 헨리(키아누 리브스)는 야망도, 꿈도, 아내와의 애정마저도 보이지 않는 무기력한 남자다. 내세울 건 착한 성품 밖에 없는 그는 해명할 의지도 없이 은행 강도라는 억울한 누명으로 감옥살이까지 하게 된다. 출소 후에도 그를 반기는 사람은 아무도 없고 아내는 다른 남자와 사랑에 빠져 아이까지 임신한 상태. 홀로 거리를 헤매던 헨리는 문득 허무맹랑한 생각을 떠올린다. 이미 죄값도 치렀으니 진짜 은행을 털어보자는 것!  교도소 생활을 함께한 전설적인 사기꾼 맥스(제임스 칸)를 합류시켜 은행털이 작전에 들어간 헨리. 은행과 땅굴이 이어지는 소극장으로 잠입을 시도하던 헨리는 헐리웃을 꿈꾸는 무명 여배우 줄리(베라 파미가)와 점차 가까워지고, 의외의 재능으로 연극 무대까지 서게 되는데! 과연 그의 은행털이는 성공할 수 있을까?",,,,,,,,left_only
더블샤크,2013-09-05,5650.0,['(주)케이알씨지'],크리스토퍼 레이,christopherray,"['공포(호러)', '스릴러']",2headedsharkattack,['미국'],"[('카르멘 엘렉트라', '')]",88.0,청소년관람불가,"상어,바다,생존,항해","프랭클린 교수가 이끄는 바다 위 선상에서의 수업에 등록한 17명의 학생이 ‘시 킹 호’를 타고 솔로몬 제도로 향한다. 하지만 항해 도중 배가 상어와 부딪히면서 선체에 금이 가는 사고가 발생한다. 승무원 일행이 파손된 배를 용접하는 사이, 프랭클린 교수와 학생들은 근처에 있던 환초에서 하루 정도 묵기로 한다. 한편 배를 용접하기 위해 바다로 들어간 부선장 로라는 머리가 두 개 달린 돌연변이 상어에게 잡아 먹힌다. 또한 환초 해변에서 놀던 학생들과, 보트를 타고 바다를 즐기던 학생들까지 대부분 상어에게 잡아 먹히고 만다. 설상가상, 환초까지 물속으로 가라앉게 되면서 결국엔 데이나, 케이트, 폴. 이 세 사람만이 생존하게 되고 상어가 공격해오는 상황에서 이들은 바다에 떠 있는 가스통 하나를 발견하여 이것을 이용해 상어를 죽일 방법을 떠올리는데...",,,,,,,,left_only
극장판마법소녀마도카마기카신편반역의이야기,2018-03-15,5647.0,['(주)애니플러스'],신보 아키유키,akiyukishinbo,"['애니메이션', '판타지', '액션', '드라마']",puellamagimadokamagicathemovierebellion,['일본'],"[('유키 아오이', '카나메 마도카 목소리'), ('사이토 치와', '아케미 호무라 목소리')]",116.0,12세이상관람가,"마법소녀,세계,극장판,마법학교,마녀,TV애니메이션원작","마법소녀는 절망에서 구원 받을 수 있을까? 순환의 이치에 이끌린 소녀들의 새로운 이야기가 시작된다한때는 행복한 나날을 보내던 한 소녀, 카나메 마도카는 그 작은 목숨을 걸고 모든 마법 소녀들을 잔인한 운명의 사슬에서 구해낸다. 유일하게 마도카의 존재와 과거에 대한 기억을 간직한 채 남겨진 마법 소녀 아케미 호무라는 그녀가 남긴 세계에서 홀로 전투를 계속한다. 그리운 그 미소를 위해 우리는 꿈을 꾼다",,,,,,,,left_only
셀,2016-06-29,5617.0,['(주)드림팩트엔터테인먼트'],토드 윌리엄스,todwilliams,"['공포(호러)', 'SF', '스릴러']",cell,['미국'],"[('오웬 티그', '조단'), ('사무엘 L. 잭슨', ''), ('존 쿠삭', ''), ('이사벨 퍼만', '')]",97.0,청소년관람불가,,"사람들이 모두 미쳐버렸어!만화가인 클레이 리델(존 쿠삭)은 공항에서 아내와 통화하던 중휴대폰에서 흘러나오는 정체 모를 전파에 의해 공항 내에 있는 사람들이 미치광이처럼 날뛰며 서로를 공격하는 끔찍한 광경을 목격한다. 이상한 전파에 노출되지 않은 사람들은 송신탑을 찾아 피난을 떠나고,클레이는 피난 중 만난 괴짜 무신론자 톰 맥코트(사무엘 L. 잭슨)와엄마를 잃은 소녀 앨리스(이사벨 퍼만)와 함께 자신의 아내와 아들을 구하기 위해 미쳐버린 세상 속으로 뛰어드는데…과연, 클레이는 멸망 끝에 있는 세상에서아내와 아들을 만날 수 있을까?",,,,,,,,left_only
페기구겐하임아트애딕트,2017-02-09,5605.0,['에스디시코리아 주식회사'],리사 이모르디노 브릴랜드,lisaimmordinovreeland,['다큐멘터리'],peggyguggenheimartaddict,['미국'],"[('마리나 아브라모비치', '')]",95.0,12세이상관람가,,"“예술과 사랑은 내게 자유이자 해방이었어요!”뉴욕 부호 가문의 상속녀에서 파리의 보헤미안, 런던의 컬렉터, 베네치아의 러버로 변신을 거듭하는 페기 구겐하임의 흥미진진한 라이프 스토리",,,,,,,,left_only
킬링시즌,2013-09-05,5598.0,['(주)팝파트너스'],마크 스티븐 존슨,markstevenjohnson,"['액션', '스릴러']",killingseason,['미국'],"[('로버트 드니로', '벤자민 포드'), ('존 트라볼타', '에밀 코바쉬'), ('마일로 벤티밀리아', '크리스 포드'), ('에번 도허티', '시나리오(각본)')]",90.0,청소년관람불가,"낯선사람,방문,위협,추격,숲속,은거,화살","낯선 자의 방문과 알 수 없는 죽음의 위협!숨가쁜 숲 속의 추격과 함께 잊혀졌던 비밀이 밝혀진다!애팔래치아 산맥의 외딴 오두막에 혼자 은거해 살고 있는 퇴역군인 벤자민 포드(로버트 드 니로)는 우연히 그곳을 찾은 전직 세르비아 군인 에밀 코바쉬(존 트라볼타)를 만나게 된다.오랫동안 쌓아둔 옛 이야기들로 가까워지는 것도 잠시, 함께 나간 사냥에서 난데 없이 날아드는 화살 한 발로 18년 전 끝나지 않은 격돌이 다시 시작되게 되는데…9월, 숨막히는 연기대결을 확인하라!",,,,,,,,left_only
서유기모험의시작,2015-02-05,5585.0,"['영화사 민들레', '주식회사 마운틴픽쳐스']",주성치,stephenchow,"['코미디', '액션', '판타지']",journeytothewestconqueringthedemons,['중국'],"[('서기', ''), ('문장', ''), ('황보', '')]",109.0,12세이상관람가,,"삼장법사의 탄생과 대 모험의 서막이 시작된다!심마에 사로잡혀 사람을 잡아먹는 요괴로 인해 어지러운 세상. 구마대전의 후예로 선택된 진현장(문장)은 동요 300수를 가지고 요괴를 구제하기 위해 길을 나선다. 진, 선, 미를 통해 요괴의 마음에서 심마를 몰아내야 한다는 가르침에 따라 퇴마를 시도하지만 번번이 실패하고야 마는 진현장. 어느 날, 물고기 요괴를 퇴치하기 위해 찾은 시골마을에서 퇴마사 단소저(서기)를 만나 도움을 받게 되고, 그녀와 함께 요괴를 퇴치하는 과정에서 본인의 수행이 부족했음을 깨닫게 된다. 요괴 중 왕중지왕으로 불리는 손오공(황보)을 찾아가라는 스승의 명령에 따라 진현장은 동요 30수를 손에든 채 길을 모험을 떠나게 되는데…",,,,,,,,left_only
극장판마법소녀마도카마기카후편영원의이야기,2013-07-20,5561.0,['(주)미디어데이'],신보 아키유키,akiyukishinbo,"['애니메이션', '판타지']",gekijobanmahoushojomadokamagicakoheneiennomonogatari,['일본'],"[('유키 아오이', ''), ('마츠오카 요시츠구', '나카자와'), ('사이토 치와', '')]",111.0,12세이상관람가,"마법소녀,진실,마녀,소원,애니메이션","마법소녀의 충격적인 진실이 드러나고, 설상가상 최강의 마녀 ‘발프르기스의 밤’이 강림하려 한다. ‘큐베’와 ‘마도카’의 계약을 그토록 막았던 ‘호무라’의 놀라운 비밀, ‘큐베’의 숨겨진 정체, 그리고 마침내 마법소녀가 된 ‘마도카’. 싸움과 죽음의 운명을 받아들이면서까지 이루고 싶은 소원은 무엇일까?",,,,,,,,left_only
백엔의사랑,2016-06-16,5552.0,['주식회사 씨네룩스'],타케 마사하루,masaharutake,"['멜로/로맨스', '드라마']",100yenlove,['일본'],"[('안도 사쿠라', ''), ('아라이 히로후미', '')]",113.0,청소년관람불가,,"서른두 살 ‘이치코’(안도 사쿠라 분)는 대학 졸업 후 백수 상태로 쭉 부모에게 얹혀 살며 연애도 한번 해보지 못한 소위 ‘N포세대’다. 서로를 못 잡아먹어 안달인 여동생과의 싸움이 날마다 계속되고, 급기야 두 사람은 가족들 앞에서 머리채를 잡고 대판 싸운다. 이치코는 홧김에 독립을 선언하고, 매일 밤 단골로 찾아가던 백엔샵에서 심야 아르바이트를 시작하게 된다.최저시급, 우울증에 걸린 점장,변태 이혼남 동료의 텃세,유통기한 지난 음식을 훔쳐가는 4차원 노숙자,바나나만 사가는 퇴물 복서, 바나나맨.홀로서기를 위해 고단한 날들을 보내게 된 이치코. 난생처음 좋아하는 남자가 생겼지만, 그 또한 그녀와 별반 다르지 않은 노답남.모든 것이 꼬여버린 그녀의 인생, 다시 시작할 수 있을까?",,,,,,,,left_only
아브라함링컨vs좀비,2013-09-20,5550.0,['(유)조이앤컨텐츠그룹'],리차드 쉔크만,richardschenkman,"['액션', '코미디', '공포(호러)']",abrahamlincolnvszombies,['미국'],"[('빌 오버스트 주니어', '아브라함 링컨'), ('켄트 이글하트', '토마스 링컨')]",96.0,청소년관람불가,"좀비,대통령,사투,감염,전염병","자비도 악의도 없는 놈들이 깨어난다!좀비와 대통령의 스펙터클한 사투!美 남북 전쟁이 정점으로 치닫던 1863. 아브라함 링컨 대통령은 북군의 승리를 위해 빅 샌티 작전을 실시하지만 알 수 없는 전염병이 무차별 확산되면서 병사들은 모두 전멸하고 만다. 링컨 대통령은 전염병의 확산을 막고자 비밀요원 12명을 발족하고, 감염되지 않은 소수의 병사들과 힘을 합해 좀비들을 박멸시키기 위한 임무를 직접 수행한다. 국가의 운명은 남북전쟁을 넘어 좀비들과의 사투가 시작되고, 요원들에게는 한층 더 위압적인 임무가 주어지는데...",,,,,,,,left_only
버터러버,2013-10-17,5545.0,['스크린조이'],짐 필드 스미스,jimfieldsmith,"['드라마', '코미디']",butter,['미국'],"[('휴 잭맨', ''), ('제니퍼 가너', '')]",90.0,15세이상관람가,"버터,콘테스트,조각,우승,챔피언","매년 버터를 이용한 조각 콘테스트 대회가 열리고 있는 아이오와주. 그 곳에서 밥은 15년 째 우승을 놓쳐본 적이 없는 버터 조각에 놀라운 능력을 갖고 있는 남자다. 그런 그녀의 두 번째 아내 라우라는 그런 그의 능력으로 그가 아이오와주의 주지사가 되기를 희망하고, 둘은 함께 주지사가 되기 위한 여정을 시작한다. 그러던 어느 날, 버터조각 전시회에서 흑인소녀 데스티니를 만나게 되고, 그녀의 버터 조각 솜씨를 알아보는 밥. 데스티니는 다른 한 백인 가정에 입양이 된 아이로, 갖고 있는 버터 조각술을 발전시켜 대회에 도전하기 위한 준비를 한다.  그러던 어느 날, 라우라는 밥이 조각대회의 챔피언 자리를 내주고 주지사 자리도 내준 채 사람들을 도우며 살겠다고 하는 의견에 격노하고 둘의 관계는 틀어지게 된다. 그리고 그녀는 전 남편인 볼튼을 만나게 되면서 관계의 새로운 국면을 맞게 되는데...",,,,,,,,left_only
극장판이니셜d레전드3몽현,2016-08-25,5544.0,['씨제이이앤엠(주)'],히다카 마사미츠,masamitsuhidaka,"['애니메이션', '액션']",initialdlegend3mugen,['일본'],,66.0,12세이상관람가,,,,,,,,,,left_only
비밀의화방,2013-12-12,5530.0,['(주)케이알씨지'],진달래,,"['드라마', '멜로/로맨스']",,['한국'],"[('주혜리', ''), ('송정은', ''), ('박민철', ''), ('백마리', ''), ('최고한', '제작팀'), ('롤링페이퍼', '시나리오(각본)'), ('이영환', '촬영'), ('송진영', '동시녹음'), ('손미희', '미술/프로덕션 디자인'), ('미스장', '분장'), ('에어장', '기타')]",68.0,청소년관람불가,"머슴,규수,비밀연애,이별,기생","안녕, 오랜 나의 사랑아…머슴 제호와 양갓집 규수 매향…  과거에 꽃 비가 내리던 그날 그들은 주변의 반대로 몰래 사랑을 할 수 밖에 없었다. 몰래 하는 도둑사랑이었지만 그들은 누구보다도 행복했다. 그러나 수많은 장애물로 결국 이별하게 되고, 혹시나 서로를 잊게 될까 걱정한다. 세월이 흐르고 기생방에서 손님과 기생으로 다시 마주하게 된 두 사람. 한눈에 서로를 기억하진 못하지만 익숙하고도 묘한 끌림을 느끼게 되는데...",,,,,,,,left_only
비히클19,2013-10-09,5511.0,['(주)팝파트너스'],무쿤다 마이클 드윌,mukundamichaeldewil,"['스릴러', '범죄', '액션']",vehicle19,['미국'],"[('폴 워커', '')]",80.0,15세이상관람가,"렌트카,스릴러,액션,조직,추격,전화",자신이 렌트한 차가 아닌 우연히 다른 차를 타게 된 ‘마이클’(폴 워커)이 차 안에서 의문의 전화와 정체불명의 여자를 발견하고 이후 알 수 없는 조직으로부터 추격을 받게 되는데...,,,,,,,,left_only
