movieNm,movieDrKofic,prodCompany,impCompany,distCompany,openDtKofic,State,longShort,nationNm,screenCnt,salesAcc,audiAcc,salesSeoul,audiSeoul,genres,watchGrade,classify,movieOriNm,openDtTMDB,movieDrTMDB,budget,ori_lang,series,crewData,castData,keyWord,_merge
누드모델무삭제특별판,박범수,(주)케이알씨지,,(주)케이알씨지,2017-07-04,개봉영화,장편,한국,1.0,2000.0,1.0,2000.0,1.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
누드모델과화가,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-02,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
누드모델과의섹스,밤비노 푸린,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-14,개봉영화,장편,일본,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
눈맞은유부녀,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-02-03,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
눈앞에서정사,모리 신이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-02,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
뉴저지사이코킬러,,,주식회사 레드아이스,주식회사 레드아이스,2018-02-10,개봉영화,장편,미국,1.0,3000.0,1.0,0.0,0.0,,15세이상관람가,일반영화,,,,,,,,,,left_only
느끼는꽃잎의입술,이시카와 칸,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-27,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
느끼는유부녀의꿀단지,타나카 야스후미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-25,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
늑대소녀,자레드 콘,,(주)케이알씨지,(주)케이알씨지,2017-09-08,개봉영화,장편,미국,1.0,2000.0,1.0,2000.0,1.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
능수능란한손길푹빠진며느리,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2019-01-25,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
능욕보험영업의비밀,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-11-01,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
능욕당하는여자,시온 코마츠,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-03,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
능욕정사내옆집의남자,키탄,,(주)영진크리에이티브,(주)영진크리에이티브,2017-01-31,개봉영화,장편,일본,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
니코마법세계로의여행,로버트 킬라오,,(주)나우콘텐츠,(주)나우콘텐츠,2016-12-13,개봉영화,장편,미국,1.0,8000.0,1.0,0.0,0.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
닌자헌터사냥의시작,치바 세이지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-12,개봉영화,장편,일본,1.0,5000.0,1.0,5000.0,1.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
님프피의요정,밀란 토도로빅,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),2015-08-07,개봉영화,장편,세르비아,1.0,5000.0,1.0,5000.0,1.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
다다미방과핑크팬티,사카타 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-19,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
다다미방의정사,오쿠 와타루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-02,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
다다미방의유부녀,마스부치 가키토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-04-05,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
다다미방의친구엄마,사루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
다루기쉬운육덕장모,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-01,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
다빈치트레져,피터 머비스,,(주)케이알씨지,(주)케이알씨지,2016-12-29,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,어드벤처,15세이상관람가,일반영화,,,,,,,,,,left_only
다시사랑한형수님,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-23,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
다이아몬드하이스트,로버트 콜타이,,(주)퍼스트런,(주)퍼스트런,2016-10-20,개봉영화,장편,헝가리,1.0,5000.0,1.0,0.0,0.0,코미디,청소년관람불가,일반영화,,,,,,,,,,left_only
다이하드스왓,앨런 웅거,,(주)케이알씨지,(주)케이알씨지,2017-09-01,개봉영화,장편,캐나다,1.0,2000.0,1.0,2000.0,1.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
다크리플렉션,트리스탄 로레인,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-10-18,개봉영화,장편,영국,1.0,3000.0,1.0,0.0,0.0,드라마,12세이상관람가,일반영화,,,,,,,,,,left_only
다크아이리스,,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-11-08,개봉영화,장편,미국,1.0,2000.0,1.0,0.0,0.0,SF,청소년관람불가,일반영화,,,,,,,,,,left_only
다크타이드,존 스톡웰,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-12-05,개봉영화,장편,미국,1.0,10000.0,1.0,0.0,0.0,어드벤처,12세이상관람가,일반영화,,,,,,,,,,left_only
다크투어리스트,수리 크리쉬나마,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2016-10-27,개봉영화,장편,미국,1.0,4000.0,1.0,0.0,0.0,범죄,청소년관람불가,일반영화,,,,,,,,,,left_only
다크하트,루돌프 부이텐닥,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2018-12-14,개봉영화,장편,미국,1.0,2000.0,1.0,2000.0,1.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
다크니스,마르코스 에프론,,(주)케이앤엔터테인먼트,(주)케이앤엔터테인먼트,2013-02-19,개봉영화,장편,미국,1.0,4000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
다크니스타락천사,,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-08-29,개봉영화,장편,영국,1.0,3000.0,1.0,0.0,0.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
닥터킬러패밀리,존 칼라스,,라온아이(주),라온아이(주),2019-02-14,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
단란한가족너무하고싶어요,무라야마 쿄스케,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-30,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
단발머리,오자키 히로코우지,,(주)플라이어,(주)플라이어,2017-02-22,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
단지에이사온새여자,스즈키 켄이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-03-08,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
단지처길들이기유부녀,타지리 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-16,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
단지처대낮의정사,사카다 히로키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-15,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
단한번의불륜연하남,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-01-11,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
달빛섹스정사기모노,키타가와 아츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-11-25,개봉영화,장편,일본,1.0,5000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
달아오른여자들병원,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2017-09-11,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
달콤한사무실육정,제제 다카히사,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
달콤한여선배무삭제,양석우,(주)영화사히트,,(주)영화사히트,2017-11-27,개봉영화,장편,한국,1.0,5000.0,1.0,5000.0,1.0,,청소년관람불가,일반영화,,,,,,,,,,left_only
달콤한입술맛보기,카네다 사토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-04-06,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
달콤한젊은미망인,다테 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-02,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
당구장의육덕녀,긴 류지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-02-22,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
당신이너무만족스러워,쿠니자와 미노루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-10-05,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
당일치기온천여행,오우치 아이리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-01,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
대낮의출장마사지,드래곤 니시카와,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-06-01,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
대머리오일마사지사,칸바라 나오토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-01-02,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
대물부장님환장하는여직원들,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2018-07-18,개봉영화,장편,일본,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
대물부장님에환장하는아내,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2018-09-11,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
대박엉덩이섹스,타카사카 미타니,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-03-04,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
대범한불륜정사,하야시카와 케이테루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-02,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
대사건,두기봉,,(주)시네마천국,(유)영화사 화수분,2016-09-29,개봉영화,장편,홍콩,1.0,6000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
대실금젖은팬티,타마츠카 빙고,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-12-03,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
대형노출사고변태녀,후지모리 아키나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-11-09,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
더넌수녀의저주,아론 머티스,,제인앤유,제인앤유,2018-11-03,개봉영화,장편,미국,1.0,2000.0,1.0,2000.0,1.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
더라스트최후의날,존 클레인,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-16,개봉영화,장편,미국,1.0,2000.0,1.0,2000.0,1.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
더러버스,롤랑 조페,,(주)누리픽쳐스,(주)누리픽쳐스,2018-02-13,개봉영화,장편,벨기에,1.0,6000.0,1.0,0.0,0.0,액션,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
더로저스,브라이언 오맬리,,유니콘미디어(주),유니콘미디어(주),2018-07-20,개봉영화,장편,아일랜드,1.0,8800.0,1.0,8800.0,1.0,미스터리,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
더바디트리,토마스 던,,(유)조이앤시네마,(유)조이앤시네마,2018-08-03,개봉영화,장편,러시아,1.0,1000.0,1.0,1000.0,1.0,공포(호러),15세이상관람가,독립/예술영화,,,,,,,,,,left_only
더바인딩,,,주식회사 레드아이스,주식회사 레드아이스,2017-11-15,개봉영화,장편,미국,1.0,3000.0,1.0,0.0,0.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
더배드넌,스콧 제프리,,(유)조이앤시네마,(유)조이앤시네마,2019-01-17,개봉영화,장편,영국,1.0,1000.0,1.0,1000.0,1.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
더와처스라스트히어로,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-04-28,개봉영화,장편,러시아,1.0,3000.0,1.0,0.0,0.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
더와처스방콕,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-05-15,개봉영화,장편,러시아,1.0,3000.0,1.0,0.0,0.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
더와처스비기닝,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-03-31,개봉영화,장편,러시아,1.0,5000.0,1.0,0.0,0.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
더와처스잭팟,아르툠 악세넨코,,(주)퍼스트런,(주)퍼스트런,2017-04-17,개봉영화,장편,러시아,1.0,3000.0,1.0,0.0,0.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
더인베이젼,저스틴 존스,,(주)케이알씨지,(주)케이알씨지,2016-12-21,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
더정글,앤드류 트라우키,,제인앤유,제인앤유,2017-01-11,개봉영화,장편,호주,1.0,7000.0,1.0,7000.0,1.0,스릴러,15세이상관람가,일반영화,,,,,,,,,,left_only
더콜러,,,주식회사 레드아이스,주식회사 레드아이스,2018-12-06,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
더킹오브엠파이어,케네스 카인츠,,(주)소나무픽쳐스,(주)소나무픽쳐스,2017-01-12,개봉영화,장편,덴마크,1.0,5000.0,1.0,0.0,0.0,액션,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
더타겟,존 허즈펠드,,(주)에이블엔터테인먼트,(주)에이블엔터테인먼트,2015-04-09,개봉영화,장편,미국,1.0,9000.0,1.0,9000.0,1.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
더하우스인형의집,마이클 크럼,,(유)조이앤시네마,(유)조이앤시네마,2018-07-21,개봉영화,장편,미국,1.0,1000.0,1.0,1000.0,1.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
더하이브,데이빗 야로베스키,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2016-01-07,개봉영화,장편,미국,1.0,7000.0,1.0,7000.0,1.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
더호드,자레드 콘,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-04-21,개봉영화,장편,미국,1.0,3000.0,1.0,0.0,0.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
더럽혀진웨딩드레스,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2017-06-30,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
더블유부녀스와핑,타나카 야스후미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-10-06,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
더블유엠디대량살상무기,리차드 핼펀,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-03-02,개봉영화,장편,미국,1.0,2000.0,1.0,0.0,0.0,전쟁,청소년관람불가,일반영화,,,,,,,,,,left_only
데드리스트,"홀든 앤드루스,이반 아센,빅터 마티유",,제인앤유,제인앤유,2018-10-16,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
데드스토리,수닐 트리푸라네니,,(주)영화사 안다미로,(주)영화사 안다미로,2018-04-13,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
데드엔드데몬,조단 F. 간마,,(유)조이앤시네마,(유)조이앤시네마,2018-08-18,개봉영화,장편,미국,1.0,1000.0,1.0,1000.0,1.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
데드웨스트,,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-07,개봉영화,장편,미국,1.0,2000.0,1.0,2000.0,1.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
데드트리거,스콧 윈드하우저,,제인앤유,제인앤유,2018-12-14,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
데들리스토커,조지아 리,,라온아이(주),라온아이(주),2019-01-24,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
데모닉죽은자의부활,마이클 크럼,,(유)조이앤시네마,(유)조이앤시네마,2018-08-25,개봉영화,장편,미국,1.0,1000.0,1.0,1000.0,1.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
데몬헌터,조 카바나,,(주)퍼스트런,(주)퍼스트런,2017-07-27,개봉영화,장편,미국,1.0,3000.0,1.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
데몬악령의저주,란드 보슬러,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-09-16,개봉영화,장편,캐나다,1.0,2000.0,1.0,2000.0,1.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
데미갓워즈,,,주식회사 레드아이스,주식회사 레드아이스,2019-01-25,개봉영화,장편,미국,1.0,1000.0,1.0,0.0,0.0,액션,12세이상관람가,일반영화,,,,,,,,,,left_only
데블스윙즈,대니얼 콜롬비,,(주)시네마리퍼블릭,(주)시네마리퍼블릭,2017-02-16,개봉영화,장편,미국,1.0,3000.0,1.0,0.0,0.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
데블핸드,크리스티안 E.크리스티안센,,(주)에이원엔터테인먼트,(주)에이원엔터테인먼트,2015-12-17,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
데빌스노트,아톰 에고이안,,(주)누리픽쳐스,(주)누리픽쳐스,2014-12-04,개봉영화,장편,미국,1.0,8000.0,1.0,8000.0,1.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
데스트랩사신의법칙,요코야마 카즈히로,,(주)영진크리에이티브,(주)영진크리에이티브,2017-07-07,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
데스가즘,제이슨 레이 하우덴,,유니콘미디어(주),오퍼스픽쳐스(유),2015-10-15,개봉영화,장편,뉴질랜드,1.0,5000.0,1.0,5000.0,1.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
데스티네이션콘트롤,다렌 폴 피셔,,(주)케이알씨지,(주)케이알씨지,2019-03-26,개봉영화,장편,영국,1.0,1000.0,1.0,0.0,0.0,미스터리,15세이상관람가,일반영화,,,,,,,,,,left_only
데이식스,바로 벤투리,,(주)티에스앤컴퍼니,(주)티에스앤컴퍼니,2015-05-28,개봉영화,장편,이탈리아,1.0,5000.0,1.0,5000.0,1.0,스릴러,15세이상관람가,일반영화,,,,,,,,,,left_only
델플라야,숀 하트,,주식회사 플릭스코,주식회사 플릭스코,2018-04-12,개봉영화,장편,미국,1.0,6000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
도깨비섹스,가와사키 히로유키,,퍼즐컷,퍼즐컷,2015-04-30,개봉영화,장편,일본,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
도망자2016,제이슨 모모아,,(주)케이알씨지,(주)케이알씨지,2017-01-05,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
도시전설,다이치로 나츠메,,(주)영진크리에이티브,(주)영진크리에이티브,2017-07-03,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
도시락집여주인과연하남,카네다 사토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-12-08,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도촬생중계보기,타나카 야스후미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-03-02,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도촬아가씨대기실,코지마 유지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-11-16,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도촬여대생하숙집,오오쿠노 마코토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-07-30,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도촬이혼상담유부녀,오우치 아이리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-15,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도촬호텔출장마사지,와타나베 카즈야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-02,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도촬기록가정교사,카토 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-13,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도쿄황제마사지,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-06,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
도쿄에사는맑은슬림녀,호리이 아야,,(주)플라이어,(주)플라이어,2018-04-03,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
독신남자와이웃집여자,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-09,개봉영화,장편,일본,1.0,10000.0,1.0,10000.0,1.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
돈없는형수의속옷장사,사루 타카시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-12-03,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
돈으로산그녀의정사,아라키 타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-10-05,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
돌로레스,마이클 로젤,,(주)컴퍼니엘,(주)컴퍼니엘,2017-09-08,개봉영화,장편,독일,1.0,2000.0,1.0,2000.0,1.0,판타지,15세이상관람가,일반영화,,,,,,,,,,left_only
돌싱남녀의테크닉,후지모리 타츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-02-12,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
돌싱의맛있는유혹,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-10,개봉영화,장편,일본,1.0,10000.0,1.0,10000.0,1.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
동갑내기엄마무삭제,성기만,스마일컨텐츠,,스마일컨텐츠,2019-01-18,개봉영화,장편,한국,1.0,5000.0,1.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
동거의목적무삭제판,조성우,(주)씨네토리,,(주)제이에이와이이엔터테인먼트,2016-07-12,개봉영화,장편,한국,1.0,5000.0,1.0,5000.0,1.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
동경대미녀가정교사,다카하시 미키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-02,개봉영화,장편,일본,1.0,6000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
동경밀회불륜의정사,니시 야스노리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-08,개봉영화,장편,일본,1.0,8000.0,1.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
