TITLE,OPEN_DT,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC,CMT_SCORE
아이언맨 3,2013-04-25,4,2,17,130.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,12세이상관람가,1.0,3260.0,0.0,0.0,9001309,0.3261707988980716
설국열차,2013-08-01,8,3,31,125.0,한국,씨제이이앤엠(주),SF,15세이상관람가,0.0,4320.0,0.0,1.0,8914845,0.3648136667355513
캡틴 아메리카: 시빌 워,2016-04-27,4,2,17,147.0,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,1.0,1141.0,55504.0,1.0,8677249,0.17173661917597227
수상한 그녀,2014-01-22,1,1,4,124.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,0.0,1481.0,0.0,0.0,8656397,0.4981902792140641
해적: 바다로 간 산적,2014-08-06,8,3,32,129.0,한국,롯데쇼핑㈜롯데엔터테인먼트,어드벤처,12세이상관람가,1.0,1657.0,4941.0,0.0,8646758,0.2991735537190083
공조,2017-01-18,1,1,3,125.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,613.0,9879.0,0.0,7817446,0.4481743227326265
트랜스포머 3,2011-06-29,6,2,26,152.0,미국,씨제이이앤엠(주),액션,12세이상관람가,1.0,1801.0,0.0,0.0,7784807,0.30916762562332184
히말라야,2015-12-16,12,4,51,127.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,0.0,546.0,13693.0,0.0,7759473,0.4208050182958704
미션임파서블:고스트프로토콜,2011-12-15,12,4,50,132.0,미국,씨제이이앤엠(주),액션,15세이상관람가,1.0,314.0,0.0,0.0,7575899,0.3871681415929204
밀정,2016-09-07,9,3,36,139.0,한국,워너브러더스 코리아(주),액션,15세이상관람가,0.0,442.0,13996.0,0.0,7487545,0.3953813855843247
최종병기 활,2011-08-10,8,3,32,122.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,15세이상관람가,0.0,461.0,0.0,0.0,7466976,0.3506815365551425
써니,2011-05-04,5,2,18,124.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,1.0,514.0,0.0,0.0,7328820,0.3864894795127353
스파이더맨: 홈 커밍,2017-07-05,7,3,27,133.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,12세이상관람가,1.0,458.0,15235.0,0.0,7257973,0.1987127916331456
1987,2017-12-27,12,4,52,129.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,0.0,1220.0,13877.0,0.0,7231638,0.30865064046323915
베를린,2013-01-30,1,1,5,120.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,1238.0,0.0,0.0,7166199,0.3825387708213671
마스터,2016-12-21,12,4,51,142.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,1347.0,18671.0,0.0,7150541,0.3472505091649695
터널,2016-08-10,8,3,32,126.0,한국,(주)쇼박스,드라마,12세이상관람가,0.0,545.0,14152.0,1.0,7118592,0.351422550052687
어벤져스,2012-04-26,4,2,17,142.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,1.0,1258.0,0.0,0.0,7074867,0.2559523809523809
내부자들,2015-11-19,11,4,47,130.0,한국,(주)쇼박스,범죄,청소년관람불가,0.0,1309.0,12198.0,1.0,7071763,0.31414141414141417
인천상륙작전,2016-07-27,7,3,30,110.0,한국,씨제이이앤엠(주),전쟁,12세이상관람가,0.0,2063.0,35317.0,0.0,7049643,0.2960141477350021
럭키,2016-10-13,10,4,41,112.0,한국,(주)쇼박스,코미디,15세이상관람가,0.0,2144.0,15767.0,0.0,6965706,0.528152260111023
은밀하게 위대하게,2013-06-05,6,2,23,123.0,한국,(주)쇼박스,액션,15세이상관람가,0.0,12880.0,0.0,0.0,6953800,0.3458472615068141
곡성,2016-05-12,5,2,19,156.0,한국,이십세기폭스코리아(주),미스터리,15세이상관람가,0.0,806.0,15570.0,0.0,6878264,0.33672272193977315
범죄도시,2017-10-03,10,4,40,121.0,한국,메가박스중앙(주)플러스엠,범죄,청소년관람불가,0.0,1208.0,7567.0,0.0,6851297,0.44291576152546464
늑대소년,2012-10-31,10,4,44,124.0,한국,씨제이이앤엠(주),멜로,15세이상관람가,0.0,1166.0,0.0,0.0,6654837,0.4534134821811937
군함도,2017-07-26,7,3,30,132.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,3366.0,97770.0,0.0,6592151,0.4175730926483067
미션 임파서블: 폴아웃,2018-07-25,7,3,30,147.0,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,15세이상관람가,1.0,177.0,1403.0,0.0,6584915,0.2075
다크 나이트 라이즈,2012-07-19,7,3,29,164.0,미국,워너브러더스 코리아(주),액션,15세이상관람가,1.0,1801.0,0.0,0.0,6396528,0.2477118393858873
아저씨,2010-08-04,8,3,31,119.0,한국,씨제이엔터테인먼트,액션,청소년관람불가,0.0,626.0,0.0,0.0,6282774,0.35064935064935066
사도,2015-09-16,9,3,38,125.0,한국,(주)쇼박스,사극,12세이상관람가,0.0,556.0,22459.0,0.0,6246849,0.3710792131844763
미션 임파서블: 로그네이션,2015-07-30,7,3,31,131.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,408.0,8626.0,0.0,6126488,0.2564102564102564
킹스맨 : 시크릿 에이전트,2015-02-11,2,1,7,128.0,미국,이십세기폭스코리아(주),액션,청소년관람불가,1.0,168.0,2480.0,1.0,6125154,0.3975265017667845
연평해전,2015-06-24,6,2,26,130.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12세이상관람가,0.0,5242.0,28626.0,0.0,6043458,0.2465223665223665
인셉션,2010-07-21,7,3,29,147.0,미국,워너브러더스 코리아(주),드라마,12세이상관람가,0.0,595.0,0.0,0.0,5926948,0.4028540065861689
레미제라블,2012-12-19,12,4,51,158.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,0.0,627.0,0.0,0.0,5911890,0.4934383202099738
쥬라기 월드: 폴른 킹덤,2018-06-06,6,2,23,127.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,1.0,230.0,3703.0,0.0,5661128,0.2637729549248748
청년경찰,2017-08-09,8,3,32,108.0,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,0.0,1429.0,16419.0,0.0,5636259,0.4341769212909218
숨바꼭질,2013-08-14,8,3,33,107.0,한국,(주)넥스트엔터테인먼트월드(NEW),스릴러,15세이상관람가,0.0,682.0,0.0,0.0,5602543,0.3753926701570681
덕혜옹주,2016-08-03,8,3,31,126.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,12세이상관람가,0.0,1857.0,20348.0,1.0,5593551,0.41483316333964737
더 테러 라이브,2013-07-31,7,3,31,97.0,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,0.0,2051.0,0.0,0.0,5583596,0.2924850555081127
쥬라기 월드,2015-06-11,6,2,24,124.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,1.0,894.0,15462.0,0.0,5546792,0.2533191715347849
캡틴 마블,2019-03-06,3,1,10,123.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,0.0,2160.0,2969.0,0.0,5540958,0.1571015375247374
의형제,2010-02-04,2,1,5,116.0,한국,(주)쇼박스,드라마,15세이상관람가,0.0,533.0,0.0,0.0,5507106,0.44005449591280654
감시자들,2013-07-03,7,3,27,118.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15세이상관람가,0.0,1098.0,0.0,0.0,5496547,0.3692242475625265
앤트맨과 와스프,2018-07-04,7,3,27,118.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,1.0,202.0,1781.0,0.0,5447826,0.18085106382978725
닥터 스트레인지,2016-10-26,10,4,43,114.0,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,0.0,820.0,17810.0,0.0,5446379,0.3214129960750109
검은 사제들,2015-11-05,11,4,45,108.0,한국,씨제이이앤엠(주),미스터리,15세이상관람가,0.0,517.0,15918.0,0.0,5440945,0.3381818181818182
안시성,2018-09-19,9,3,38,135.0,한국,(주)넥스트엔터테인먼트월드(NEW),사극,12세이상관람가,0.0,607.0,2468.0,0.0,5440186,0.3092933204259439
블랙 팬서,2018-02-14,2,1,7,134.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,1.0,388.0,7497.0,0.0,5398994,0.3203559510567297
더 킹,2017-01-18,1,1,3,134.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15세이상관람가,0.0,1086.0,17679.0,0.0,5316325,0.4321954274976511
완득이,2011-10-20,10,4,42,107.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,0.0,725.0,0.0,1.0,5310510,0.5261136712749616
트랜스포머: 사라진 시대,2014-06-25,6,2,26,164.0,미국,씨제이이앤엠(주),액션,12세이상관람가,1.0,3534.0,8008.0,0.0,5295801,0.17805277152791982
완벽한 타인,2018-10-31,10,4,44,115.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,15세이상관람가,0.0,125.0,608.0,0.0,5294119,0.3355704697986577
월드 워 Z,2013-06-20,6,2,25,115.0,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,1001.0,0.0,1.0,5237525,0.3486024844720497
타워,2012-12-25,12,4,52,121.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,0.0,1412.0,0.0,0.0,5181014,0.3595172559813678
미녀와 야수,2017-03-16,3,1,11,129.0,미국,월트디즈니컴퍼니코리아 유한책임회사,멜로,전체관람가,0.0,199.0,8894.0,0.0,5137993,0.3403141361256545
독전,2018-05-22,5,2,21,123.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,15세이상관람가,0.0,265.0,2703.0,0.0,5063620,0.4104134762633997
쿵푸팬더 2,2011-05-26,5,2,21,91.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,1.0,620.0,0.0,0.0,5062722,0.2978723404255319
아쿠아맨,2018-12-19,12,4,51,143.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,1.0,205.0,833.0,0.0,5038134,0.2833333333333333
공작,2018-08-08,8,3,32,137.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,0.0,254.0,2437.0,0.0,4971261,0.40930232558139534
인사이드 아웃,2015-07-09,7,3,28,101.0,미국,월트디즈니컴퍼니코리아(주),애니메이션,전체관람가,0.0,164.0,3102.0,0.0,4968687,0.38564273789649417
킹스맨: 골든 서클,2017-09-27,9,3,39,140.0,미국,이십세기폭스코리아(주),액션,청소년관람불가,,664.0,24898.0,0.0,4945484,0.2829028290282903
바람과 함께 사라지다,2012-08-08,8,3,32,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,0.0,128.0,0.0,0.0,4897551,0.40728476821192056
마션,2015-10-08,10,4,41,142.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,0.0,617.0,6812.0,1.0,4875494,0.4391462306993642
토르: 라그나로크,2017-10-25,10,4,43,130.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,1.0,515.0,13239.0,0.0,4857152,0.3082706766917293
어메이징 스파이더맨,2012-06-28,6,2,26,136.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,1.0,1063.0,0.0,0.0,4853123,0.2837596668649613
"님아, 그 강을 건너지 마오",2014-11-27,11,4,48,85.0,한국,CGV아트하우스,다큐멘터리,전체관람가,0.0,191.0,8651.0,0.0,4801355,0.34371754932502596
조선명탐정 : 각시투구꽃의 비밀,2011-01-27,1,1,4,115.0,한국,(주)쇼박스,코미디,12세이상관람가,1.0,466.0,0.0,1.0,4786259,0.3984575835475577
군도: 민란의 시대,2014-07-23,7,3,30,137.0,한국,(주)쇼박스,사극,15세이상관람가,0.0,1738.0,14319.0,0.0,4774895,0.34375842545160423
범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,2,1,5,133.0,한국,(주)쇼박스,범죄,청소년관람불가,0.0,227.0,0.0,0.0,4710454,0.4673913043478261
주토피아,2016-02-17,2,1,7,108.0,미국,월트디즈니컴퍼니코리아(주),애니메이션,전체관람가,,687.0,2474.0,0.0,4703245,0.4348118279569893
엣지 오브 투모로우,2014-06-04,6,2,23,113.0,미국,워너브러더스 코리아(주),액션,12세이상관람가,1.0,365.0,2528.0,1.0,4697142,0.3847802786709539
신세계,2013-02-21,2,1,8,134.0,한국,(주)넥스트엔터테인먼트월드(NEW),범죄,청소년관람불가,0.0,582.0,0.0,0.0,4682492,0.3710045662100457
신비한 동물사전,2016-11-16,11,4,46,132.0,미국,워너브러더스 코리아(주),어드벤처,12세이상관람가,1.0,331.0,12840.0,1.0,4666993,0.2538382804503582
도가니,2011-09-22,9,3,38,125.0,한국,씨제이이앤엠(주),드라마,청소년관람불가,0.0,644.0,0.0,1.0,4662822,0.3953764078245406
내 아내의 모든 것,2012-05-17,5,2,20,121.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,0.0,128.0,0.0,0.0,4598583,0.4964285714285714
판도라,2016-12-07,12,4,49,135.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12세이상관람가,0.0,732.0,8338.0,0.0,4571142,0.3668326073428749
연가시,2012-07-05,7,3,27,109.0,한국,씨제이이앤엠(주),공포,15세이상관람가,0.0,1075.0,0.0,0.0,4513026,0.3182308522114347
아이언맨 2,2010-04-29,4,2,17,125.0,미국,씨제이엔터테인먼트,SF,12세이상관람가,1.0,722.0,0.0,0.0,4498335,0.3329938900203666
강철비,2017-12-14,12,4,50,139.0,한국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,0.0,849.0,5965.0,0.0,4451336,0.3446567586694975
해리포터와 죽음의 성물2,2011-07-13,7,3,28,131.0,미국,워너브러더스 코리아(주),판타지,전체관람가,,1746.0,0.0,1.0,4400298,0.250901225666907
엑스맨: 데이즈 오브 퓨처 패스트,2014-05-22,5,2,21,134.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,1.0,692.0,4066.0,1.0,4313871,0.3136067101584343
아가씨,2016-06-01,6,2,22,144.0,한국,씨제이이앤엠(주),스릴러,청소년관람불가,0.0,438.0,21671.0,1.0,4277071,0.40013404825737264
어메이징 스파이더맨 2,2014-04-23,4,2,17,142.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,12세이상관람가,1.0,693.0,3680.0,0.0,4168350,0.2566978193146417
용의자,2013-12-24,12,4,52,137.0,한국,(주)쇼박스,액션,15세이상관람가,0.0,931.0,0.0,0.0,4131248,0.4716282894736842
건축학개론,2012-03-22,3,1,12,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,0.0,567.0,0.0,0.0,4110645,0.3706563706563705
댄싱퀸,2012-01-18,1,1,3,124.0,한국,씨제이이앤엠(주),코미디,12세이상관람가,0.0,191.0,0.0,0.0,4057546,0.4049295774647888
꾼,2017-11-22,11,4,47,116.0,한국,(주)쇼박스,범죄,15세이상관람가,0.0,322.0,6730.0,0.0,4018341,0.3369351669941061
혹성탈출: 반격의 서막,2014-07-10,7,3,28,130.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,1.0,354.0,2984.0,0.0,4002134,0.3583426651735722
타짜-신의 손,2014-09-03,9,3,36,147.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,청소년관람불가,1.0,3451.0,7157.0,1.0,4001813,0.3039179104477612
쿵푸팬더3,2016-01-28,1,1,4,94.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,1.0,222.0,12441.0,0.0,3984812,0.2919847328244275
캡틴 아메리카: 윈터 솔져,2014-03-26,3,1,13,135.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,1.0,434.0,1969.0,1.0,3963220,0.3853427895981088
박수건달,2013-01-09,1,1,2,128.0,한국,(주)쇼박스,코미디,15세이상관람가,0.0,823.0,0.0,0.0,3893216,0.5595611285266457
베놈,2018-10-03,10,4,40,107.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,15세이상관람가,1.0,269.0,2105.0,0.0,3888096,0.18801996672212976
조선명탐정 : 사라진 놉의 딸,2015-02-11,2,1,7,124.0,한국,(주)쇼박스,사극,12세이상관람가,1.0,310.0,7406.0,0.0,3872015,0.38408304498269896
역린,2014-04-30,4,2,18,135.0,한국,롯데쇼핑㈜롯데엔터테인먼트,사극,15세이상관람가,0.0,1281.0,6255.0,1.0,3849433,0.4241998877035373
매드 맥스: 분노의 도로,2015-05-14,5,2,20,120.0,미국,워너브러더스 코리아(주),액션,15세이상관람가,1.0,255.0,2005.0,0.0,3842441,0.3060897435897436
남한산성,2017-10-03,10,4,40,140.0,한국,씨제이이앤엠(주),사극,15세이상관람가,0.0,711.0,8809.0,1.0,3829891,0.3393829401088929
데드풀 2,2018-05-16,5,2,20,117.0,미국,이십세기폭스코리아(주),액션,청소년관람불가,1.0,199.0,2012.0,0.0,3784602,0.18962075848303392
암수살인,2018-10-03,10,4,40,109.0,한국,(주)쇼박스,범죄,15세이상관람가,0.0,329.0,1474.0,0.0,3772620,0.257679180887372
국가부도의 날,2018-11-28,11,4,48,114.0,한국,씨제이이앤엠(주),드라마,12세이상관람가,0.0,312.0,1172.0,0.0,3754983,0.15255813953488373
미이라,2017-06-06,6,2,23,110.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,0.0,353.0,6513.0,0.0,3689325,0.4021304926764314
분노의 질주: 더 익스트림,2017-04-12,4,2,15,136.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,1.0,328.0,9867.0,0.0,3653238,0.15914221218961624
너의 이름은.,2017-01-04,1,1,1,106.0,일본,메가박스중앙(주)플러스엠,애니메이션,12세이상관람가,0.0,2372.0,22244.0,1.0,3637122,0.3018965695927039
인턴,2015-09-24,9,3,39,121.0,미국,워너브러더스 코리아(주),코미디,12세이상관람가,0.0,140.0,5224.0,0.0,3610642,0.4927536231884058
라라랜드,2016-12-07,12,4,49,127.0,미국,판씨네마(주),드라마,12세이상관람가,0.0,104.0,2565.0,0.0,3597193,0.2839248434237996
귀향,2016-02-24,2,1,8,127.0,한국,(주)와우픽쳐스,드라마,15세이상관람가,1.0,1486.0,47687.0,0.0,3586523,0.4281997918834548
리얼 스틸,2011-10-12,10,4,41,127.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,,381.0,0.0,1.0,3579666,0.3489795918367347
신의 한 수,2014-07-03,7,3,27,117.0,한국,(주)쇼박스,범죄,청소년관람불가,0.0,493.0,2407.0,0.0,3562123,0.3715596330275229
코코,2018-01-11,1,1,2,126.0,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,0.0,509.0,4467.0,0.0,3510017,0.41885964912280704
부러진 화살,2012-01-18,1,1,3,100.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,0.0,291.0,0.0,0.0,3450941,0.3173843700159489
끝까지 간다,2014-05-29,5,2,22,110.0,한국,(주)쇼박스,액션,15세이상관람가,0.0,995.0,1320.0,0.0,3450143,0.4086169045005488
비긴 어게인,2014-08-13,8,3,33,103.0,미국,판씨네마(주),멜로,15세이상관람가,0.0,454.0,1276.0,0.0,3427464,0.4320536258379037
스파이,2013-09-05,9,3,36,121.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,755.0,0.0,0.0,3423920,0.43252399774138905
그것만이 내 세상,2018-01-17,1,1,3,120.0,한국,씨제이이앤엠(주),코미디,12세이상관람가,0.0,321.0,5829.0,0.0,3417629,0.4729626808834729
이끼,2010-07-14,7,3,28,163.0,한국,씨제이엔터테인먼트,드라마,청소년관람불가,0.0,672.0,0.0,1.0,3408144,0.42667509481668775
돈,2019-03-20,3,1,12,115.0,한국,(주)쇼박스,범죄,15세이상관람가,0.0,171.0,2278.0,1.0,3389046,0.446360153256705
포화속으로,2010-06-16,6,2,24,120.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,12세이상관람가,0.0,3354.0,0.0,0.0,3385706,0.3389272271016311
맨 인 블랙 3,2012-05-24,5,2,21,106.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,1.0,303.0,0.0,0.0,3379762,0.3515981735159817
어바웃 타임,2013-12-05,12,4,49,123.0,영국,유니버설픽쳐스인터내셔널 코리아(유),멜로,15세이상관람가,0.0,296.0,0.0,0.0,3375735,0.4502247912652537
슈퍼배드 3,2017-07-26,7,3,30,89.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,,182.0,7863.0,0.0,3324861,0.3586698337292161
데드풀,2016-02-17,2,1,7,107.0,미국,이십세기폭스코리아(주),액션,청소년관람불가,1.0,1377.0,14601.0,0.0,3317196,0.2857916102841678
아이 캔 스피크,2017-09-21,9,3,38,118.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,12세이상관람가,0.0,456.0,6377.0,0.0,3280243,0.5546541417591802
스타워즈: 깨어난 포스,2015-12-17,12,4,51,135.0,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,1.0,608.0,14170.0,0.0,3273879,0.2832438878950507
분노의 질주: 더 세븐,2015-04-01,4,2,14,137.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,1.0,724.0,7601.0,0.0,3247558,0.2268140317155214
터미네이터 제니시스,2015-07-02,7,3,27,125.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,1294.0,28154.0,0.0,3239371,0.2556869881710646
그래비티,2013-10-17,10,4,42,90.0,미국,기타,SF,12세이상관람가,0.0,582.0,0.0,0.0,3227452,0.26626506024096386
마녀,2018-06-27,6,2,26,125.0,한국,워너브러더스 코리아(주),미스터리,15세이상관람가,0.0,79.0,275.0,0.0,3189091,0.4351145038167939
탐정: 리턴즈,2018-06-13,6,2,24,116.0,한국,씨제이이앤엠(주),코미디,15세이상관람가,1.0,157.0,760.0,0.0,3148038,0.4031890660592255
캐리비안의 해적: 낯선 조류,2011-05-19,5,2,20,137.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,액션,12세이상관람가,1.0,1022.0,0.0,1.0,3130046,0.2528809218950064
퀵,2011-07-20,7,3,29,115.0,한국,씨제이이앤엠(주),코미디,15세이상관람가,0.0,414.0,0.0,0.0,3125069,0.2870662460567823
감기,2013-08-14,8,3,33,121.0,한국,기타,드라마,15세이상관람가,0.0,2066.0,0.0,0.0,3119023,0.35128121959130715
나우 유 씨 미 2,2016-07-13,7,3,28,129.0,미국,롯데쇼핑㈜롯데엔터테인먼트,범죄,12세이상관람가,1.0,1293.0,9865.0,0.0,3100113,0.38364941055868784
하모니,2010-01-28,1,1,4,115.0,한국,씨제이엔터테인먼트,드라마,12세이상관람가,0.0,800.0,0.0,0.0,3068544,0.456639566395664
캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,5,2,21,128.0,미국,월트디즈니컴퍼니코리아 유한책임회사,액션,12세이상관람가,1.0,996.0,12939.0,0.0,3049894,0.15532022188603126
스물,2015-03-25,3,1,13,115.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,0.0,813.0,27413.0,0.0,3044134,0.40010325245224576
토르: 다크 월드,2013-10-30,10,4,44,111.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,12세이상관람가,1.0,717.0,0.0,0.0,3039889,0.2640692640692641
방자전,2010-06-02,6,2,22,124.0,한국,씨제이엔터테인먼트,사극,청소년관람불가,0.0,195.0,0.0,0.0,3035116,0.37669376693766937
인크레더블 2,2018-07-18,7,3,29,125.0,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,1.0,152.0,1400.0,0.0,3033052,0.3006535947712418
레드: 더 레전드,2013-07-18,7,3,29,115.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,1.0,393.0,0.0,0.0,3004647,0.2946107784431138
오싹한 연애,2011-12-01,12,4,48,114.0,한국,씨제이이앤엠(주),공포,12세이상관람가,0.0,289.0,0.0,0.0,3001530,0.3503325942350333
드래곤 길들이기 2,2014-07-23,7,3,30,101.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,1.0,680.0,4265.0,0.0,3000056,0.29950186799501866
형,2016-11-23,11,4,47,109.0,한국,씨제이이앤엠(주),코미디,12세이상관람가,0.0,819.0,25600.0,0.0,2982022,0.4785451573355129
친구 2,2013-11-14,11,4,46,123.0,한국,롯데쇼핑㈜롯데엔터테인먼트,액션,청소년관람불가,1.0,2140.0,0.0,0.0,2971475,0.2988771466314399
26년,2012-11-29,11,4,48,135.0,한국,(주)인벤트스톤,액션,15세이상관람가,0.0,15748.0,0.0,1.0,2963449,0.2447723112762771
서치,2018-08-29,8,3,35,102.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,드라마,12세이상관람가,0.0,24.0,175.0,0.0,2949944,0.4886363636363637
고지전,2011-07-20,7,3,29,133.0,한국,(주)쇼박스,드라마,15세이상관람가,0.0,551.0,0.0,0.0,2945137,0.2562724014336917
엑스맨: 아포칼립스,2016-05-25,5,2,21,145.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,1.0,754.0,14705.0,0.0,2938818,0.2738163148887621
프리즌,2017-03-23,3,1,12,124.0,한국,(주)쇼박스,범죄,청소년관람불가,0.0,1488.0,8022.0,0.0,2931897,0.4456024402643621
솔트,2010-07-29,7,3,30,99.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,스릴러,15세이상관람가,0.0,119.0,0.0,0.0,2921331,0.3851851851851852
헬로우 고스트,2010-12-22,12,4,51,111.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,0.0,495.0,0.0,0.0,2897477,0.4658385093167702
극비수사,2015-06-18,6,2,25,107.0,한국,(주)쇼박스,드라마,15세이상관람가,0.0,235.0,9189.0,1.0,2860786,0.3922872340425532
표적,2014-04-30,4,2,18,98.0,한국,씨제이이앤엠(주),액션,15세이상관람가,0.0,247.0,1717.0,0.0,2841788,0.4823529411764706
앤트맨,2015-09-03,9,3,36,116.0,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,1.0,411.0,6457.0,1.0,2839921,0.32685512367491165
호빗: 다섯 군대 전투,2014-12-17,12,4,51,144.0,미국,워너브러더스 코리아(주),어드벤처,12세이상관람가,1.0,891.0,16936.0,0.0,2836774,0.2747464992757122
너의 결혼식,2018-08-22,8,3,34,110.0,한국,메가박스중앙(주)플러스엠,멜로,12세이상관람가,0.0,166.0,2034.0,0.0,2820029,0.3983050847457627
호빗: 뜻밖의 여정,2012-12-13,12,4,50,169.0,미국,워너브러더스 코리아(주),어드벤처,12세이상관람가,,1074.0,0.0,0.0,2818993,0.2837004405286344
메이즈 러너,2014-09-18,9,3,38,113.0,미국,이십세기폭스코리아(주),액션,12세이상관람가,1.0,323.0,2750.0,1.0,2812427,0.3618960802187785
말모이,2019-01-09,1,1,2,135.0,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,12세이상관람가,0.0,176.0,599.0,0.0,2811757,0.3952434881087203
해리 포터와 죽음의 성물1,2010-12-15,12,4,50,146.0,미국,워너브러더스 코리아(주),미스터리,전체관람가,,2453.0,0.0,1.0,2809053,0.2633451957295373
